"id","code","name","group_id:id","reconcile","account_type","tag_ids:name"
"7_co_com_puc_212599","212599","Deterioro Obligaciones Corporaciones De Ahorro Y Vivienda","group_2_2_obl_fin",0,"liability_current","1009_2203_N"
"7_co_com_puc_213000","213000","Entidades Financieras Del Exterior",,0,"off_balance",
"7_co_com_puc_213005","213005","Entidades Financieras Del Exterior","group_2_2_obl_fin",0,"liability_current","1009_2203_N"
"7_co_com_puc_213095","213095","Otras Obligaciones Entidades Financieras Del Exterior","group_2_2_obl_fin",0,"liability_current","1009_2203_N"
"7_co_com_puc_213099","213099","Deterioro Obligaciones Entidades Financieras Del Exterior","group_2_2_obl_fin",0,"liability_current","1009_2203_N"
"7_co_com_puc_213500","213500","Compromisos De Recompra De Inversiones Negociadas",,0,"off_balance",
"7_co_com_puc_213505","213505","Acciones","group_2_2_obl_fin",0,"liability_current","1009_2203_N"
"7_co_com_puc_213510","213510","Cuotas O Partes De Interés Social","group_2_2_obl_fin",0,"liability_current","1009_2203_N"
"7_co_com_puc_213515","213515","Bonos","group_2_2_obl_fin",0,"liability_current","1009_2203_N"
"7_co_com_puc_213520","213520","Cédulas","group_2_2_obl_fin",0,"liability_current","1009_2203_N"
"7_co_com_puc_213525","213525","Certificados","group_2_2_obl_fin",0,"liability_current","1009_2203_N"
"7_co_com_puc_213530","213530","Papeles Comerciales","group_2_2_obl_fin",0,"liability_current","1009_2203_N"
"7_co_com_puc_213535","213535","Títulos","group_2_2_obl_fin",0,"liability_current","1009_2203_N"
"7_co_com_puc_213540","213540","Aceptaciones Bancarias O Financieras","group_2_2_obl_fin",0,"liability_current","1009_2203_N"
"7_co_com_puc_213595","213595","Otros Compromisos De Recompra De Inversiones Negociadas","group_2_2_obl_fin",0,"liability_current","1009_2203_N"
"7_co_com_puc_213599","213599","Deterioro Compromisos De Recompra De Inversiones Negociadas","group_2_2_obl_fin",0,"liability_current","1009_2203_N"
"7_co_com_puc_214000","214000","Compromisos De Recompra De Cartera Negociada",,0,"off_balance",
"7_co_com_puc_214005","214005","Compromisos De Recompra De Cartera Negociada","group_2_2_obl_fin",0,"liability_current","1009_2203_N"
"7_co_com_puc_214095","214095","Otros Compromisos De Recompra De Cartera Negociada","group_2_2_obl_fin",0,"liability_current","1009_2203_N"
"7_co_com_puc_214099","214099","Deterioro Compromisos De Recompra De Cartera Negociada","group_2_2_obl_fin",0,"liability_current","1009_2203_N"
"7_co_com_puc_214500","214500","Obligaciones Gubernamentales",,0,"off_balance",
"7_co_com_puc_214505","214505","Gobierno Nacional","group_2_2_obl_fin",0,"liability_current","1009_2206_N"
"7_co_com_puc_214510","214510","Entidades Oficiales","group_2_2_obl_fin",0,"liability_current","1009_2206_N"
"7_co_com_puc_214595","214595","Otras Obligaciones Gubernamentales","group_2_2_obl_fin",0,"liability_current","1009_2206_N"
"7_co_com_puc_214599","214599","Deterioro Obligaciones Gubernamentales","group_2_2_obl_fin",0,"liability_current","1009_2206_N"
"7_co_com_puc_219500","219500","Otras Obligaciones",,0,"off_balance",
"7_co_com_puc_219505","219505","Particulares","group_2_2_obl_fin",0,"liability_current","1009_2206_N"
"7_co_com_puc_219510","219510","Compañías Vinculadas","group_2_2_obl_fin",0,"liability_current","1009_2206_N"
"7_co_com_puc_219515","219515","Casa Matriz","group_2_2_obl_fin",0,"liability_current","1009_2206_N"
"7_co_com_puc_219520","219520","Socios O Accionistas","group_2_2_obl_fin",0,"liability_current","1009_2206_N"
"7_co_com_puc_219525","219525","Fondos Y Cooperativas","group_2_2_obl_fin",0,"liability_current","1009_2206_N"
"7_co_com_puc_219530","219530","Directores","group_2_2_obl_fin",0,"liability_current","1009_2206_N"
"7_co_com_puc_219595","219595","Otras Obligaciones","group_2_2_obl_fin",0,"liability_current","1009_2206_N"
"7_co_com_puc_219599","219599","Deterioro Obligaciones","group_2_2_obl_fin",0,"liability_current","1009_2206_N"
"7_co_com_puc_220000","220000","Proveedores",,0,"off_balance",
"7_co_com_puc_220500","220500","Nacionales",,0,"off_balance",
"7_co_com_puc_220505","220505","Nacionales","group_2_2_obl_fin",1,"liability_payable","1009_2203_N"
"7_co_com_puc_220595","220595","Otros Proveedores Nacionales","group_2_2_obl_fin",1,"asset_fixed","1009_2203_N"
"7_co_com_puc_220599","220599","Deterioro Proveedores Nacionales","group_2_2_obl_fin",1,"asset_fixed","1009_2203_N"
"7_co_com_puc_221000","221000","Del Exterior",,0,"off_balance",
"7_co_com_puc_221005","221005","Del Exterior","group_2_2_obl_fin",1,"liability_payable","1009_2203_N"
"7_co_com_puc_221095","221095","Otros Proveedores Del Exterior","group_2_2_obl_fin",1,"liability_payable","1009_2203_N"
"7_co_com_puc_221500","221500","Cuentas Corrientes Comerciales",,0,"off_balance",
"7_co_com_puc_221505","221505","Cuentas Corrientes Comerciales","group_2_2_obl_fin",1,"liability_payable","1009_2203_N"
"7_co_com_puc_221595","221595","Otras Cuentas Corrientes Comerciales","group_2_2_obl_fin",1,"liability_payable","1009_2203_N"
"7_co_com_puc_221599","221599","Deterioro Cuentas Corrientes Comerciales","group_2_2_obl_fin",1,"liability_payable","1009_2203_N"
"7_co_com_puc_222000","222000","Casa Matriz",,0,"off_balance",
"7_co_com_puc_222005","222005","Casa Matriz","group_2_2_obl_fin",1,"liability_payable","1009_2203_N"
"7_co_com_puc_222095","222095","Otros Proveedores Casa Matriz","group_2_2_obl_fin",1,"liability_payable","1009_2203_N"
