name
Emisores Extranjeros
Otros Emisores Extranjeros
Emisores Nacionales
Otros Emisores Extranjeros
Otras Inversiones A Valor Razonable Con Cambios En El Origen Entregados En Operaciones De Mercado Monetario - Instrumentos De Patrimonio
Inversiones A Valor Razonable Con Cambios En Resultados Entregadas En Garantía De Operaciones Con Instrumentos Derivados - Instrumentos Representativos De Deuda 
Títulos De Tesorería –Tes
Otros Títulos Emitidos Por El Gobierno Nacional
Otros Emisores Nacionales
Emisores Extranjeros
Otras Inversiones A Valor Razonable Con Cambios En Resultados Entregadas En Garantía De Operaciones Con Instrumentos Derivados - Instrumentos Representativos De Deuda 
Co_Puc_Sol_5225
Emisores Nacionales
Emisores Extranjeros
Otras Inversiones A Valor Razonable Con Cambios En Resultados Entregados En Garantía De Operaciones Con Instrumentos Derivados - Instrumentos De Patrimonio 
Categoría D - Crédito Significativo Cartera De Vivienda
Títulos De Tesorería –Tes
Otros Títulos Emitidos Por El Gobierno Nacional
Otros Emisores Nacionales
Emisores Extranjeros
Otras Inversiones A Costo Amortizado Con Cambios En Resultados Entregados En Garantía De Operaciones Con Instrumentos Derivados - Instrumentos Representativos De Deuda 
Inversiones A Valor Razonable Con Cambios En El Origen Entregados En Garantía De Operaciones Con Instrumentos Derivados - Instrumentos De Patrimonio
Emisores Nacionales
Emisores Extranjeros
Otras Inversiones A Valor Razonable Con Cambios En El Origen Entregados En Garantía De Operaciones Con Instrumentos Derivados - Instrumentos De Patrimonio
Inversiones A Valor Razonable Con Cambios En Resultados - Instrumentos De Patrimonio - Por Excedentes De Órdenes De Compra
Emisores Nacionales
Emisores Extranjeros
Otras Inversiones A Valor Razonable Con Cambios En Resultados - Instrumentos De Patrimonio - Por Excedentes De Órdenes De Compra
Inversiones A Valor Razonable Con Cambios En Resultados - Instrumentos Representativos De Deuda - Por Excedentes De Órdenes De Compra
Títulos De Tesorería –Tes
Otros Títulos Emitidos Por El Gobierno Nacional
Otros Emisores Nacionales
Emisores Extranjeros
Otras Inversiones A Valor Razonable Con Cambios En Resultados - Instrumentos Representativos De Deuda - Por Excedentes De Órdenes De Compra
Inversiones En Subsidiarias Y Filiales
Subsidiarias Y Filiales Nacionales
Subsidiarias Y Filiales Extranjeras
Inversiones Obligatorias  En Instrumentos De Patrimonio
Otras Inversiones En Subsidiarias Y Filiales
Inversiones En Asociadas Y Participaciones En Negocios Conjuntos
Asociadas Nacionales
Asociadas Extranjeras
Negocios Conjuntos Nacionales
Negocios Conjuntos Extranjeros
Otras Inversiones En Asociadas Y Participaciones En Negocios Conjuntos
Inversiones Patrimoniales En Entidades En Liquidación
Inversiones Patrimoniales En Entidades En Liquidación
Otras Inversiones Patrimoniales En Entidades En Liquidación
Inversiones En Títulos Sobre Productos Y En Productos Agropecuarios Y Agroindustriales - Mercado Secundario 
Inversiones En Títulos Sobre Productos Y En Productos Agropecuarios Y Agroindustriales  - Mercado Secundario 
Otras Inversiones En Títulos Sobre Productos Y En Productos Agropecuarios Y Agroindustriales  - Mercado Secundario 
Inversiones En Operaciones Conjuntas
Inversiones En Operaciones Conjuntas
Otras Inversiones En Operaciones Conjuntas
Operaciones Carrusel
Derechos En Compromisos De Compra
Derechos En Compromisos De Venta
Obligaciones En Compromisos De Compra
Obligaciones En Compromisos De Venta
Otras Operaciones Carrusel
Operaciones De Contado
Derechos De Compra Sobre Divisas
Derechos De Venta Sobre Divisas
Derechos De Compra Sobre Títulos
Derechos De Venta Sobre Títulos
Derechos – Otros
Obligaciones De Compra Sobre Divisas
Obligaciones De Venta Sobre Divisas
Obligaciones De Compra Sobre Títulos
Obligaciones De Venta Sobre Títulos
Obligaciones – Otros
Contratos Forward - De Negociación
De Monedas (Peso/Dólar)
De Monedas (Diferentes Peso/Dólar)
De Tasas De Interés
De Títulos
Otros Contratos Forward - De Negociación
Contratos De Futuros - De Negociación
De Monedas
De Tasas De Interés
De Títulos
De Índices
Otros Contratos De Futuros – De Negociación
Swaps - De Negociación
De Monedas
De Tasas De Interés
Otros Swaps – De Negociación
Opciones De Negociación
Compra Calls De Monedas
Compra Calls De Tasas De Interés
Compra Calls De Títulos
Compra Calls De Índices
Compra Calls – Otras
Compra Puts De Monedas
Compra Puts De Tasas De Interés
Compra Puts De Títulos
Compra Puts De Índices
Compra Puts – Otras
Otras Opciones De Negociación Compra Opciones – Otras
Contratos Forward - De Cobertura
De Monedas (Peso/Dólar)
De Monedas (Diferentes Peso/Dólar)
De Tasas De Interés
De Títulos
Otros Contratos Forward - De Cobertura
Contratos De Futuros - De Cobertura
De Monedas
De Interés
De Títulos
De Índices
Otros Contratos De Futuros – De Cobertura
Swaps - De Cobertura
De Monedas
De Tasas De Interés
Otros Swaps – De Cobertura
Opciones De Cobertura
Compra Calls De Monedas
Compra Calls De Tasas De Interés
Compra Calls De Títulos
Compra Calls De Índices
Compra Calls – Otras
Compra Puts De Monedas
Compra Puts De Tasas De Interés
Compra Puts De Títulos
Compra Puts De Índices
Compra Puts – Otras
Opciones De Cobertura Compra Opciones – Otras
Iinversiones Derechos Fiduciarios
Inversiones Derechos Fiduciarios
Otras Inversiones Derechos Fiduciarios
Otras Inversiones De Las Reservas Internacionales
Portafolio  En Administración
Otras
Otras Inversiones De Las Reservas Internacionales
Mecanismos Especiales De Pagos Internacionales
Derechos Especiales De Giro
Pesos Andinos
Convenios Internacionales
Compensaciones Pendientes De Pago - Vencidas
Otros Mecanismos Especiales De Pagos Internacionales
Aportes En Organismos Y Entidades Internacionales
Fondo Monetario Internacional
Fondo Latinoamericano De Reservas
Asociación Internacional De Fomento
Banco Interamericano De Desarrollo
Banco Mundial (Birf)
Banco De Desarrollo Del Caribe
Corporación Andina De Fomento
Corporación Financiera Internacional
Corporación Interamericana De Inversión
Banco De Pagos Internacionales - Bpi
Otros Aportes En Organismos Y Entidades Internacionales
Cartera De Créditos Y Operaciones De Leasing Financiero
Con Garantía Hipotecaria (Capitalizadoras)
Categoría A Riesgo Normal
Categoría B Riesgo Aceptable
Categoría C Riesgo Apreciable
Categoría D Riesgo Significativo
Categoría E Riesgo De Incobrabilidad
Otra Cartera De Créditos Y Operaciones De Leasing Financiero con Garantía Hipotecaria (Capitalizadoras)
Cartera De Vivienda Y Operaciones De  Leasing Habitacional
Categoría A Riesgo Normal Cartera De Vivienda
Categoría A Riesgo Normal Leasing Habitacional
Categoría B Riesgo Aceptable Cartera De Vivienda
Categoría B Riesgo Aceptable Leasing Habitacional
Categoría C Riesgo Apreciable Cartera De Vivienda
Categoría C Riesgo Apreciable Leasing Habitacional
Categoría D Riesgo Significativo Cartera De Vivienda
Categoría D Riesgo Significativo Leasing Habitacional
Categoría E Riesgo De Incobrabilidad Cartera De Vivienda
Categoría E Riesgo De Incobrabilidad Leasing Habitacional
Otra Cartera De Vivienda Y Operaciones De  Leasing Habitacional
Sobre Títulos De Capitalización
Planes Tradicionales
Planes En Uvr
Otra Sobre Títulos De Capitalización
Cartera De Créditos - Actividad Aseguradora
Con Garantía Hipotecaria
Con Garantía Prendaria
Otra Cartera De Créditos – Actividad Aseguradora Con Garantía Prendaria
Cartera Y Operaciones De Leasing De Consumo
Categoría A Riesgo Normal Cartera Y Operaciones De Leasing De Consumo
Categoría B Riesgo Aceptable Cartera Y Operaciones De Leasing De Consumo
Categoría C Riesgo Apreciable Cartera Y Operaciones De Leasing De Consumo
Categoría D Riesgo Significativo Cartera  Y Operaciones De Leasing De Consumo
Categoría E Riesgo De Incobrabilidad Cartera Y Operaciones De Leasing De Consumo
Otra Cartera Y Operaciones De Leasing De Consumo
Cartera Y Operaciones De Leasing Comerciales
Categoría A Riesgo Normal Cartera Y Operaciones De Leasing Comerciales
Categoría B Riesgo Aceptable Cartera Y Operaciones De Leasing Comerciales
"Categoría C Riesgo Apreciable, Cartera Y Operaciones  De Leasing Comerciales"
Categoría D Riesgo Significativo Cartera  Y Operaciones De Leasing Comerciales
Categoría E Riesgo De Incobrabilidad Cartera Y Operaciones De Leasing Comerciales
Otra Cartera Y Operaciones De Leasing Comerciales
Cartera Y Leasing De Microcréditos
Categoría A Riesgo Normal
Categoría B Riesgo Aceptable
Categoría C Riesgo Apreciable
Categoría D Riesgo Significativo
Categoría E Riesgo De Incobrabilidad
Otra Cartera Y Leasing De Microcréditos
Otra Cartera De Créditos Administrada En Negocios Fiduciarios
Otra Cartera De Créditos Administrada En Negocios Fiduciarios
Otra Otra Cartera De Créditos Administrada En Negocios Fiduciarios
Préstamos A Empleados
"Categoría A Riesgo Normal, Vivienda"
"Categoría B Riesgo Aceptable, Vivienda"
"Categoría C Riesgo Apreciable, Vivienda"
"Categoría D Riesgo Significativo, Vivienda"
"Categoría E Riesgo De Incobrabilidad, Vivienda"
"Categoría A Riesgo Normal, Leasing Habitacional"
"Categoría B Riesgo Aceptable, Leasing Habitacional"
"Categoría C Riesgo Apreciable, Leasing Habitacional"
"Categoría D Riesgo Significativo, Leasing Habitacional"
"Categoría E Riesgo De Incobrabilidad, Leasing Habitacional"
"Categoría A Riesgo Normal, Consumo"
"Categoría B Riesgo Aceptable, Consumo"
"Categoría C Riesgo Apreciable, Consumo"
"Categoría D Riesgo Significativo, Consumo"
"Categoría E Riesgo De Incobrabilidad, Consumo"
Otros Préstamos A Empleados
Derechos De Transferencia De Cartera De Créditos Por Operaciones De Apoyos Transitorios De Liquidez 
Vivienda
Consumo
Microcrédito
Comercial
Otros Derechos De Transferencia De Cartera De Créditos Por Operaciones De Apoyos Transitorios De Liquidez 
Sobre Pólizas
Vida
De Ahorro Con Participación
Emitidas En Uvr
Otros Sobre Pólizas
Remuneración De Intermediación
Comisiones
Otra Remuneración De Intermediación
Otros Conceptos - Actividad Aseguradora
Por Financiación De Primas
Otros Otra Remuneración De Intermediación
Deterioro Componente Contracíclico Individual
Créditos Y Operaciones De Leasing De Consumo
Créditos Y Operaciones De Leasing Comerciales
Otro Deterioro Componente Contracíclico Individual
Deterioro (Provisión) Préstamos A  Empleados
"Categoría A Riesgo Normal, Vivienda"
"Categoría B Riesgo Aceptable, Vivienda"
"Categoría C Riesgo Apreciable, Vivienda"
"Categoría D Riesgo Significativo, Vivienda"
"Categoría E Riesgo De Incobrabilidad, Vivienda"
"Categoría A Riesgo Normal, Leasing Habitacional"
"Categoría B Riesgo Aceptable, Leasing Habitacional"
"Categoría C Riesgo Apreciable, Leasing Habitacional"
"Categoría D Riesgo Significativo, Leasing Habitacional"
"Categoría E Riesgo De Incobrabilidad, Leasing Habitacional"
"Categoría A Riesgo Normal, Consumo"
"Categoría B Riesgo Aceptable, Consumo"
"Categoría C Riesgo Apreciable, Consumo"
"Categoría D Riesgo Significativo, Consumo"
"Categoría E Riesgo De Incobrabilidad, Consumo"
Otro Deterioro (Provisión) Préstamos A  Empleados
Deterioro (Provisión) Cartera De Vivienda Y Leasing Habitacional
Categoría A - Crédito Normal Cartera De Vivienda
Categoría A - Crédito Normal Leasing Habitacional
Categoría B - Crédito Aceptable Cartera De Vivienda
Categoría B - Crédito Aceptable Leasing Habitacional
Categoría C - Crédito Apreciable Cartera De Vivienda
Categoría C - Crédito Apreciable  Leasing Habitacional
Categoría D - Crédito Significativo Cartera De Vivienda
Categoría D - Crédito Significativo Leasing Habitacional
Categoría E -  Crédito Irrecuperable Cartera De Vivienda
Categoría E -  Crédito Irrecuperable  Leasing Habitacional
Otro Deterioro (Provisión) Cartera De Vivienda Y Leasing Habitacional
Deterioro (Provisión) Cartera  Y Operaciones De Leasing De Consumo
Categoría A - Crédito Normal Cartera De Consumo
Categoría B - Crédito Aceptable Cartera De Consumo 
Categoría C - Crédito Apreciable Cartera De Consumo
Categoría D - Crédito Significativo Cartera De Consumo
Categoría E - Crédito Irrecuperable Cartera De Consumo
Otro Deterioro (Provisión) Cartera  Y Operaciones De Leasing De Consumo
Deterioro (Provisión)  Microcréditos
Categoría A - Crédito Normal
Categoría B - Crédito Aceptable
Categoría C - Crédito Apreciable
Categoría D - Crédito Significativo
Categoría E -  Crédito Irrecuperable
Otro Deterioro (Provisión)  Microcréditos
Deterioro (Provisión) Otra Cartera De Crédito Administrada A Través De Negocios Fiduciarios
Deterioro (Provisión) Otra Cartera De Crédito Administrada A Través De Negocios Fiduciarios
Otro Deterioro (Provisión) Otra Cartera De Crédito Administrada A Través De Negocios Fiduciarios
Deterioro (Provisión) Créditos Y Operaciones De Leasing Comerciales
Categoría A - Crédito Normal
Categoría B - Crédito Aceptable
Categoría C - Crédito Apreciable
Categoría D - Crédito Significativo
Categoría E -  Crédito Irrecuperable
Otro Deterioro (Provisión) Créditos Y Operaciones De Leasing Comerciales
Deterioro Cartera Sobre Títulos De Capitalización
Planes Tradicionales
Planes En Uvr
Otro Deterioro Cartera Sobre Títulos De Capitalización
Deterioro Cartera Entidades Aseguradoras  
Con Garantía Hipotecaria
Con Garantía Prendaria
Con Garantía Prendaria
Deterioro (Provisión) General
Vivienda Y Leasing Habitacional
Microcrédito
Consumo
Comercial
Otro Deterioro Cartera Entidades Aseguradoras  
Deterioro Otros Conceptos De Cartera De Créditos 
Sobre Pólizas
Por Financiación De Primas
Otro Deterioro Conceptos De Cartera De Créditos 
Inventarios
Materias Primas 
Materias Primas 
Otras Materias Primas 
Bienes Producidos
Bienes Producidos
Otros Bienes Producidos
Productos En Proceso 
Productos En Proceso 
Otros Productos En Proceso 
Obras De Construcción En Curso 
Costo Terrenos
Costos Directos Preliminares
Costos Directos Obra
"Costos Indirectos Planos, Licencias Y Estudios"
Costos Indirectos Publicidad
Costos Indirectos Comisiones Fiduciarias
Otros Costos Indirectos
Otras Obras De Construcción En Curso 
Obras De Urbanismo 
Obras De Urbanismo 
Otras Obras De Urbanismo 
Contratos En Ejecución 
Contratos En Ejecución 
Otros Contratos En Ejecución 
Cultivos En Desarrollo 
Cultivos En Desarrollo 
Otros Cultivos En Desarrollo 
Productos Terminados 
Productos Terminados 
Otros Productos Terminados 
Mercancías No Fabricadas Por La Empresa 
Mercancías No Fabricadas Por La Empresa 
Otras Mercancías No Fabricadas Por La Empresa 
Bienes Raíces Para La Venta 
Bienes Raíces Para La Venta 
Otros Bienes Raíces Para La Venta 
Semovientes 
Semovientes 
Otros Semovientes 
Terrenos 
Terrenos 
Otros Terrenos 
"Materiales, Repuestos Y Accesorios "
"Materiales, Repuestos Y Accesorios "
"Otros Materiales, Repuestos Y Accesorios "
Envases Y Empaques 
Envases Y Empaques 
Otros Envases Y Empaques 
Inventarios En Transito 
Inventarios En Transito 
Otros Inventarios En Transito 
Inventarios En Poder De Terceros
Inventarios En Poder De Terceros
Otros Inventarios En Poder De Terceros
Inventarios De Operaciones Conjuntas
Inventarios De Operaciones Conjuntas
Otros Inventarios De Operaciones Conjuntas
Metales Preciosos
Oro
Plata
Platino
Otros Metales Adherentes
Otros Metales Preciosos
Otros Inventarios
Otros Inventarios
Otros Otros Inventarios
Deterioro De Inventarios
Deterioro De Inventarios
Otro Deterioro De Inventarios
Cuentas Por Cobrar
Operaciones De Reservas Internacionales
Venta De Inversiones
Venta De Monedas
Otras Operaciones De Reservas Internacionales
Para Alcanzar Rentabilidad Mínima - Fondos De Pensiones - Seg. Social
Para Alcanzar Rentabilidad Mínima - Fondos De Pensiones - Seg. Social
Otras Para Alcanzar Rentabilidad Mínima - Fondos De Pensiones - Seg. Social
Cuentas Corrientes Comerciales 
Cuentas Corrientes Comerciales 
Otras Cuentas Corrientes Comerciales 
Intereses
Fondos Interbancarios Vendidos Y Pactos De Reventa
"Categoría A Riesgo Normal, Vivienda"
"Categoría B Riesgo Aceptable, Vivienda"
"Categoría C Riesgo Apreciable, Vivienda"
"Categoría D Riesgo Significativo, Vivienda"
"Categoría E Riesgo De Incobrabilidad, Vivienda"
"Categoría A Riesgo Normal, Consumo"
"Categoría B Riesgo Aceptable, Consumo"
"Categoría C Riesgo Apreciable, Consumo"
"Categoría D Riesgo Significativo, Consumo"
"Categoría E Riesgo De Incobrabilidad, Consumo"
"Categoría A Riesgo Normal, Microcrédito"
"Categoría B Riesgo Aceptable, Microcrédito"
"Categoría C Riesgo Apreciable, Microcrédito"
"Categoría D Riesgo Significativo, Microcrédito"
"Categoría E Riesgo De Incobrabilidad, Microcrédito"
"Categoría A Riesgo Normal, Comercial"
"Categoría B Riesgo Aceptable, Comercial"
"Categoría C Riesgo Apreciable, Comercial"
"Categoría D Riesgo Significativo, Comercial"
"Categoría E Riesgo De Incobrabilidad, Comercial"
Mora En Traslado De Cesantías Al Fna
Diferencial De Tasas
Depósitos De Contracción Monetaria
Otros Intereses
A Retrogarantes
A Retrogarantes
Otros A Retrogarantes
Cesantías Causadas Sector Público
Cesantías Causadas Sector Público
Otras Cesantías Causadas Sector Público
Componente Financiero Operaciones De Leasing Financiero
"Categoría A Riesgo Normal, Leasing Habitacional"
"Categoría B Riesgo Aceptable, Leasing Habitacional"
"Categoría C Riesgo Apreciable, Leasing Habitacional"
"Categoría D Riesgo Significativo, Leasing Habitacional"
"Categoría E Riesgo De Incobrabilidad, Leasing Habitacional"
"Categoría A Riesgo Normal, Consumo"
"Categoría B Riesgo Aceptable, Consumo"
"Categoría C Riesgo Apreciable, Consumo"
"Categoría D Riesgo Significativo, Consumo"
"Categoría E Riesgo De Incobrabilidad, Consumo"
"Categoría A Riesgo Normal, Microcrédito"
"Categoría B Riesgo Aceptable, Microcrédito"
"Categoría C Riesgo Apreciable, Microcrédito"
"Categoría D Riesgo Significativo, Microcrédito"
"Categoría E Riesgo De Incobrabilidad, Microcrédito"
"Categoría A Riesgo Normal, Comercial"
"Categoría B Riesgo Aceptable, Comercial"
"Categoría C Riesgo Apreciable, Comercial"
"Categoría D Riesgo Significativo, Comercial"
"Categoría E Riesgo De Incobrabilidad, Comercial"
Otro Componente Financiero Operaciones De Leasing Financiero
Dividendos Y Participaciones
"Matriz, Filiales, Subsidiarias"
Otras Personas Jurídicas
Otros Dividendos Y Participaciones
Comisiones
Aceptaciones Bancarias
Cartas De Crédito
Avales
Garantías Bancarias
Servicios Bancarios
Negocios Fiduciarios
Giros
Uso Medios De Pago Diferentes De Efectivo
Administración Fondo De Cesantía Portafolio De Corto Plazo
Administración Fondo De Cesantía Portafolio De Largo Plazo
Administración Fondo De Pensiones Obligatorias
Administración Pensiones Por Retiro Programado 
Administración Recursos Afiliados Cesantes
Administración Fondo De Pensiones Voluntarias
Administración Pasivos Pensionales Entidades Territoriales Y Sus Descentralizadas
Administración Fonpet
Administración Pasivos Pensionales Por Reactivación Económica
Privatizaciones
Capital Garantía
Cuotas De Manejo De Tarjetas De Crédito
Otras Comisiones
Servicios De Almacenaje
Almacén Bodegas Propias
Almacén Bodegas Particulares
Almacén Mercancías En Transito
Almacén Silos
Agenciamiento Aduanero
Operaciones Compra Venta
Manejo Y Distribución
Tratamiento De Mercancías
Movilización Y Transporte De Mercancías
Almacenaje 
Otros Servicios De Almacenaje
Arrendamientos
De Bienes Propios
De Bienes Adjudicados
Otros Arrendamientos
Cánones De Bienes Dados En Leasing Operacional
"Categoría  A - Crédito Normal, Consumo"
"Categoría  B - Crédito Aceptable, Consumo"
"Categoría  C - Crédito Apreciable, Consumo"
"Categoría  D - Crédito Significativo, Consumo"
"Categoría  E - Crédito Irrecuperable, Consumo"
"Categoría  A - Crédito Normal, Comercial"
"Categoría  B - Crédito Aceptable, Comercial"
"Categoría  C - Crédito Apreciable, Comercial"
"Categoría  D - Crédito Significativo, Comercial"
"Categoría  E - Crédito Irrecuperable, Comercial"
"Categoría  A - Crédito Normal, Microcréditos"
"Categoría  B - Crédito Aceptable, Microcréditos"
"Categoría  C - Crédito Apreciable, Microcréditos"
"Categoría  D - Crédito Significativo, Microcréditos"
"Categoría  E - Crédito Irrecuperable, Microcréditos"
Otros Cánones De Bienes Dados En Leasing Operacional
Venta De Bienes Y Servicios
Bienes
Servicios
Transferencia De Fondos De Compensación Y Liquidación 
Otra Venta De Bienes Y Servicios
Deudores
Honorarios 
Servicios
Financiación De Valores
Intereses                       
Redenciones
Precio Por Transferencia Temporal De Valores
Otros Deudores
Por Liquidación De Operaciones Con Derivados
Bancos
Corporaciones Financieras
Sociedades Comisionistas De Bolsa De Valores
Otros Por Liquidación De Operaciones Con Derivados
Bolsa De Valores Y Agropecuarias
Comisiones Por Cobrar 
