"id","name","ei_code","ei_big_contribuitor","name@es","tax_ids/tax_src_id","tax_ids/tax_dest_id","account_ids/account_src_id","account_ids/account_dest_id"
"fis_pos_co_sol_cmu","Common","02",0,"Común","co_sol_tax_rteiva_2_85gt",,,
,,,,,"co_sol_tax_rteiva_0_75gt",,,
,,,,,"co_sol_tax_rteiva_2_4gt",,,
,,,,,"co_sol_tax_rteiva_2_85lt",,,
,,,,,"co_sol_tax_rteiva_0_75lt",,,
,,,,,"co_sol_tax_rteiva_2_4lt",,,
"fis_pos_co_sol_sim","Simplified","00",0,"Simplificado","co_sol_tax_rteiva_2_85gt",,,
,,,,,"co_sol_tax_rteiva_0_75gt",,,
,,,,,"co_sol_tax_rteiva_2_4gt",,,
,,,,,"co_sol_tax_rtefte_0_1gt",,,
,,,,,"co_sol_tax_rtefte_0_5gt",,,
,,,,,"co_sol_tax_rtefte_1gt",,,
,,,,,"co_sol_tax_rtefte_2gt",,,
,,,,,"co_sol_tax_rtefte_2_5gt",,,
,,,,,"co_sol_tax_rtefte_3_5gt",,,
,,,,,"co_sol_tax_rtefte_4gt","co_sol_tax_rtefte_3_5gt",,
,,,,,"co_sol_tax_rtefte_6gt",,,
,,,,,"co_sol_tax_rtefte_7gt",,,
,,,,,"co_sol_tax_rtefte_10gt",,,
,,,,,"co_sol_tax_rtefte_11gt","co_sol_tax_rtefte_10gt",,
,,,,,"co_sol_tax_rteica_0_414gt",,,
,,,,,"co_sol_tax_rteica_0_69gt",,,
,,,,,"co_sol_tax_rteica_0_966gt",,,
,,,,,"co_sol_tax_rteica_1_104gt",,,
,,,,,"co_sol_tax_rteica_1_38gt",,,
"fis_pos_co_sol_gco","Great Contribuitor","02",1,"Gran Contribuyente","co_sol_tax_rteiva_2_85lt",,,
,,,,,"co_sol_tax_rteiva_0_75lt",,,
,,,,,"co_sol_tax_rteiva_2_4lt",,,
,,,,,"co_sol_tax_rtefte_0_1lt",,,
,,,,,"co_sol_tax_rtefte_0_5lt",,,
,,,,,"co_sol_tax_rtefte_1lt",,,
,,,,,"co_sol_tax_rtefte_2lt",,,
,,,,,"co_sol_tax_rtefte_2_5lt",,,
,,,,,"co_sol_tax_rtefte_3_5lt",,,
,,,,,"co_sol_tax_rtefte_4lt",,,
,,,,,"co_sol_tax_rtefte_6lt",,,
,,,,,"co_sol_tax_rtefte_7lt",,,
,,,,,"co_sol_tax_rtefte_10lt",,,
,,,,,"co_sol_tax_rtefte_11lt",,,
,,,,,"co_sol_tax_rteica_0_414lt",,,
,,,,,"co_sol_tax_rteica_0_69lt",,,
,,,,,"co_sol_tax_rteica_0_966lt",,,
,,,,,"co_sol_tax_rteica_1_104lt",,,
,,,,,"co_sol_tax_rteica_1_38lt",,,
"fis_pos_co_sol_int","International","02",0,"Internacional","co_sol_tax_iva_19gt",,,
,,,,,"co_sol_tax_iva_5gt",,,
,,,,,"co_sol_tax_iva_16gt",,,
,,,,,"co_sol_tax_rteiva_2_85gt",,,
,,,,,"co_sol_tax_rteiva_0_75gt",,,
,,,,,"co_sol_tax_rteiva_2_4gt",,,
,,,,,"co_sol_tax_rtefte_0_1gt",,,
,,,,,"co_sol_tax_rtefte_0_5gt",,,
,,,,,"co_sol_tax_rtefte_1gt",,,
,,,,,"co_sol_tax_rtefte_2gt",,,
,,,,,"co_sol_tax_rtefte_2_5gt",,,
,,,,,"co_sol_tax_rtefte_3_5gt",,,
,,,,,"co_sol_tax_rtefte_4gt",,,
,,,,,"co_sol_tax_rtefte_6gt",,,
,,,,,"co_sol_tax_rtefte_7gt",,,
,,,,,"co_sol_tax_rtefte_10gt",,,
,,,,,"co_sol_tax_rtefte_11gt",,,
,,,,,"co_sol_tax_rteica_0_414gt",,,
,,,,,"co_sol_tax_rteica_0_69gt",,,
,,,,,"co_sol_tax_rteica_0_966gt",,,
,,,,,"co_sol_tax_rteica_1_104gt",,,
,,,,,"co_sol_tax_rteica_1_38gt",,,
,,,,,"co_sol_tax_iva_19lt",,,
,,,,,"co_sol_tax_iva_5lt",,,
,,,,,"co_sol_tax_iva_16lt",,,
,,,,,"co_sol_tax_rteiva_2_85lt",,,
,,,,,"co_sol_tax_rteiva_0_75lt",,,
,,,,,"co_sol_tax_rteiva_2_4lt",,,
,,,,,"co_sol_tax_rtefte_0_1lt",,,
,,,,,"co_sol_tax_rtefte_0_5lt",,,
,,,,,"co_sol_tax_rtefte_1lt",,,
,,,,,"co_sol_tax_rtefte_2lt",,,
,,,,,"co_sol_tax_rtefte_2_5lt",,,
,,,,,"co_sol_tax_rtefte_3_5lt",,,
,,,,,"co_sol_tax_rtefte_4lt",,,
,,,,,"co_sol_tax_rtefte_6lt",,,
,,,,,"co_sol_tax_rtefte_7lt",,,
,,,,,"co_sol_tax_rtefte_10lt",,,
,,,,,"co_sol_tax_rtefte_11lt",,,
,,,,,"co_sol_tax_rteica_0_414lt",,,
,,,,,"co_sol_tax_rteica_0_69lt",,,
,,,,,"co_sol_tax_rteica_0_966lt",,,
,,,,,"co_sol_tax_rteica_1_104lt",,,
,,,,,"co_sol_tax_rteica_1_38lt",,,
"fis_pos_co_sol_gna","Non-Self-Withholding Large Taxpayer","02",0,"Gran Contribuyente No Autoretenedor","co_sol_tax_rteiva_2_85gt",,,
,,,,,"co_sol_tax_rteiva_0_75gt",,,
,,,,,"co_sol_tax_rteiva_2_4gt",,,
,,,,,"co_sol_tax_rteiva_2_85lt",,,
,,,,,"co_sol_tax_rteiva_0_75lt",,,
,,,,,"co_sol_tax_rteiva_2_4lt",,,
"fis_pos_co_sol_sde","Simplified Declarer","02",0,"Simplificado Declarante","co_sol_tax_rteiva_2_85gt",,,
,,,,,"co_sol_tax_rteiva_0_75gt",,,
,,,,,"co_sol_tax_rteiva_2_4gt",,,
,,,,,"co_sol_tax_rteiva_2_85lt",,,
,,,,,"co_sol_tax_rteiva_0_75lt",,,
,,,,,"co_sol_tax_rteiva_2_4lt",,,
"fis_pos_co_sol_cau","Common Self-Retaining","02",1,"Común Autoretenedor","co_sol_tax_rteiva_2_85lt",,,
,,,,,"co_sol_tax_rteiva_0_75lt",,,
,,,,,"co_sol_tax_rteiva_2_4lt",,,
,,,,,"co_sol_tax_rtefte_0_1lt",,,
,,,,,"co_sol_tax_rtefte_0_5lt",,,
,,,,,"co_sol_tax_rtefte_1lt",,,
,,,,,"co_sol_tax_rtefte_2lt",,,
,,,,,"co_sol_tax_rtefte_2_5lt",,,
,,,,,"co_sol_tax_rtefte_3_5lt",,,
,,,,,"co_sol_tax_rtefte_4lt",,,
,,,,,"co_sol_tax_rtefte_6lt",,,
,,,,,"co_sol_tax_rtefte_7lt",,,
,,,,,"co_sol_tax_rtefte_10lt",,,
,,,,,"co_sol_tax_rtefte_11lt",,,
,,,,,"co_sol_tax_rteica_0_414lt",,,
,,,,,"co_sol_tax_rteica_0_69lt",,,
,,,,,"co_sol_tax_rteica_0_966lt",,,
,,,,,"co_sol_tax_rteica_1_104lt",,,
,,,,,"co_sol_tax_rteica_1_38lt",,,
"fis_pos_co_sol_cnd","Common Non-Declarer","04",0,"Común No Declarante","co_sol_tax_rteiva_2_85gt",,,
,,,,,"co_sol_tax_rteiva_0_75gt",,,
,,,,,"co_sol_tax_rteiva_2_4gt",,,
,,,,,"co_sol_tax_rtefte_0_1gt",,,
,,,,,"co_sol_tax_rtefte_0_5gt",,,
,,,,,"co_sol_tax_rtefte_1gt",,,
,,,,,"co_sol_tax_rtefte_2gt",,,
,,,,,"co_sol_tax_rtefte_2_5gt",,,
,,,,,"co_sol_tax_rtefte_3_5gt",,,
,,,,,"co_sol_tax_rtefte_4gt","co_sol_tax_rtefte_3_5gt",,
,,,,,"co_sol_tax_rtefte_6gt",,,
