"id","name","ei_code","ei_big_contribuitor","name@es","tax_ids/tax_src_id","tax_ids/tax_dest_id","account_ids/account_src_id","account_ids/account_dest_id"
,,,,,"co_sol_tax_rtefte_7gt",,,
,,,,,"co_sol_tax_rtefte_10gt",,,
,,,,,"co_sol_tax_rtefte_11gt","co_sol_tax_rtefte_10gt",,
,,,,,"co_sol_tax_rteica_0_414gt",,,
,,,,,"co_sol_tax_rteica_0_69gt",,,
,,,,,"co_sol_tax_rteica_0_966gt",,,
,,,,,"co_sol_tax_rteica_1_104gt",,,
,,,,,"co_sol_tax_rteica_1_38gt",,,
"fis_pos_co_sol_adm","Administration (Internal)","03",0,"Administración (Interno)","co_sol_tax_iva_19gt",,,
,,,,,"co_sol_tax_iva_5gt",,,
,,,,,"co_sol_tax_iva_16gt",,,
,,,,,"co_sol_tax_rteiva_2_85gt",,,
,,,,,"co_sol_tax_rteiva_0_75gt",,,
,,,,,"co_sol_tax_rteiva_2_4gt",,,
,,,,,"co_sol_tax_rtefte_0_1gt",,,
,,,,,"co_sol_tax_rtefte_0_5gt",,,
,,,,,"co_sol_tax_rtefte_1gt",,,
,,,,,"co_sol_tax_rtefte_2gt",,,
,,,,,"co_sol_tax_rtefte_2_5gt",,,
,,,,,"co_sol_tax_rtefte_3_5gt",,,
,,,,,"co_sol_tax_rtefte_4gt",,,
,,,,,"co_sol_tax_rtefte_6gt",,,
,,,,,"co_sol_tax_rtefte_7gt",,,
,,,,,"co_sol_tax_rtefte_10gt",,,
,,,,,"co_sol_tax_rtefte_11gt",,,
,,,,,"co_sol_tax_rteica_0_414gt",,,
,,,,,"co_sol_tax_rteica_0_69gt",,,
,,,,,"co_sol_tax_rteica_0_966gt",,,
,,,,,"co_sol_tax_rteica_1_104gt",,,
,,,,,"co_sol_tax_rteica_1_38gt",,,
,,,,,"co_sol_tax_iva_19lt",,,
,,,,,"co_sol_tax_iva_5lt",,,
,,,,,"co_sol_tax_iva_16lt",,,
,,,,,"co_sol_tax_rteiva_2_85lt",,,
,,,,,"co_sol_tax_rteiva_0_75lt",,,
,,,,,"co_sol_tax_rteiva_2_4lt",,,
,,,,,"co_sol_tax_rtefte_0_1lt",,,
,,,,,"co_sol_tax_rtefte_0_5lt",,,
,,,,,"co_sol_tax_rtefte_1lt",,,
,,,,,"co_sol_tax_rtefte_2lt",,,
,,,,,"co_sol_tax_rtefte_2_5lt",,,
,,,,,"co_sol_tax_rtefte_3_5lt",,,
,,,,,"co_sol_tax_rtefte_4lt",,,
,,,,,"co_sol_tax_rtefte_6lt",,,
,,,,,"co_sol_tax_rtefte_7lt",,,
,,,,,"co_sol_tax_rtefte_10lt",,,
,,,,,"co_sol_tax_rtefte_11lt",,,
,,,,,"co_sol_tax_rteica_0_414lt",,,
,,,,,"co_sol_tax_rteica_0_69lt",,,
,,,,,"co_sol_tax_rteica_0_966lt",,,
,,,,,"co_sol_tax_rteica_1_104lt",,,
,,,,,"co_sol_tax_rteica_1_38lt",,,
"fis_pos_co_sol_vta","Sales (Internal)","03",0,"Ventas (Interno)","co_sol_tax_iva_19gt",,"co_puc_510501","co_puc_540501"
,,,,,"co_sol_tax_iva_5gt",,"co_puc_510502","co_puc_540502"
,,,,,"co_sol_tax_iva_16gt",,"co_puc_510503","co_puc_540503"
,,,,,"co_sol_tax_rteiva_2_85gt",,"co_puc_510504","co_puc_540504"
,,,,,"co_sol_tax_rteiva_0_75gt",,"co_puc_510505","co_puc_540505"
,,,,,"co_sol_tax_rteiva_2_4gt",,"co_puc_510506","co_puc_540506"
,,,,,"co_sol_tax_rtefte_0_1gt",,"co_puc_510507","co_puc_540507"
,,,,,"co_sol_tax_rtefte_0_5gt",,"co_puc_510508","co_puc_540508"
,,,,,"co_sol_tax_rtefte_1gt",,"co_puc_510509","co_puc_540509"
,,,,,"co_sol_tax_rtefte_2gt",,"co_puc_510510","co_puc_540510"
,,,,,"co_sol_tax_rtefte_2_5gt",,"co_puc_510511","co_puc_540511"
,,,,,"co_sol_tax_rtefte_3_5gt",,"co_puc_510512","co_puc_540512"
,,,,,"co_sol_tax_rtefte_4gt",,"co_puc_510513","co_puc_540513"
,,,,,"co_sol_tax_rtefte_6gt",,"co_puc_510514","co_puc_540514"
,,,,,"co_sol_tax_rtefte_7gt",,"co_puc_510515","co_puc_540515"
,,,,,"co_sol_tax_rtefte_10gt",,"co_puc_510516","co_puc_540516"
,,,,,"co_sol_tax_rtefte_11gt",,"co_puc_510517","co_puc_540517"
,,,,,"co_sol_tax_rteica_0_414gt",,"co_puc_510518","co_puc_540518"
,,,,,"co_sol_tax_rteica_0_69gt",,"co_puc_510519","co_puc_540519"
,,,,,"co_sol_tax_rteica_0_966gt",,"co_puc_510520","co_puc_540520"
,,,,,"co_sol_tax_rteica_1_104gt",,"co_puc_510521","co_puc_540521"
,,,,,"co_sol_tax_rteica_1_38gt",,"co_puc_510522","co_puc_540522"
,,,,,"co_sol_tax_iva_19lt",,"co_puc_510523","co_puc_540523"
,,,,,"co_sol_tax_iva_5lt",,"co_puc_510524","co_puc_540524"
,,,,,"co_sol_tax_iva_16lt",,"co_puc_510525","co_puc_540525"
,,,,,"co_sol_tax_rteiva_2_85lt",,"co_puc_510526","co_puc_540526"
,,,,,"co_sol_tax_rteiva_0_75lt",,"co_puc_510527","co_puc_540527"
,,,,,"co_sol_tax_rteiva_2_4lt",,"co_puc_510528","co_puc_540528"
,,,,,"co_sol_tax_rtefte_0_1lt",,"co_puc_510529","co_puc_540529"
,,,,,"co_sol_tax_rtefte_0_5lt",,"co_puc_510530","co_puc_540530"
,,,,,"co_sol_tax_rtefte_1lt",,"co_puc_510531","co_puc_540531"
,,,,,"co_sol_tax_rtefte_2lt",,"co_puc_510532","co_puc_540532"
,,,,,"co_sol_tax_rtefte_2_5lt",,"co_puc_510533","co_puc_540533"
,,,,,"co_sol_tax_rtefte_3_5lt",,"co_puc_510534","co_puc_540534"
,,,,,"co_sol_tax_rtefte_4lt",,"co_puc_510595","co_puc_540595"
,,,,,"co_sol_tax_rtefte_6lt",,,
,,,,,"co_sol_tax_rtefte_7lt",,,
,,,,,"co_sol_tax_rtefte_10lt",,,
,,,,,"co_sol_tax_rtefte_11lt",,,
,,,,,"co_sol_tax_rteica_0_414lt",,,
,,,,,"co_sol_tax_rteica_0_69lt",,,
,,,,,"co_sol_tax_rteica_0_966lt",,,
,,,,,"co_sol_tax_rteica_1_104lt",,,
,,,,,"co_sol_tax_rteica_1_38lt",,,
"fis_pos_co_sol_prd","Production (Internal)","03",0,"Producción (Interno)","co_sol_tax_iva_19gt",,"co_puc_510501","co_puc_710505"
,,,,,"co_sol_tax_iva_5gt",,"co_puc_510502","co_puc_710505"
,,,,,"co_sol_tax_iva_16gt",,"co_puc_510503","co_puc_710505"
,,,,,"co_sol_tax_rteiva_2_85gt",,"co_puc_510504","co_puc_710505"
,,,,,"co_sol_tax_rteiva_0_75gt",,"co_puc_510505","co_puc_710505"
,,,,,"co_sol_tax_rteiva_2_4gt",,"co_puc_510506","co_puc_710505"
,,,,,"co_sol_tax_rtefte_0_1gt",,"co_puc_510507","co_puc_710505"
,,,,,"co_sol_tax_rtefte_0_5gt",,"co_puc_510508","co_puc_710505"
,,,,,"co_sol_tax_rtefte_1gt",,"co_puc_510509","co_puc_710505"
,,,,,"co_sol_tax_rtefte_2gt",,"co_puc_510510","co_puc_710505"
,,,,,"co_sol_tax_rtefte_2_5gt",,"co_puc_510511","co_puc_710505"
,,,,,"co_sol_tax_rtefte_3_5gt",,"co_puc_510512","co_puc_710505"
,,,,,"co_sol_tax_rtefte_4gt",,"co_puc_510513","co_puc_710505"
,,,,,"co_sol_tax_rtefte_6gt",,"co_puc_510514","co_puc_710505"
,,,,,"co_sol_tax_rtefte_7gt",,"co_puc_510515","co_puc_710505"
,,,,,"co_sol_tax_rtefte_10gt",,"co_puc_510516","co_puc_710505"
,,,,,"co_sol_tax_rtefte_11gt",,"co_puc_510517","co_puc_710505"
,,,,,"co_sol_tax_rteica_0_414gt",,"co_puc_510518","co_puc_710505"
,,,,,"co_sol_tax_rteica_0_69gt",,"co_puc_510519","co_puc_710505"
,,,,,"co_sol_tax_rteica_0_966gt",,"co_puc_510520","co_puc_710505"
,,,,,"co_sol_tax_rteica_1_104gt",,"co_puc_510521","co_puc_710505"
,,,,,"co_sol_tax_rteica_1_38gt",,"co_puc_510522","co_puc_710505"
,,,,,"co_sol_tax_iva_19lt",,"co_puc_510523","co_puc_710505"
,,,,,"co_sol_tax_iva_5lt",,"co_puc_510524","co_puc_710505"
,,,,,"co_sol_tax_iva_16lt",,"co_puc_510525","co_puc_710505"
,,,,,"co_sol_tax_rteiva_2_85lt",,"co_puc_510526","co_puc_710505"
,,,,,"co_sol_tax_rteiva_0_75lt",,"co_puc_510527","co_puc_710505"
,,,,,"co_sol_tax_rteiva_2_4lt",,"co_puc_510528","co_puc_710505"
,,,,,"co_sol_tax_rtefte_0_1lt",,"co_puc_510529","co_puc_710505"
,,,,,"co_sol_tax_rtefte_0_5lt",,"co_puc_510530","co_puc_710505"
,,,,,"co_sol_tax_rtefte_1lt",,"co_puc_510531","co_puc_710505"
,,,,,"co_sol_tax_rtefte_2lt",,"co_puc_510532","co_puc_710505"
,,,,,"co_sol_tax_rtefte_2_5lt",,"co_puc_510533","co_puc_710505"
,,,,,"co_sol_tax_rtefte_3_5lt",,"co_puc_510534","co_puc_710505"
,,,,,"co_sol_tax_rtefte_4lt",,"co_puc_510595","co_puc_710505"
,,,,,"co_sol_tax_rtefte_6lt",,,
,,,,,"co_sol_tax_rtefte_7lt",,,
,,,,,"co_sol_tax_rtefte_10lt",,,
,,,,,"co_sol_tax_rtefte_11lt",,,
,,,,,"co_sol_tax_rteica_0_414lt",,,
,,,,,"co_sol_tax_rteica_0_69lt",,,
,,,,,"co_sol_tax_rteica_0_966lt",,,
,,,,,"co_sol_tax_rteica_1_104lt",,,
,,,,,"co_sol_tax_rteica_1_38lt",,,
