id,code,name,group_id:id,reconcile,account_type,chart_template_id:id,tag_ids:id
niif_fin_280510,280510,Cámara De Comercio,group_fin_2_6_nof_cor,0,liability_current,chart_template_niif_financiero,aat_1009_2206_N
niif_fin_280515,280515,Asociación Bancaria Y De Entidades Financieras De Colombia,group_fin_2_6_nof_cor,0,liability_current,chart_template_niif_financiero,aat_1009_2206_N
niif_fin_280520,280520,Fasecolda,group_fin_2_6_nof_cor,0,liability_current,chart_template_niif_financiero,aat_1009_2206_N
niif_fin_280525,280525,Asociación Nacional De Instituciones Financieras   Anif,group_fin_2_6_nof_cor,0,liability_current,chart_template_niif_financiero,aat_1009_2206_N
niif_fin_280530,280530,Fondo De Garantías Instituciones Financieras,group_fin_2_6_nof_cor,0,liability_current,chart_template_niif_financiero,aat_1009_2206_N
niif_fin_280535,280535,Servibanca,group_fin_2_6_nof_cor,0,liability_current,chart_template_niif_financiero,aat_1009_2206_N
niif_fin_280540,280540,Fenalprose,group_fin_2_6_nof_cor,0,liability_current,chart_template_niif_financiero,aat_1009_2206_N
niif_fin_280545,280545,Ascredibanco,group_fin_2_6_nof_cor,0,liability_current,chart_template_niif_financiero,aat_1009_2206_N
niif_fin_280550,280550,Red Multicolor,group_fin_2_6_nof_cor,0,liability_current,chart_template_niif_financiero,aat_1009_2206_N
niif_fin_280555,280555,Redeban,group_fin_2_6_nof_cor,0,liability_current,chart_template_niif_financiero,aat_1009_2206_N
niif_fin_280560,280560,Confederación De Cooperativas De Colombia,group_fin_2_6_nof_cor,0,liability_current,chart_template_niif_financiero,aat_1009_2206_N
niif_fin_280565,280565,Confederación Latinoamericana De Cooperativas De Ahorro  Y Crédito,group_fin_2_6_nof_cor,0,liability_current,chart_template_niif_financiero,aat_1009_2206_N
niif_fin_280570,280570,Contraloría General De La República,group_fin_2_6_nof_cor,0,liability_current,chart_template_niif_financiero,aat_1009_2206_N
niif_fin_280575,280575,Federación Nacional De Agentes De Aduana,group_fin_2_6_nof_cor,0,liability_current,chart_template_niif_financiero,aat_1009_2206_N
niif_fin_280580,280580,Acoas,group_fin_2_6_nof_cor,0,liability_current,chart_template_niif_financiero,aat_1009_2206_N
niif_fin_280585,280585,Federación Colombiana De Compañías De Leasing - Fedeleasing,group_fin_2_6_nof_cor,0,liability_current,chart_template_niif_financiero,aat_1009_2206_N
niif_fin_280590,280590,Organización De Cooperativas De América,group_fin_2_6_nof_cor,0,liability_current,chart_template_niif_financiero,aat_1009_2206_N
niif_fin_280591,280591,Asofiduciarias,group_fin_2_6_nof_cor,0,liability_current,chart_template_niif_financiero,aat_1009_2206_N
niif_fin_280592,280592,Asobolsa,group_fin_2_6_nof_cor,0,liability_current,chart_template_niif_financiero,aat_1009_2206_N
niif_fin_280595,280595,Otras Contribuciones Y Afiliaciones,group_fin_2_6_nof_cor,0,liability_current,chart_template_niif_financiero,aat_1009_2206_N
niif_fin_2807,2807,Pasivos Por Costos De Reestructuración,,0,off_balance,chart_template_niif_financiero,
niif_fin_280705,280705,Pasivos Por Costos De Reestructuración,group_fin_2_6_nof_cor,0,liability_current,chart_template_niif_financiero,aat_1009_2206_N
niif_fin_280795,280795,Otros Pasivos Por Costos De Reestructuración,group_fin_2_6_nof_cor,0,liability_current,chart_template_niif_financiero,aat_1009_2206_N
niif_fin_2808,2808,Contratos Onerosos,,0,off_balance,chart_template_niif_financiero,
niif_fin_280805,280805,Contratos Onerosos,group_fin_2_6_nof_cor,0,liability_current,chart_template_niif_financiero,aat_1009_2206_N
niif_fin_280895,280895,Otros Contratos Onerosos,group_fin_2_6_nof_cor,0,liability_current,chart_template_niif_financiero,aat_1009_2206_N
niif_fin_2809,2809,Obligaciones Implicitas,,0,off_balance,chart_template_niif_financiero,
niif_fin_280905,280905,Obligaciones Implícitas,group_fin_2_6_nof_cor,0,liability_current,chart_template_niif_financiero,aat_1009_2206_N
niif_fin_280995,280995,Otras Obligaciones Implícitas,group_fin_2_6_nof_cor,0,liability_current,chart_template_niif_financiero,aat_1009_2206_N
niif_fin_2810,2810,Obligaciones Legales,,0,off_balance,chart_template_niif_financiero,
niif_fin_281005,281005,Obligaciones Legales,group_fin_2_6_nof_cor,0,liability_current,chart_template_niif_financiero,aat_1009_2206_N
niif_fin_281095,281095,Otras Obligaciones Legales,group_fin_2_6_nof_cor,0,liability_current,chart_template_niif_financiero,aat_1009_2206_N
niif_fin_2811,2811,Obras De Urbanismo ,,0,off_balance,chart_template_niif_financiero,
niif_fin_281105,281105,Obras De Urbanismo ,group_fin_2_6_nof_cor,0,liability_current,chart_template_niif_financiero,aat_1009_2206_N
niif_fin_281195,281195,Otras Obras De Urbanismo ,group_fin_2_6_nof_cor,0,liability_current,chart_template_niif_financiero,aat_1009_2206_N
niif_fin_2812,2812,Mantenimiento Y Reparaciones ,,0,off_balance,chart_template_niif_financiero,
niif_fin_281205,281205,Mantenimiento Y Reparaciones ,group_fin_2_6_nof_cor,0,liability_current,chart_template_niif_financiero,aat_1009_2206_N
niif_fin_281295,281295,Otro Mantenimiento Y Reparaciones ,group_fin_2_6_nof_cor,0,liability_current,chart_template_niif_financiero,aat_1009_2206_N
niif_fin_2813,2813,Multas Y Sanciones Superintendencia Financiera De Colombia,,0,off_balance,chart_template_niif_financiero,
niif_fin_281305,281305,Excesos (Defectos) De Colocaciones De Cartera ,group_fin_2_6_nof_cor,0,liability_current,chart_template_niif_financiero,aat_1009_2206_N
niif_fin_281310,281310,Exceso En Adquisición Inversiones O Activos Fijos,group_fin_2_6_nof_cor,0,liability_current,chart_template_niif_financiero,aat_1009_2206_N
niif_fin_281315,281315,Defectos En Inversiones,group_fin_2_6_nof_cor,0,liability_current,chart_template_niif_financiero,aat_1009_2206_N
niif_fin_281320,281320,Defecto En Inversiones De Las Reservas Y Obligatorias ,group_fin_2_6_nof_cor,0,liability_current,chart_template_niif_financiero,aat_1009_2206_N
niif_fin_281325,281325,Defectos De Encaje,group_fin_2_6_nof_cor,0,liability_current,chart_template_niif_financiero,aat_1009_2206_N
niif_fin_281330,281330,Margen De Solvencia,group_fin_2_6_nof_cor,0,liability_current,chart_template_niif_financiero,aat_1009_2206_N
niif_fin_281335,281335,Posición Propia,group_fin_2_6_nof_cor,0,liability_current,chart_template_niif_financiero,aat_1009_2206_N
niif_fin_281340,281340,Otras,group_fin_2_6_nof_cor,0,liability_current,chart_template_niif_financiero,aat_1009_2206_N
niif_fin_281395,281395,Otras Multas Y Sanciones Superintendencia Financiera De Colombia,group_fin_2_6_nof_cor,0,liability_current,chart_template_niif_financiero,aat_1009_2206_N
niif_fin_2814,2814,"Multas Y Sanciones, Litigios, Indemnizaciones Y Demandas",,0,off_balance,chart_template_niif_financiero,
niif_fin_281405,281405,Multas Y Sanciones Otras Autoridades Administrativas,group_fin_2_6_nof_cor,0,liability_current,chart_template_niif_financiero,aat_1009_2206_N
niif_fin_281410,281410,Indemnizaciones A Clientes,group_fin_2_6_nof_cor,0,liability_current,chart_template_niif_financiero,aat_1009_2206_N
niif_fin_281415,281415,Otras Indemnizaciones,group_fin_2_6_nof_cor,0,liability_current,chart_template_niif_financiero,aat_1009_2206_N
niif_fin_281420,281420,Demandas Laborales,group_fin_2_6_nof_cor,0,liability_current,chart_template_niif_financiero,aat_1009_2206_N
niif_fin_281425,281425,Demandas Por Incumplimiento De Contratos,group_fin_2_6_nof_cor,0,liability_current,chart_template_niif_financiero,aat_1009_2206_N
niif_fin_281430,281430,Litigios En Proceso Ejecutivo,group_fin_2_6_nof_cor,0,liability_current,chart_template_niif_financiero,aat_1009_2206_N
niif_fin_281435,281435,Otros Litigios En Proceso Administrativo Judicial O Arbitral,group_fin_2_6_nof_cor,0,liability_current,chart_template_niif_financiero,aat_1009_2206_N
niif_fin_281495,281495,Otras Otras Multas Y Sanciones Superintendencia Financiera De Colombia,group_fin_2_6_nof_cor,0,liability_current,chart_template_niif_financiero,aat_1009_2206_N
niif_fin_2815,2815,Riesgos De Liquidez Y De Tasa De Interés,,0,off_balance,chart_template_niif_financiero,
niif_fin_281505,281505,Riesgo De Liquidez,group_fin_2_6_nof_cor,0,liability_current,chart_template_niif_financiero,aat_1009_2206_N
niif_fin_281510,281510,Riesgo De Tasa De Interés,group_fin_2_6_nof_cor,0,liability_current,chart_template_niif_financiero,aat_1009_2206_N
niif_fin_281595,281595,Otros Riesgos De Liquidez Y De Tasa De Interés,group_fin_2_6_nof_cor,0,liability_current,chart_template_niif_financiero,aat_1009_2206_N
niif_fin_2816,2816,Para Obligaciones De Garantías ,,0,off_balance,chart_template_niif_financiero,
niif_fin_281605,281605,Para Obligaciones De Garantías ,group_fin_2_6_nof_cor,0,liability_current,chart_template_niif_financiero,aat_1009_2206_N
niif_fin_281695,281695,Otros Para Obligaciones De Garantías ,group_fin_2_6_nof_cor,0,liability_current,chart_template_niif_financiero,aat_1009_2206_N
