"id","name","ei_code","ei_big_contribuitor","name@es","tax_ids/tax_src_id","tax_ids/tax_dest_id","account_ids/account_src_id","account_ids/account_dest_id"
"fis_pos_co_fin_cmu","Common","02",0,"Común","co_fin_tax_rteiva_2_85gt",,,
,,,,,"co_fin_tax_rteiva_0_75gt",,,
,,,,,"co_fin_tax_rteiva_2_4gt",,,
,,,,,"co_fin_tax_rteiva_2_85lt",,,
,,,,,"co_fin_tax_rteiva_0_75lt",,,
,,,,,"co_fin_tax_rteiva_2_4lt",,,
"fis_pos_co_fin_sim","Simplified","00",0,"Simplificado","co_fin_tax_rteiva_2_85gt",,,
,,,,,"co_fin_tax_rteiva_0_75gt",,,
,,,,,"co_fin_tax_rteiva_2_4gt",,,
,,,,,"co_fin_tax_rtefte_0_1gt",,,
,,,,,"co_fin_tax_rtefte_0_5gt",,,
,,,,,"co_fin_tax_rtefte_1gt",,,
,,,,,"co_fin_tax_rtefte_2gt",,,
,,,,,"co_fin_tax_rtefte_2_5gt",,,
,,,,,"co_fin_tax_rtefte_3_5gt",,,
,,,,,"co_fin_tax_rtefte_4gt","co_fin_tax_rtefte_3_5gt",,
,,,,,"co_fin_tax_rtefte_6gt",,,
,,,,,"co_fin_tax_rtefte_7gt",,,
,,,,,"co_fin_tax_rtefte_10gt",,,
,,,,,"co_fin_tax_rtefte_11gt","co_fin_tax_rtefte_10gt",,
,,,,,"co_fin_tax_rteica_0_414gt",,,
,,,,,"co_fin_tax_rteica_0_69gt",,,
,,,,,"co_fin_tax_rteica_0_966gt",,,
,,,,,"co_fin_tax_rteica_1_104gt",,,
,,,,,"co_fin_tax_rteica_1_38gt",,,
"fis_pos_co_fin_gco","Great Contribuitor","02",1,"Gran Contribuyente","co_fin_tax_rteiva_2_85lt",,,
,,,,,"co_fin_tax_rteiva_0_75lt",,,
,,,,,"co_fin_tax_rteiva_2_4lt",,,
,,,,,"co_fin_tax_rtefte_0_1lt",,,
,,,,,"co_fin_tax_rtefte_0_5lt",,,
,,,,,"co_fin_tax_rtefte_1lt",,,
,,,,,"co_fin_tax_rtefte_2lt",,,
,,,,,"co_fin_tax_rtefte_2_5lt",,,
,,,,,"co_fin_tax_rtefte_3_5lt",,,
,,,,,"co_fin_tax_rtefte_4lt",,,
,,,,,"co_fin_tax_rtefte_6lt",,,
,,,,,"co_fin_tax_rtefte_7lt",,,
,,,,,"co_fin_tax_rtefte_10lt",,,
,,,,,"co_fin_tax_rtefte_11lt",,,
,,,,,"co_fin_tax_rteica_0_414lt",,,
,,,,,"co_fin_tax_rteica_0_69lt",,,
,,,,,"co_fin_tax_rteica_0_966lt",,,
,,,,,"co_fin_tax_rteica_1_104lt",,,
,,,,,"co_fin_tax_rteica_1_38lt",,,
"fis_pos_co_fin_int","International","02",0,"Internacional","co_fin_tax_iva_19gt",,,
,,,,,"co_fin_tax_iva_5gt",,,
,,,,,"co_fin_tax_iva_16gt",,,
,,,,,"co_fin_tax_rteiva_2_85gt",,,
,,,,,"co_fin_tax_rteiva_0_75gt",,,
,,,,,"co_fin_tax_rteiva_2_4gt",,,
,,,,,"co_fin_tax_rtefte_0_1gt",,,
,,,,,"co_fin_tax_rtefte_0_5gt",,,
,,,,,"co_fin_tax_rtefte_1gt",,,
,,,,,"co_fin_tax_rtefte_2gt",,,
,,,,,"co_fin_tax_rtefte_2_5gt",,,
,,,,,"co_fin_tax_rtefte_3_5gt",,,
,,,,,"co_fin_tax_rtefte_4gt",,,
,,,,,"co_fin_tax_rtefte_6gt",,,
,,,,,"co_fin_tax_rtefte_7gt",,,
,,,,,"co_fin_tax_rtefte_10gt",,,
,,,,,"co_fin_tax_rtefte_11gt",,,
,,,,,"co_fin_tax_rteica_0_414gt",,,
,,,,,"co_fin_tax_rteica_0_69gt",,,
,,,,,"co_fin_tax_rteica_0_966gt",,,
,,,,,"co_fin_tax_rteica_1_104gt",,,
,,,,,"co_fin_tax_rteica_1_38gt",,,
,,,,,"co_fin_tax_iva_19lt",,,
,,,,,"co_fin_tax_iva_5lt",,,
,,,,,"co_fin_tax_iva_16lt",,,
,,,,,"co_fin_tax_rteiva_2_85lt",,,
,,,,,"co_fin_tax_rteiva_0_75lt",,,
,,,,,"co_fin_tax_rteiva_2_4lt",,,
,,,,,"co_fin_tax_rtefte_0_1lt",,,
,,,,,"co_fin_tax_rtefte_0_5lt",,,
,,,,,"co_fin_tax_rtefte_1lt",,,
,,,,,"co_fin_tax_rtefte_2lt",,,
,,,,,"co_fin_tax_rtefte_2_5lt",,,
,,,,,"co_fin_tax_rtefte_3_5lt",,,
,,,,,"co_fin_tax_rtefte_4lt",,,
,,,,,"co_fin_tax_rtefte_6lt",,,
,,,,,"co_fin_tax_rtefte_7lt",,,
,,,,,"co_fin_tax_rtefte_10lt",,,
,,,,,"co_fin_tax_rtefte_11lt",,,
,,,,,"co_fin_tax_rteica_0_414lt",,,
,,,,,"co_fin_tax_rteica_0_69lt",,,
,,,,,"co_fin_tax_rteica_0_966lt",,,
,,,,,"co_fin_tax_rteica_1_104lt",,,
,,,,,"co_fin_tax_rteica_1_38lt",,,
"fis_pos_co_fin_gna","Non-Self-Withholding Large Taxpayer","02",0,"Gran Contribuyente No Autoretenedor","co_fin_tax_rteiva_2_85gt",,,
,,,,,"co_fin_tax_rteiva_0_75gt",,,
,,,,,"co_fin_tax_rteiva_2_4gt",,,
,,,,,"co_fin_tax_rteiva_2_85lt",,,
,,,,,"co_fin_tax_rteiva_0_75lt",,,
,,,,,"co_fin_tax_rteiva_2_4lt",,,
"fis_pos_co_fin_sde","Simplified Declarer","02",0,"Simplificado Declarante","co_fin_tax_rteiva_2_85gt",,,
,,,,,"co_fin_tax_rteiva_0_75gt",,,
,,,,,"co_fin_tax_rteiva_2_4gt",,,
,,,,,"co_fin_tax_rteiva_2_85lt",,,
,,,,,"co_fin_tax_rteiva_0_75lt",,,
,,,,,"co_fin_tax_rteiva_2_4lt",,,
"fis_pos_co_fin_cau","Common Self-Retaining","02",1,"Común Autoretenedor","co_fin_tax_rteiva_2_85lt",,,
,,,,,"co_fin_tax_rteiva_0_75lt",,,
,,,,,"co_fin_tax_rteiva_2_4lt",,,
,,,,,"co_fin_tax_rtefte_0_1lt",,,
,,,,,"co_fin_tax_rtefte_0_5lt",,,
,,,,,"co_fin_tax_rtefte_1lt",,,
