id,city_id:l10n_co_edi_code,code,type,name
zip_co_05_4818,5652,54818,rural,054818 - Alta Vista- Altavista-  Balsora-  Campo Alegre-  El Arrebol-  El Brillante-  El Jardin de Aquitania-  El Portón-  El Venado Chumurro-  La Arauca-  La Arauca-  La Cristalina-  La Danta-  La Fe-  La Flor-eL Tesoro-  La Floresta-  La Florida-  La Hermosa-  L
zip_co_05_1070,5656,51070,urban,051070 - Sin Informacion de Veredas
zip_co_05_1077,5656,51077,rural,051077 - Agua Mala- Alto Colorado-  Buenos Aires Parte Alta-  Buenos Aires Parte Baja-  El Calvario-  El Cedral-  El Golfo-  El Guaico-  El Guasimo-  El Mestizo-  El Retiro-  El Rincón-  El Ruano-  Espiritu Santo-  Juntas-  La Cienaga-  La Clara Arriba-  La Empali
zip_co_05_1410,5658,51410,urban,051410 - Sin Informacion de Veredas
zip_co_05_1417,5658,51417,rural,051417 - Cambure- Cruces-  El Quince-  La María-  Llanadas-  San Antonio del Río-  San Bernardo-  San Julián-  Santa Barbara-  Santa Ines
zip_co_05_7810,5659,57810,urban,057810 - Sin Informacion de Veredas
zip_co_05_7817,5659,57817,rural,057817 - Alto Bonito- Bajo Grande-  Balsilla-  Belen-  Bocas de Río San Juan-  Calle Larga-  Caña Brava-  Chapales de Uveros-  El Castillo-  El Cedrito-  El Coco-  El Coco-  El Descanso-  El Socorro-  Entra Si Puedes-  Filo de Damaquiel-  Filo de San Jose-  Filo d
zip_co_05_4430,5660,54430,urban,054430 - Sin Informacion de Veredas
zip_co_05_4437,5660,54437,rural,054437 - El Palacio- La Cumbre-  La Independencia-  La Josefina-  Monteloro
zip_co_05_4438,5660,54438,rural,054438 - Boqueron- Cabecera Municipal-  Comejenes-  Cuba-  El Cruce-  El Jordán-  El Olivo-  El Pescado-  El Popal-  El Silencio-  El Socorro-  El Tagual-  El Tricua-  La Aurora-  La Garrucha-  La Habana-  La India-  La Lora-  La Palmera-  La Tebaida-  Manizales-
zip_co_05_1010,5664,51010,urban,051010 - Sin Informacion de Veredas
zip_co_05_1017,5664,51017,rural,051017 - Alto de medina- Cabecera Municipal-  Cereales-  Cerezales-  Cuartas-  El Espinal-  El Rano-  El Tambo-  El Tambo-  La Apretel-  La Cuchilla-  La Palma-  La Pulgarina-  Las Ánimas-  Río Chico-  San Francisco-  Santa Barbara-  Zarzal La Luz
zip_co_05_7830,5665,57830,urban,057830 - Sin Informacion de Veredas
zip_co_05_7837,5665,57837,rural,057837 - Arenas Monas- Betania-  Cantagallo-  La Ceiba-  La Gloria-  La Rosita-  Los Burros-  Palma de Vino-  Parcelas de Macondo-  San Antonio-  San Diego-  Zapindonga Arriba
zip_co_05_7838,5665,57838,rural,057838 - Almagritas- Almagros-  Barbasco-  Botella de Oro-  Cabecera Municipal-  El Brasil-  El Caiman-  El Caño-  El Porvenir-  El Pozon-  El Pueblito-  El Tomate-  El Zumbido-  Filo-  Guartinajo-  La Arenosa-  La Florida-  La Nevada-  Las Pavas-  Macondo-  Molin
zip_co_05_7839,5665,57839,rural,057839 - Alto de Rosario- Alto San Juan-  Angostura-  El Aji-  La Cabaña-  La Rula-  Mayupa-  Piru-  San Juancito-  San Juancito Bajo-  Santa Rosa-  Tacanal-  Tres Esquinas
zip_co_05_3830,5667,53830,urban,053830 - Sin Informacion de Veredas
zip_co_05_3837,5667,53837,rural,053837 - Balsas- Cabecera Municipal-  Cuervos-  Dantas-  Danticas-  El Arenal-  El Bizcocho-  El Brasil-  El Charco-  El Guadual-  El Totumito-  Falditas-  Farallones-  Fronteritas-  Guadualito-  La Cumbre-  La Estrella-  La Honda-  La Pradera-  Los Centros-  Maca
zip_co_05_3838,5667,53838,rural,053838 - Agua Bonita- El Chico-  El Diamante-  El Golgota-  La Florida-  La Iraca-  Las Divisas-  Las Flores-  Santa Cruz
zip_co_05_3030,5670,53030,urban,053030 - Sin Informacion de Veredas
zip_co_05_3037,5670,53037,rural,053037 - Barcino- Cabecera Municipal-  Cabildo-  Camelias-  Chorro Claro-  Cp Villanueva-  Dantas-Nusito-  El Brasil-  El Diamante-  El Diluvio-  El Ingenio-  El Jardin-  El Piramo-  El Porveniir-  El Rosario-  El Rubí-  El Tachira-  El Vesubio-  Encarnaciones-  F
zip_co_05_4010,5674,54010,urban,054010 - La Floresta- Santa Ana
zip_co_05_4017,5674,54017,rural,054017 - Alto La Compañia- Cabecera Municipal-  Cantor-  El Calvario-  El Guadro-  El Perpetuo Socorro-  El Porvenir-  El Potrero-  La Enea-  La Magdalena-  La Travesia-  San Antonio la Compañia-  San Cristobal-  San Ignacio-  San Nicolas
zip_co_05_4018,5674,54018,rural,054018 - Compañia Abajo- El Canelo-  El Carmelo-  La Cabaña-  La Peña-  Piedra Gorda-  Salto Arriba
zip_co_05_5050,5679,55050,urban,055050 - San Jose
zip_co_05_5057,5679,55057,rural,055057 - Alto de los Gomez- Buena Vista-  Cabecera Municipal-  Corozal-  El Guayabo-  El Helechal-  El Mango-  El Uvital-  El Vergel-  Honda-  La Arcadia-  La Liboriana-  La Loma-  La Quiebra-  Las Mercedes-  Loma Larga-  Los Charcos-  Morro Plancho-  Naranjal Pob
zip_co_05_5058,5679,55058,rural,055058 - Atanasio- Cordoncilial-  Cristo Rey-  Guamal-  Guasimo-  La Esperanza-  La Umbria-  Quiebra de Guamito
zip_co_05_1860,5686,51860,urban,051860 - Sin Informacion de Veredas
zip_co_05_1867,5686,51867,rural,051867 - El Chagualo- El Chamizo-  El Chaquiro-  El Guayabo-  El Sabanazo-  La Francesa-  La Piedra-  La Ruíz-  Llanos de Cuiva-  Llanos de Cuivá-  Santa Isabel-  Vallecitos
zip_co_05_1868,5686,51868,rural,051868 - Aguaditas- Angosturita-  Barrancas-  Cabecera Municipal-  Caruquia-  Chilimaco-  Chilimaco-  Colón-  Dos Quebradas-  El Ahiton-  El Barro-  El Congo-  El Hato-  El Llano-  El Roble-  El Sauce-  El Vergel-  Hoyo Rico-  La Cabaña-  La Cejita-  La Clara-  La
zip_co_05_3040,5690,53040,urban,053040 - Sin Informacion de Veredas
zip_co_05_3047,5690,53047,rural,053047 - Cubiletes- El Chilca-  Montebello-  Playas-  Raudal
zip_co_05_3048,5690,53048,rural,053048 - Cabecera Municipal- El Anime-  El Rayo-  El Rosario-Reyes-  El Tambo-  Faldas del Nus-  Guadulejo-  La Quiebra-  La Trinida-  Los Planes-  Moroca-  Reyes-  San Jose-  Santa Gertudris-Peñas
zip_co_05_4450,5697,54450,urban,054450 - Sin Informacion de Veredas
zip_co_05_4457,5697,54457,rural,054457 - Aldana- Buenavista-  Cabecera Municipal-  El Carmelo-  El Retiro-  El Salto-  El Señor Caído-  La Aurora-  La Chapa-  La Floresta-  La Teneria-  Las Lajas-  Lourdes-  Pantanillo-  Portachuelo-  Potreritos-  Saladito-  Viboral
zip_co_05_2810,5736,52810,urban,052810 - El Aporriado
zip_co_05_2817,5736,52817,rural,052817 - Bagre Medio- Baldios de La Nación-  El Pescado-  El Tesoro-  La Palma-  La Po-  Marmoles-  Monte Frio-  San Miguelito-  Santa Isabel-  Villa Severa
zip_co_05_2818,5736,52818,rural,052818 - Campo Alegre- Chorro Lindo-  Cuturu Abajo-  Cuturu Arriba-  Laureles-  Popales-  Puerto Calavera-  Quebradona-  Remedios_Antioquia
zip_co_05_4820,5756,54820,urban,054820 - Cabecera Municipal- Rio Arriba
zip_co_05_4827,5756,54827,rural,054827 - Alto Bonito- Alto de Samana-  Alto del Pollo-  Butantan-  Guadualito-  La Florida - Tres Ranchos-  La Linda-  La Mesa-  La Paz- San Francisco-  Limones-  Mesones-  Mulato Alto-  Mulato Bajo-  Piedras Blancas-  Quiebra de Roque-  San Antonio-  San Esteban-
zip_co_05_4828,5756,54828,rural,054828 - Alto de Guayaquil- Campamento-  Chaverras-  Cuchilla del Rejo-  El Cedro Plancitos Brasilal-  El Jardin Buenos Aires-  El Porvenir-  El Salado-  El Suspito-  La Capilla-  La Cienaga-  La Honda-  La Montañita-  La Secreta-  La Soleda-  Manzanares Abajo-  M
zip_co_05_4829,5756,54829,rural,054829 - Arenillal- Argentina-  El Rodeo-  Guamal-  La Hondita-  Las Cruces-  Llanadas Arriba-  Los Planes-  Magallo-  Potreros-  San Jose de las Cruces-  Sinagua Abajo-  Sirguita-  Sirguita-  Yarumal
zip_co_05_1440,5761,51440,urban,051440 - Sin Informacion de Veredas
zip_co_05_1447,5761,51447,rural,051447 - Alta Miranda- Cabecera Municipal-  Cordoba-  El Pomar-  La Aguada-  La Miranda-  Llano de Montaña-  Loma del Medio-  Otrabanda-  Potrero-  Santa Barbara-  Santa Rita
zip_co_05_1448,5761,51448,rural,051448 - Sin Informacion de Veredas
zip_co_05_6020,5789,56020,urban,056020 - El Encanto
zip_co_05_6027,5789,56027,rural,056027 - El Hacha- El Rayo-  El Tambor-  La Alacena-  La Mesa-  San Isidro-  San Nicolas-  Santa Teresa
zip_co_05_6028,5789,56028,rural,056028 - Cabecera Municipal- Campo Alegre-  Cedeño Bajo-  Corozal-  La Argentina-  La Faena-  La Florida-  La Liborina-  La Matilde-  La Mirla-  La Pastora-  Nudillales-  Otrabanda-  Pescadero-  Piedra Moler-  Playa Rica-  Río Claro-  San Luis-  San Pedro
zip_co_05_2460,5790,52460,urban,052460 - Sin Informacion de Veredas
zip_co_05_2467,5790,52467,rural,052467 - Agualinda- Area Sin Levantar-  Blanco-  Cabecera Municipal-  Cañoñ de Iglesias-  Chuchui-  El Cerro-  El Guaimaro-  El Porvenir-  La Cabaña-  La Cabaña-  La Caucana-  La CIdra-  La Francia-  La Ilusión-  La Linda-  La Primavera-  Manizales-  Mano Pinta-
zip_co_05_2468,5790,52468,rural,052468 - Anaparo- Curumana-  La Union-  Las Acacias
zip_co_05_6430,5792,56430,urban,056430 - Sin Informacion de Veredas
zip_co_05_6437,5792,56437,rural,056437 - El Vergel
zip_co_05_6438,5792,56438,rural,056438 - Sin Informacion de Veredas
zip_co_05_5850,5809,55850,urban,055850 - Sin Informacion de Veredas
zip_co_05_5857,5809,55857,rural,055857 - Cerro Tusa- Pueblito de Los Bolívares-  Pueblo de San José
zip_co_05_5858,5809,55858,rural,055858 - Sin Informacion de Veredas
zip_co_05_2050,5819,52050,urban,052050 - Sin Informacion de Veredas
zip_co_05_2057,5819,52057,rural,052057 - Alto Seco- Atezal-  Biogui-  El Moral y el Toro-  El Naranjo-  Filo de los Perez-  Guayabal-  Helechales-  La Aurora-  La Florica-  La Linda-  Loma Grande-  Macanal-  Mena-  Montebello-  Palo Blanco-  Santa Maria-  Santa María-  Santodomingo-  Taque-  Tol
zip_co_05_7860,5837,57860,urban,057860 - Sin Informacion de Veredas
zip_co_05_7867,5837,57867,rural,057867 - El Guadal
zip_co_05_7868,5837,57868,rural,057868 - Sin Informacion de Veredas
zip_co_05_7869,5837,57869,rural,057869 - Palmichal
zip_co_05_7440,5842,57440,urban,057440 - Sin Informacion de Veredas
zip_co_05_7447,5842,57447,rural,057447 - Alto del Pital- Ambalema-  Arenales-  Balcon-  Barrancon-  Botija Arriba-  Buena Vista-  Caliche-  Caracolal-  Caunce-  Chachafrutal-  Chontadural-  Chontaduro-  Cominal-  Corozo-  Cumbre-  El Llano-  El Palón-  El Pital-  Encalichada-  Esperanza Botija-
zip_co_05_6830,5847,56830,urban,056830 - Sin Informacion de Veredas
zip_co_05_6837,5847,56837,rural,056837 - Sin Informacion de Veredas
zip_co_05_6838,5847,56838,rural,056838 - El Yarumo- La Calera
zip_co_05_2010,5854,52010,urban,052010 - Nevado- Zapatillo
zip_co_05_2017,5854,52017,rural,052017 - Astilleros- Cachirime-  Colmenas-  Colombia-  Doradas Altas-  El Catorce-  El Doce-  El Higuerón-  El Pital-  El Quince-  Juntas-  La America-  La América-  La Coposa-  La Cristalina-  La Paulina-  La Siberia-  Las Camelias-  Las Palomas-  Monte Blanco-
zip_co_05_2018,5854,52018,rural,052018 - Aguacatal- Campo Alegre-  Chorillos-  Chorros Blancos-  Clavellino-  Corcovado-  El Pueblito-  La Conspiración-  La Habana Caracolí-  Montebello-  Morrón- Sevilla-  Santa Inés-  Vizcaya
zip_co_05_6030,5856,56030,urban,056030 - Sin Informacion de Veredas
zip_co_05_6037,5856,56037,rural,056037 - Bolaños- Cabecera Municipal-  El Bosque-  El Libano-  La Bocana-  La Graciela-  La Herradura-  La Meseta-  La Sardina-  Mallarino-  Potrerillo
zip_co_05_2830,5858,52830,urban,052830 - La Sierra
zip_co_05_2837,5858,52837,rural,052837 - Bélgica- Corinto-  El Cascajo-  El Churu-  El Jabón-  El Olvido-  El Silencio-  El Tigre-  Guamoco-  La Aldea-  La Alejandría-  La Clarita-  La Gallinera-  Mata Arriba-  Mona-  San Juan-  San Pascual
zip_co_05_6420,5861,56420,urban,056420 - La Amalia- Zona Urbana
zip_co_05_6427,5861,56427,rural,056427 - Peñas Azules- Ventiadero
zip_co_05_6820,5873,56820,urban,056820 - Sin Informacion de Veredas
zip_co_05_6827,5873,56827,rural,056827 - Arenal- Buchado-  Gengadó-  Jarapató-  La Playa-  Salado-  San Martín-  San Miguel-  Vuelta Cortada
zip_co_05_6828,5873,56828,rural,056828 - Belen- Boca de Vidri-  Guaguando-  Isleta-  Palo Blanco-  Partadó-  Playita-  Puerto Medellin-  Puerto Palacio-  San Antonio de Padua-  Santa Maria-  Vegaez
zip_co_05_3010,5885,53010,urban,053010 - Sin Informacion de Veredas
zip_co_05_3017,5885,53017,rural,053017 - Agua Bonita- Bélgica-  Bellavista-  Bellavista-  Brazueros-  Cabecera Municipal-  Cabecera Municipal-  Casamora-  Doña Ana-  El Briceño-  EL Cinco-  El Cinismo-  El Hatillo-  El Jardín-  El Rubi-  El Zancudo-  La Argentina-  La Brillantina-  La Ceiba-  La
zip_co_05_2030,5887,52030,urban,052030 - Mina Vieja- Vereda Cabecera municipal
zip_co_05_2037,5887,52037,rural,052037 - Chorros Blancos Arriba- El Hormiguero-  La Bramadora-  La Carolina-  Rosarito-  Santa Rita-  Tobón-  Yarumarito
zip_co_05_2038,5887,52038,rural,052038 - Chorros Blancos- El Retiro-  La Bella-  La Gabriela-  Ochalí-  San Antonio-  Santa Juana
zip_co_05_3020,5890,53020,urban,053020 - Altavista- El Bosque
zip_co_05_3027,5890,53027,rural,053027 - Alto de Mendez- Alto del Potrero-  Barbascal-  Bareño-  Barro Blanco-  Buenos Aires-  Cabecera Municipal-  Cachumbal-  El Comino-  El Hormiguero-  El Oso-  El Porvenir-  El Retiro-  Guayabito-  La Abisinia-  La Cabaña-  La Comba-  La Cordillera-  La Cruz-
zip_co_05_3028,5890,53028,rural,053028 - Bodegas- Cimarrona-  Cuatro Esquina-  El Iris-  El Olivo-  El Palmar-  La Ceiba-  La palmera-  La Soledad-  Los Aceites-  Montebello-  San Jacinto-  Tenorio
zip_co_05_3410,5893,53410,urban,053410 - Cabecera Municipal- Condor-  La Represa
zip_co_05_3417,5893,53417,rural,053417 - Bellavista- Bocas de San Juan-  Caño Blanco-  Caño Bodegas-  Caño Bonito-  Caño de Juan-  Caño Huila-  Caño Negro-  Cienaga la Sardinata-  El Descanso-  El Dique-  El Dique-  El Porvenir-  El Totumo-  Kilometro Cinco-  La Cascajera-  La Concha-  La Laguna
zip_co_05_3418,5893,53418,rural,053418 - Barbacoas- Cienaga Chiquita-  El Amparo-  El Terminal-  San Francisco Alto-  Vietnam
zip_co_05_2440,5895,52440,urban,052440 - Cabecera  Municipal- El Limón-  La Doce-  Quebradona Uno
zip_co_05_2447,5895,52447,rural,052447 - Aguas Prieta- Caño la Ocho-  Chilona Abajo-  Chilona Medio-  Cimarrón-  El Pato-  Escarralao-  La Maturana-  La Tabla-  Maestro Esteban Cabecera-  Maestro Esteban Occidental-  Puerto Jobo-  Quebrada Pato-  Rio Viejo-  San Juan de Peluza
zip_co_05_2448,5895,52448,rural,052448 - Cordero- El Cenizo-  El Saltillo-  El Veinte-  Fraguas-  La Porquera-  La Rebatina-  Nueva Ilusión-  Pablo Muera-  Pocune Abajop-  Pocune Medio-  Quebradona Dos-  San Antonio-  San Pedro
zip_co_08_0001,8001,80001,urban,080001 - Altos de Riomar- Altos del Limón- Andalucía- Batallón Infantería- El Castillo- El Golf- El Limoncito- La Concepción- La Floresta- La Playa- La Playa II Etapa- Las Flores- Las Tres Avemarías- Paraíso- Riomar- San Salvador- Siape- Villa Country- Villa del E
zip_co_08_0002,8001,80002,urban,080002 - Base Naval- Bellavista- Boston- Colombia- El Prado- Las Delicias- Modelo- Montecristo- Rosario- San Francisco- Santana
zip_co_08_0003,8001,80003,urban,080003 - Abajo- Atlántico- Barlovento- Centro- Chiquinquirá- Montes- San Roque
zip_co_08_0004,8001,80004,urban,080004 - Barranquillita- La Luz- Rebolo- Zona Franca Industrial
zip_co_08_0005,8001,80005,urban,080005 - El Ferry- La Chinita- Las Nieves- Los Trupillos- Pasadena- Primero de Mayo- Santa Helena- Simón Bolívar
zip_co_08_0006,8001,80006,urban,080006 - Alboraya- Bella Arena- Boyacá- Buenos Aires- El Campito- El Limón- El Milagro- José Antonio Galán- La Magdalena- La Unión- Las Palmas- Los Laureles- San José- San Nicolás- Tayrona- Universal- Villa Blanca
zip_co_08_0007,8001,80007,rural,080007 - Sin Informacion de Veredas
zip_co_08_0010,8001,80010,urban,080010 - Carrizal- Ciudadela Veinte de Julio- El Santuario- Los Girasoles
zip_co_08_0011,8001,80011,urban,080011 - Cevillar- Kennedy- La Sierra- La Sierrita- La Victoria- Las Américas- Los Continentes- Santo Domingo de Guzmán
zip_co_08_0012,8001,80012,urban,080012 - Alfonso Lopez- Avenida de La Salud- El Carmen- El Recreo- El Valle- La Buena Esperanza- Loma Fresca- Los Andes- Los Pinos- Lucero- Nueva Granada- Pumarejo- San Isidro- Santo Domingo
zip_co_08_0013,8001,80013,urban,080013 - San Luis- San Roque I- Santa María- Siete de Abril- Veinte de Julio- Villa San Pedro II
zip_co_08_0014,8001,80014,urban,080014 - California- Cordialidad- El Bosque- Evaristo Sourdis- La Ceiba- La Cuchilla de Villate- La Gloria- La Paz- Las Malvinas- Lipaya- Los Rosales- Romance- Siete de Agosto- Villa Flor- Villa San Pedro I- Villa San Pedro III- Villate
zip_co_08_0015,8001,80015,urban,080015 - Ciudad Modesto- El Pueblo- La Manga- La Pradera- Las Estrellas- Los Angeles- Los Olivos I- Los Olivos II- Por Fín- Terrenos Pastoral Social
zip_co_08_0016,8001,80016,urban,080016 - Carlos Meisel- El Silencio- La Esmeralda- La Florida- La Libertad- Las Colinas- Las Terrazas- Me Quejo- Mercedes Sur- Nueva Colombia- Olaya- San Felipe- Villa Rosario
zip_co_08_0020,8001,80020,urban,080020 - Altamira- Altos del Prado- América- Betania- Campo Alegre- Ciudad Jardín- El Poblado- El Porvenir- El Tabor- Granadillo- La Campiña- La Cumbre- Las Mercedes- Los Alpes- Los Jobos- Los Nogales- Nuevo Horizonte- San Vicente- Santa Mónica- Villa Santos
zip_co_08_2020,8078,82020,urban,082020 - 1 de Enero- Caldas- El Porvenir- España- Góngora- Guayabal- La Candelaria- La Esperanza- Las Américas- Las Margaritas- Loma Fresca- Manzanares- Once de Noviembre- Pinique- Primavera- San Cayetano- San José- Santa Helena- Topacio- Veinte de Julio- Villa An
zip_co_08_2027,8078,82027,rural,082027 - Sin Informacion de Veredas
zip_co_08_2028,8078,82028,rural,082028 - Sin Informacion de Veredas
zip_co_08_4040,8137,84040,urban,084040 - Sin Informacion de Veredas
zip_co_08_4047,8137,84047,rural,084047 - Sin Informacion de Veredas
zip_co_08_4020,8141,84020,urban,084020 - Sin Informacion de Veredas
zip_co_08_4027,8141,84027,rural,084027 - Sin Informacion de Veredas
zip_co_08_2001,8296,82001,urban,082001 - Sin Informacion de Veredas
zip_co_08_2007,8296,82007,rural,082007 - Sin Informacion de Veredas
zip_co_08_1040,8372,81040,urban,081040 - Sin Informacion de Veredas
zip_co_08_1047,8372,81047,rural,081047 - Sin Informacion de Veredas
zip_co_08_1048,8372,81048,rural,081048 - Sin Informacion de Veredas
zip_co_08_5060,8421,85060,urban,085060 - Sin Informacion de Veredas
zip_co_08_5067,8421,85067,rural,085067 - Sin Informacion de Veredas
zip_co_08_5068,8421,85068,rural,085068 - Sin Informacion de Veredas
zip_co_08_3020,8433,83020,urban,083020 - Ciudad Caribe II- Concorde Sector 1- Concorde Sector 2- Concorde VI Etapa- Mesolandia- Palmarito- San Sebastián- Villa Anita
zip_co_08_3021,8433,83021,urban,083021 - 23 de Septiembre- 7 de Diciembre- Abajo- Bellavista- Bellavista Parte 1- Bellavista Parte 2- Colombia- El Carmen- El Centro 1- El Centro 2- El Centro 3- El Girasol- El Morrito- El Paraíso- El Pasito- El Pradito- El Tesoro- Juan XXIII- La Luna- La Magdalen
zip_co_08_3027,8433,83027,rural,083027 - Malambito
zip_co_08_3028,8433,83028,rural,083028 - Sin Informacion de Veredas
zip_co_08_5020,8436,85020,urban,085020 - Sin Informacion de Veredas
zip_co_08_5027,8436,85027,rural,085027 - Sin Informacion de Veredas
zip_co_08_3080,8520,83080,urban,083080 - Sin Informacion de Veredas
zip_co_08_3087,8520,83087,rural,083087 - Sin Informacion de Veredas
zip_co_08_1060,8549,81060,urban,081060 - Sin Informacion de Veredas
zip_co_08_1067,8549,81067,rural,081067 - Sin Informacion de Veredas
zip_co_08_2040,8558,82040,urban,082040 - Alfonso Lopez- Almendros- Arenosa- Avianca- Camilo Torres- Centro- El Camen- El Porvenir- El Pradito- La Loma- La Victoria- Miraflores- Plaza- Tamarindo
zip_co_08_2047,8558,82047,rural,082047 - Sin Informacion de Veredas
zip_co_08_4001,8560,84001,urban,084001 - Abajo- Centro- El Tabón- Jorge Eliécer Gaitán- La Candelaria- La Concepción- La Pachita- La Plaza- Los Robles- Los Tejados- San Francisco- San Jorge
zip_co_08_4007,8560,84007,rural,084007 - Sin Informacion de Veredas
zip_co_08_4008,8560,84008,rural,084008 - Sin Informacion de Veredas
zip_co_08_1001,8573,81001,urban,081001 - Altos de Pradomar- Centro I- Centro II- Costa Azul- El Ancla- El Bajito- El Carmen- El Muelle- El Silencio- La Aurora- La Risota- La Rosita- La Victoria- Las Américas- Las Margaritas- Loma Fresca- Miramar- Norte I- Norte II- Pastrana- Pradomar- Punta Brav
zip_co_08_1007,8573,81007,rural,081007 - Sin Informacion de Veredas
zip_co_08_1008,8573,81008,rural,081008 - Sin Informacion de Veredas
zip_co_08_5040,8606,85040,urban,085040 - Sin Informacion de Veredas
zip_co_08_5047,8606,85047,rural,085047 - Sin Informacion de Veredas
zip_co_08_5048,8606,85048,rural,085048 - Sin Informacion de Veredas
zip_co_08_3040,8634,83040,urban,083040 - Sin Informacion de Veredas
zip_co_08_3047,8634,83047,rural,083047 - Sin Informacion de Veredas
zip_co_08_5001,8638,85001,urban,085001 - Sin Informacion de Veredas
zip_co_08_5007,8638,85007,rural,085007 - Sin Informacion de Veredas
zip_co_08_5008,8638,85008,rural,085008 - Sin Informacion de Veredas
zip_co_08_5009,8638,85009,rural,085009 - Sin Informacion de Veredas
zip_co_08_4080,8675,84080,urban,084080 - Sin Informacion de Veredas
zip_co_08_4087,8675,84087,rural,084087 - Sin Informacion de Veredas
zip_co_08_3060,8685,83060,urban,083060 - Altamira- Buena Esperanza- Camino Real- El Carmen- El Doral- La Florida- Los Cocos- Palo Negro
zip_co_08_3067,8685,83067,rural,083067 - Sin Informacion de Veredas
zip_co_08_3001,8758,83001,urban,083001 - Los Laureles- Urbanización El Parque- Urbanización La Arboleda- Urbanización Las Gaviotas- Urbanización Las Gaviotas II y Balkanes- Urbanización Las Trinitarias- Urbanización Parque Muvdi I- Urbanización Parque Muvdi II- Villa Cecilia- Villa del Carmen
zip_co_08_3002,8758,83002,urban,083002 - 20 de Julio- Centenario- Costa Hermosa- El Cabrero- El Ferry- El Hipódromo- El Porvenir- El Río Santa Inés- El Triunfo- El Tucán- La Rivera- La Victoria Vieja- Las Ferias- Los Arrayanes- Primero de Mayo- Salamanca- Urbanización Las Margaritas- Urbanizació
zip_co_08_3003,8758,83003,urban,083003 - 12 de Octubre- 13 de Mayo- 15 de Agosto- 16 de Julio- 7 de Agosto- Cachimberro- El Centro- El Ferrocarril- El Nuevo Triunfo- El Pasito- Juan Domínguez- La Cruz de Mayo- La Esperanza- La Floresta- La Loma- La María- Oriental- Pumarejo- Sal Si Piedes- Salce
zip_co_08_3004,8758,83004,urban,083004 - La Ilusión- Las Colinas- Las Farrucas- Urbanización de Las Moras II- Urbanización Las Moras- Urbanización Las Nubes- Urbanización Nueva Jerusalén- Urbanización Villa Aragón- Urbanización Villa Mónaco- Villa de Las Moras- Villa Estefani- Villa Katanga- Vil
zip_co_08_3005,8758,83005,urban,083005 - Ciudadela Metropolitana- El Oasis- La Bonanza- La Fé- Los Cusules- Manuela Beltrán- Soledad 2000- Urbanización Terranova II- Villa Adela- Villa Karla- Zarabanda
zip_co_08_3006,8758,83006,urban,083006 - El Esfuerzo- San Vicente I- San Vicente II- San Vicente III- Urbanización Villa María- Villa del Rey II- Villa Gladys- Villa Sol- Villas del Rey
zip_co_08_3007,8758,83007,rural,083007 - Sin Informacion de Veredas
zip_co_08_3010,8758,83010,urban,083010 - Altos de Sevilla- Ciudad Salitre- Estadio- La Central- Las Moras- Los Almendros- Los Robles I- San Bernardo- Urbanización Las Moras Occidente- Urbanización Los Cedros- Urbanización Nuevo Horizonte- Urbanización Villa Angélica- Urbanización Villa Estadio I
zip_co_08_4060,8770,84060,urban,084060 - Sin Informacion de Veredas
zip_co_08_4067,8770,84067,rural,084067 - Sin Informacion de Veredas
zip_co_08_1020,8832,81020,urban,081020 - Sin Informacion de Veredas
zip_co_08_1027,8832,81027,rural,081027 - Sin Informacion de Veredas
zip_co_08_1028,8832,81028,rural,081028 - Sin Informacion de Veredas
zip_co_08_2060,8849,82060,urban,082060 - Sin Informacion de Veredas
zip_co_08_2067,8849,82067,rural,082067 - Sin Informacion de Veredas
zip_co_11_0111,11001,110111,urban,110111 - Escuela de Caballería I- Escuela de Caballería II- Escuela de Infantería- Molinos Norte- Páramo- Páramo Urbano II- Páramo Urbano IV- Rincón del Chicó- San Patricio- Santa Ana- Santa Ana Occidental- Santa Bibiana- Santa Bárbara Central- Santa Bárbara Occid
zip_co_11_0121,11001,110121,urban,110121 - Acacias Usaquen- Bella Suiza- Bosque de Pinos I- Cedritos- Cedro Narvaez- Country Club- El Contador- Ginebra- La Calleja- La Carolina- Lisboa- Los Cedros- Los Cedros Oriental- Páramo Urbano I- San Gabriel Norte
