id,name,,000000,accounts/external_id, - ,name,group_id:id,reconcile,user_type_id:id,chart_template_id:id,tag_ids:id
,,169452,bdgtry_fin_169452,niif_fin_169452,169452,"Categor�a A - Cr�dito Normal, Intereses",group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169453,bdgtry_fin_169453,niif_fin_169453,169453,"Categor�a B - Cr�dito Aceptable, Intereses",group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169454,bdgtry_fin_169454,niif_fin_169454,169454,"Categor�a C - Cr�dito Apreciable, Intereses",group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169456,bdgtry_fin_169456,niif_fin_169456,169456,"Categor�a D - Cr�dito Significativo, Intereses",group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169457,bdgtry_fin_169457,niif_fin_169457,169457,"Categor�a E - Cr�dito Irrecuperable, Intereses",group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169462,bdgtry_fin_169462,niif_fin_169462,169462,"Categor�a A- Cr�dito Normal, Pago Por Cuenta De Clientes",group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169463,bdgtry_fin_169463,niif_fin_169463,169463,"Categor�a B - Cr�dito Aceptable, Pago Por Cuenta De Clientes",group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169464,bdgtry_fin_169464,niif_fin_169464,169464,"Categor�a C - Cr�dito Apreciable, Pago Por Cuenta De Clientes",group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169466,bdgtry_fin_169466,niif_fin_169466,169466,"Categor�a D - Cr�dito Significativo, Pago Por Cuenta De Clientes",group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169467,bdgtry_fin_169467,niif_fin_169467,169467,"Categor�a E - Cr�dito Irrecuperable, Pago Por Cuenta De Clientes",group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169469,bdgtry_fin_169469,niif_fin_169469,169469,"Categor�a A - Cr�dito Normal, C�nones Bienes Dados En Leasing Operacional",group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169470,bdgtry_fin_169470,niif_fin_169470,169470,"Categor�a B - Cr�dito Aceptable, C�nones Bienes Dados En Leasing Operacional",group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169471,bdgtry_fin_169471,niif_fin_169471,169471,"Categor�a C - Cr�dito Apreciable, C�nones Bienes Dados En Leasing Operacional",group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169472,bdgtry_fin_169472,niif_fin_169472,169472,"Categor�a D - Cr�dito Significativo, C�nones Bienes Dados En Leasing Operacional",group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169473,bdgtry_fin_169473,niif_fin_169473,169473,"Categor�a E - Cr�dito Irrecuperable, C�nones Bienes Dados En Leasing Operacional",group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169476,bdgtry_fin_169476,niif_fin_169476,169476,"Categor�a A � Riesgo Normal, Componente Financiero",group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169478,bdgtry_fin_169478,niif_fin_169478,169478,"Categor�a B � Riesgo Aceptable, Componente Financiero",group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169480,bdgtry_fin_169480,niif_fin_169480,169480,"Categor�a C � Riesgo Apreciable, Componente Financiero",group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169482,bdgtry_fin_169482,niif_fin_169482,169482,"Categor�a D � Riesgo Significativo, Componente Financiero",group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169484,bdgtry_fin_169484,niif_fin_169484,169484,"Categor�a E � Riesgo De Incobrabilidad, Componente Financiero",group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169495,bdgtry_fin_169495,niif_fin_169495,169495,Otro Deterioro (Provisi�n) Cuentas Por Cobrar Comerciales,group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
bdgtry_fin_1695,1695 - Deterioro Cuentas Por Cobrar Actividad Aseguradora,169500,bdgtry_fin_1695,niif_fin_1695,1695,Deterioro Cuentas Por Cobrar Actividad Aseguradora,,0,account.data_account_off_sheet,chart_template_niif_financiero,
,,169505,bdgtry_fin_169505,niif_fin_169505,169505,Primas Por Recaudar ,group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169510,bdgtry_fin_169510,niif_fin_169510,169510,Coaseguradores,group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169515,bdgtry_fin_169515,niif_fin_169515,169515,Reaseguradores,group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169520,bdgtry_fin_169520,niif_fin_169520,169520,Sistema De Riesgos Laborales,group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169595,bdgtry_fin_169595,niif_fin_169595,169595,Otro Deterioro Cuentas Por Cobrar Actividad Aseguradora,group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
bdgtry_fin_1696,1696 - Deterioro (Provisi�n) Cuentas Por Cobrar De Consumo,169600,bdgtry_fin_1696,niif_fin_1696,1696,Deterioro (Provisi�n) Cuentas Por Cobrar De Consumo,,0,account.data_account_off_sheet,chart_template_niif_financiero,
,,169610,bdgtry_fin_169610,niif_fin_169610,169610,Comisiones,group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169615,bdgtry_fin_169615,niif_fin_169615,169615,Servicios De Almacenaje,group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169630,bdgtry_fin_169630,niif_fin_169630,169630,Venta De Bienes Y Servicios,group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169640,bdgtry_fin_169640,niif_fin_169640,169640,Prometientes Vendedores,group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169650,bdgtry_fin_169650,niif_fin_169650,169650,Honorarios,group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169652,bdgtry_fin_169652,niif_fin_169652,169652,"Categor�a A - Cr�dito Normal, Intereses",group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169653,bdgtry_fin_169653,niif_fin_169653,169653,"Categor�a B - Cr�dito Aceptable, Intereses",group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169654,bdgtry_fin_169654,niif_fin_169654,169654,"Categor�a C - Cr�dito Apreciable, Intereses",group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169656,bdgtry_fin_169656,niif_fin_169656,169656,"Categor�a D - Cr�dito Significativo, Intereses",group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169657,bdgtry_fin_169657,niif_fin_169657,169657,"Categor�a E - Cr�dito Irrecuperable, Intereses",group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169662,bdgtry_fin_169662,niif_fin_169662,169662,"Categor�a A- Cr�dito Normal, Pago Por Cuenta De Clientes",group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169663,bdgtry_fin_169663,niif_fin_169663,169663,"Categor�a B - Cr�dito Aceptable, Pago Por Cuenta De Clientes",group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169664,bdgtry_fin_169664,niif_fin_169664,169664,"Categor�a C - Cr�dito Apreciable, Pago Por Cuenta De Clientes",group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169666,bdgtry_fin_169666,niif_fin_169666,169666,"Categor�a D - Cr�dito Significativo, Pago Por Cuenta De Clientes",group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169667,bdgtry_fin_169667,niif_fin_169667,169667,"Categor�a E - Cr�dito Irrecuperable, Pago Por Cuenta De Clientes",group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169669,bdgtry_fin_169669,niif_fin_169669,169669,"Categor�a A - Cr�dito Normal, C�nones Bienes Dados En Leasing Operacional",group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169670,bdgtry_fin_169670,niif_fin_169670,169670,"Categor�a B - Cr�dito Aceptable, C�nones Bienes Dados En Leasing Operacional",group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169671,bdgtry_fin_169671,niif_fin_169671,169671,"Categor�a C - Cr�dito Apreciable, C�nones Bienes Dados En Leasing Operacional",group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169672,bdgtry_fin_169672,niif_fin_169672,169672,"Categor�a D - Cr�dito Significativo, C�nones Bienes Dados En Leasing Operacional",group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169673,bdgtry_fin_169673,niif_fin_169673,169673,"Categor�a E - Cr�dito Irrecuperable, C�nones Bienes Dados En Leasing Operacional",group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169676,bdgtry_fin_169676,niif_fin_169676,169676,"Categor�a A � Riesgo Normal, Componente Financiero",group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169678,bdgtry_fin_169678,niif_fin_169678,169678,"Categor�a B � Riesgo Aceptable, Componente Financiero",group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169680,bdgtry_fin_169680,niif_fin_169680,169680,"Categor�a C � Riesgo Apreciable, Componente Financiero",group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169682,bdgtry_fin_169682,niif_fin_169682,169682,"Categor�a D � Riesgo Significativo, Componente Financiero",group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169684,bdgtry_fin_169684,niif_fin_169684,169684,"Categor�a E � Riesgo De Incobrabilidad, Componente Financiero",group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169695,bdgtry_fin_169695,niif_fin_169695,169695,Otro Deterioro (Provisi�n) Cuentas Por Cobrar De Consumo,group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
bdgtry_fin_1697,1697 - Deterioro (Provisi�n) Cuentas Por Cobrar De Vivienda,169700,bdgtry_fin_1697,niif_fin_1697,1697,Deterioro (Provisi�n) Cuentas Por Cobrar De Vivienda,,0,account.data_account_off_sheet,chart_template_niif_financiero,
,,169705,bdgtry_fin_169705,niif_fin_169705,169705,"Categor�a A - Cr�dito Normal, Intereses",group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169710,bdgtry_fin_169710,niif_fin_169710,169710,"Categor�a B - Cr�dito Aceptable, Intereses",group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169715,bdgtry_fin_169715,niif_fin_169715,169715,"Categor�a C - Cr�dito Apreciable, Intereses",group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169720,bdgtry_fin_169720,niif_fin_169720,169720,"Categor�a D - Cr�dito Significativo, Intereses",group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169725,bdgtry_fin_169725,niif_fin_169725,169725,"Categor�a E - Cr�dito Irrecuperable, Intereses",group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169730,bdgtry_fin_169730,niif_fin_169730,169730,"Categor�a A - Cr�dito Normal, Pago Por Cuenta De Clientes",group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169735,bdgtry_fin_169735,niif_fin_169735,169735,"Categor�a B - Cr�dito Aceptable, Pago Por Cuenta De Clientes",group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169740,bdgtry_fin_169740,niif_fin_169740,169740,"Categor�a C - Cr�dito Apreciable, Pago Por Cuenta De Clientes",group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169745,bdgtry_fin_169745,niif_fin_169745,169745,"Categor�a D - Cr�dito Significativo, Pago Por Cuenta De Clientes",group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169750,bdgtry_fin_169750,niif_fin_169750,169750,"Categor�a E - Cr�dito Irrecuperable, Pago Por Cuenta De Clientes",group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169755,bdgtry_fin_169755,niif_fin_169755,169755,"Categor�a A- Riesgo Normal, Componente Financiero Leasing Habitacional",group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169760,bdgtry_fin_169760,niif_fin_169760,169760,"Categor�a B- Riesgo Aceptable Componente Financiero, Leasing Habitacional",group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169765,bdgtry_fin_169765,niif_fin_169765,169765,"Categor�a C- Riesgo Apreciable, Componente Financiero, Leasing Habitacional",group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169770,bdgtry_fin_169770,niif_fin_169770,169770,"Categor�a D- Riesgo Significativo, Componente Financiero, Leasing Habitacional",group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169775,bdgtry_fin_169775,niif_fin_169775,169775,"Categor�a E-Riesgo De Incobrabilidad, Componente Financiero, Leasing Habitacional",group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169795,bdgtry_fin_169795,niif_fin_169795,169795,Otro Deterioro (Provisi�n) Cuentas Por Cobrar De Vivienda,group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
bdgtry_fin_1698,1698 - Deterioro (Provisiones) Otras Cuentas Por Cobrar,169800,bdgtry_fin_1698,niif_fin_1698,1698,Deterioro (Provisiones) Otras Cuentas Por Cobrar,,0,account.data_account_off_sheet,chart_template_niif_financiero,
,,169805,bdgtry_fin_169805,niif_fin_169805,169805,Dividendos Y Participaciones,group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169810,bdgtry_fin_169810,niif_fin_169810,169810,Arrendamientos,group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169815,bdgtry_fin_169815,niif_fin_169815,169815,Comisiones Pagos Por Cuenta De Clientes - Giros Del Exterior,group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169820,bdgtry_fin_169820,niif_fin_169820,169820,Pr�stamos A Empleados,group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169825,bdgtry_fin_169825,niif_fin_169825,169825,Entidades En Intervenci�n,group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169830,bdgtry_fin_169830,niif_fin_169830,169830,Pr�stamos A Entidades Inscritas,group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169895,bdgtry_fin_169895,niif_fin_169895,169895,Otro Deterioro (Provisiones) Otras Cuentas Por Cobrar,group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
bdgtry_fin_1699,1699 - Deterioro (Provisi�n) Cuentas Por Cobrar Componente Contrac�clico Individual,169900,bdgtry_fin_1699,niif_fin_1699,1699,Deterioro (Provisi�n) Cuentas Por Cobrar Componente Contrac�clico Individual,,0,account.data_account_off_sheet,chart_template_niif_financiero,
,,169905,bdgtry_fin_169905,niif_fin_169905,169905,Cr�ditos Y Operaciones De Leasing De Consumo,group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169910,bdgtry_fin_169910,niif_fin_169910,169910,Operaciones De Leasing Operacional De Consumo,group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169915,bdgtry_fin_169915,niif_fin_169915,169915,Cr�ditos Y Operaciones De Leasing Comercial,group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169920,bdgtry_fin_169920,niif_fin_169920,169920,Operaciones De Leasing Operacional Comercial,group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
,,169995,bdgtry_fin_169995,niif_fin_169995,169995,Operaciones De Leasing Operacional Comercial,group_fin_1_2_inv_cor,1,account.data_account_type_receivable,chart_template_niif_financiero,aat_1008_1315_N
bdgtry_fin_17,17 - Activos No Corrientes Mantenidos Para La Venta,170000,bdgtry_fin_17,niif_fin_17,17,Activos No Corrientes Mantenidos Para La Venta,,0,account.data_account_off_sheet,chart_template_niif_financiero,
bdgtry_fin_1701,1701 - Bienes Recibidos En Pago,170100,bdgtry_fin_1701,niif_fin_1701,1701,Bienes Recibidos En Pago,,0,account.data_account_off_sheet,chart_template_niif_financiero,
,,170105,bdgtry_fin_170105,niif_fin_170105,170105,Bienes Muebles,group_fin_1_5_pro_des,0,account.data_account_type_current_assets,chart_template_niif_financiero,
,,170110,bdgtry_fin_170110,niif_fin_170110,170110,Bienes Inmuebles Destinados A Vivienda,group_fin_1_5_pro_des,0,account.data_account_type_current_assets,chart_template_niif_financiero,
,,170115,bdgtry_fin_170115,niif_fin_170115,170115,Bienes Inmuebles Diferentes A Vivienda,group_fin_1_5_pro_des,0,account.data_account_type_current_assets,chart_template_niif_financiero,
,,170120,bdgtry_fin_170120,niif_fin_170120,170120,Por Pago De Inversiones,group_fin_1_5_pro_des,0,account.data_account_type_current_assets,chart_template_niif_financiero,
,,170195,bdgtry_fin_170195,niif_fin_170195,170195,Otros Bienes Recibidos En Pago,group_fin_1_5_pro_des,0,account.data_account_type_current_assets,chart_template_niif_financiero,
bdgtry_fin_1702,1702 - Bienes Restituidos De Contratos De Leasing,170200,bdgtry_fin_1702,niif_fin_1702,1702,Bienes Restituidos De Contratos De Leasing,,0,account.data_account_off_sheet,chart_template_niif_financiero,
,,170205,bdgtry_fin_170205,niif_fin_170205,170205,Maquinaria Y Equipo,group_fin_1_5_pro_des,0,account.data_account_type_current_assets,chart_template_niif_financiero,
,,170210,bdgtry_fin_170210,niif_fin_170210,170210,Veh�culos,group_fin_1_5_pro_des,0,account.data_account_type_current_assets,chart_template_niif_financiero,
,,170215,bdgtry_fin_170215,niif_fin_170215,170215,Muebles Y Enseres,group_fin_1_5_pro_des,0,account.data_account_type_current_assets,chart_template_niif_financiero,
,,170220,bdgtry_fin_170220,niif_fin_170220,170220,"Barcos, Trenes, Aviones Y Similares",group_fin_1_5_pro_des,0,account.data_account_type_current_assets,chart_template_niif_financiero,
,,170225,bdgtry_fin_170225,niif_fin_170225,170225,Equipo De Computaci�n,group_fin_1_5_pro_des,0,account.data_account_type_current_assets,chart_template_niif_financiero,
,,170230,bdgtry_fin_170230,niif_fin_170230,170230,Bienes Inmuebles,group_fin_1_5_pro_des,0,account.data_account_type_current_assets,chart_template_niif_financiero,
,,170235,bdgtry_fin_170235,niif_fin_170235,170235,Bienes Inmuebles En Leasing Habitacional,group_fin_1_5_pro_des,0,account.data_account_type_current_assets,chart_template_niif_financiero,
,,170240,bdgtry_fin_170240,niif_fin_170240,170240,Semovientes,group_fin_1_5_pro_des,0,account.data_account_type_current_assets,chart_template_niif_financiero,
,,170295,bdgtry_fin_170295,niif_fin_170295,170295,Otros Bienes Restituidos De Contratos De Leasing,group_fin_1_5_pro_des,0,account.data_account_type_current_assets,chart_template_niif_financiero,
bdgtry_fin_1703,1703 - Operaciones Discontinuadas,170300,bdgtry_fin_1703,niif_fin_1703,1703,Operaciones Discontinuadas,,0,account.data_account_off_sheet,chart_template_niif_financiero,
,,170305,bdgtry_fin_170305,niif_fin_170305,170305,Terrenos,group_fin_1_5_pro_des,0,account.data_account_type_current_assets,chart_template_niif_financiero,
,,170310,bdgtry_fin_170310,niif_fin_170310,170310,Materiales De Construcci�n Y Materias Primas,group_fin_1_5_pro_des,0,account.data_account_type_current_assets,chart_template_niif_financiero,
,,170315,bdgtry_fin_170315,niif_fin_170315,170315,Productos En Proceso,group_fin_1_5_pro_des,0,account.data_account_type_current_assets,chart_template_niif_financiero,
,,170320,bdgtry_fin_170320,niif_fin_170320,170320,Mercanc�as,group_fin_1_5_pro_des,0,account.data_account_type_current_assets,chart_template_niif_financiero,
,,170325,bdgtry_fin_170325,niif_fin_170325,170325,Veh�culos,group_fin_1_5_pro_des,0,account.data_account_type_current_assets,chart_template_niif_financiero,
,,170330,bdgtry_fin_170330,niif_fin_170330,170330,Inmuebles,group_fin_1_5_pro_des,0,account.data_account_type_current_assets,chart_template_niif_financiero,
,,170395,bdgtry_fin_170395,niif_fin_170395,170395,Otras Operaciones Discontinuadas,group_fin_1_5_pro_des,0,account.data_account_type_current_assets,chart_template_niif_financiero,
bdgtry_fin_1704,1704 - Activos No Corrientes Mantenidos Para Distribuir A Los Propietarios,170400,bdgtry_fin_1704,niif_fin_1704,1704,Activos No Corrientes Mantenidos Para Distribuir A Los Propietarios,,0,account.data_account_off_sheet,chart_template_niif_financiero,
,,170405,bdgtry_fin_170405,niif_fin_170405,170405,Activos No Corrientes Mantenidos Para Distribuir A Los Propietarios,group_fin_1_5_pro_des,0,account.data_account_type_current_assets,chart_template_niif_financiero,
,,170495,bdgtry_fin_170495,niif_fin_170495,170495,Otros Activos No Corrientes Mantenidos Para Distribuir A Los Propietarios,group_fin_1_5_pro_des,0,account.data_account_type_current_assets,chart_template_niif_financiero,
bdgtry_fin_1705,1705 - Otros Activos No Corrientes Mantenidos Para La Venta,170500,bdgtry_fin_1705,niif_fin_1705,1705,Otros Activos No Corrientes Mantenidos Para La Venta,,0,account.data_account_off_sheet,chart_template_niif_financiero,
,,170505,bdgtry_fin_170505,niif_fin_170505,170505,Terrenos,group_fin_1_5_pro_des,0,account.data_account_type_current_assets,chart_template_niif_financiero,
,,170510,bdgtry_fin_170510,niif_fin_170510,170510,Materiales De Construcci�n Y Materias Primas,group_fin_1_5_pro_des,0,account.data_account_type_current_assets,chart_template_niif_financiero,
,,170515,bdgtry_fin_170515,niif_fin_170515,170515,Productos En Proceso,group_fin_1_5_pro_des,0,account.data_account_type_current_assets,chart_template_niif_financiero,
,,170520,bdgtry_fin_170520,niif_fin_170520,170520,Mercanc�as,group_fin_1_5_pro_des,0,account.data_account_type_current_assets,chart_template_niif_financiero,
,,170525,bdgtry_fin_170525,niif_fin_170525,170525,Veh�culos,group_fin_1_5_pro_des,0,account.data_account_type_current_assets,chart_template_niif_financiero,
,,170530,bdgtry_fin_170530,niif_fin_170530,170530,Inmuebles,group_fin_1_5_pro_des,0,account.data_account_type_current_assets,chart_template_niif_financiero,
,,170595,bdgtry_fin_170595,niif_fin_170595,170595,Otros Otros Activos No Corrientes Mantenidos Para La Venta,group_fin_1_5_pro_des,0,account.data_account_type_current_assets,chart_template_niif_financiero,
bdgtry_fin_1775,1775 - Deterioro Activos No Corrientes Mantenidos Para La Venta,177500,bdgtry_fin_1775,niif_fin_1775,1775,Deterioro Activos No Corrientes Mantenidos Para La Venta,,0,account.data_account_off_sheet,chart_template_niif_financiero,
,,177505,bdgtry_fin_177505,niif_fin_177505,177505,Bienes Recibidos En Pago,group_fin_1_5_pro_des,0,account.data_account_type_current_assets,chart_template_niif_financiero,
,,177510,bdgtry_fin_177510,niif_fin_177510,177510,Bienes Restituidos De Contratos De Leasing,group_fin_1_5_pro_des,0,account.data_account_type_current_assets,chart_template_niif_financiero,
,,177515,bdgtry_fin_177515,niif_fin_177515,177515,Operaciones Discontinuadas,group_fin_1_5_pro_des,0,account.data_account_type_current_assets,chart_template_niif_financiero,
,,177520,bdgtry_fin_177520,niif_fin_177520,177520,Activos No Corrientes Mantenidos Para Distribuir A Los Propietarios,group_fin_1_5_pro_des,0,account.data_account_type_current_assets,chart_template_niif_financiero,
,,177525,bdgtry_fin_177525,niif_fin_177525,177525,Otros Activos No Corrientes Mantenidos Para La Venta,group_fin_1_5_pro_des,0,account.data_account_type_current_assets,chart_template_niif_financiero,
,,177595,bdgtry_fin_177595,niif_fin_177595,177595,Deterioro Otros Activos No Corrientes Mantenidos Para La Venta,group_fin_1_5_pro_des,0,account.data_account_type_current_assets,chart_template_niif_financiero,
bdgtry_fin_18,18 - Activos Materiales,180000,bdgtry_fin_18,niif_fin_18,18,Activos Materiales,,0,account.data_account_off_sheet,chart_template_niif_financiero,
bdgtry_fin_1801,"1801 - Propiedad, Planta Y Equipo",180100,bdgtry_fin_1801,niif_fin_1801,1801,"Propiedad, Planta Y Equipo",,0,account.data_account_off_sheet,chart_template_niif_financiero,
,,180102,bdgtry_fin_180102,niif_fin_180102,180102,Terrenos,group_fin_1_5_pro_des,0,account.data_account_type_current_assets,chart_template_niif_financiero,
,,180104,bdgtry_fin_180104,niif_fin_180104,180104,Edificios,group_fin_1_5_pro_des,0,account.data_account_type_current_assets,chart_template_niif_financiero,
,,180106,bdgtry_fin_180106,niif_fin_180106,180106,Silos,group_fin_1_5_pro_des,0,account.data_account_type_current_assets,chart_template_niif_financiero,
,,180108,bdgtry_fin_180108,niif_fin_180108,180108,Bodegas,group_fin_1_5_pro_des,0,account.data_account_type_current_assets,chart_template_niif_financiero,
,,180110,bdgtry_fin_180110,niif_fin_180110,180110,Maquinaria,group_fin_1_5_pro_des,0,account.data_account_type_current_assets,chart_template_niif_financiero,
