id,name,,000000,accounts/external_id, - ,name,group_id:id,reconcile,user_type_id:id,chart_template_id:id,tag_ids:id
bdgtry_sol_1249,1249 - Prima Pagada En Opciones,124900,bdgtry_sol_1249,niif_sol_1249,1249,Prima Pagada En Opciones,,0,account.data_account_off_sheet,chart_template_niif_solidario,
bdgtry_sol_13,13 - Inventarios,130000,bdgtry_sol_13,niif_sol_13,13,Inventarios,,0,account.data_account_off_sheet,chart_template_niif_solidario,
bdgtry_sol_1305,1305 - Bienes No Transformados Por La Entidad - Para Comercializar,130500,bdgtry_sol_1305,niif_sol_1305,1305,Bienes No Transformados Por La Entidad - Para Comercializar,,0,account.data_account_off_sheet,chart_template_niif_solidario,
,,130510,bdgtry_sol_130510,niif_sol_130510,130510,Inventario En Transito,group_fin_1_4_stk_cor,1,account.data_account_type_current_assets,chart_template_niif_solidario,
,,130515,bdgtry_sol_130515,niif_sol_130515,130515,Inventario En Consignaci�n,group_fin_1_4_stk_cor,1,account.data_account_type_current_assets,chart_template_niif_solidario,
,,130520,bdgtry_sol_130520,niif_sol_130520,130520,Mercanc�as,group_fin_1_4_stk_cor,1,account.data_account_type_current_assets,chart_template_niif_solidario,
,,130525,bdgtry_sol_130525,niif_sol_130525,130525,Envases Y Empaques,group_fin_1_4_stk_cor,1,account.data_account_type_current_assets,chart_template_niif_solidario,
,,130530,bdgtry_sol_130530,niif_sol_130530,130530,Bienes Raices Para La Venta,group_fin_1_4_stk_cor,1,account.data_account_type_current_assets,chart_template_niif_solidario,
,,130535,bdgtry_sol_130535,niif_sol_130535,130535,Mausoleos,group_fin_1_4_stk_cor,1,account.data_account_type_current_assets,chart_template_niif_solidario,
,,130540,bdgtry_sol_130540,niif_sol_130540,130540,Inventarios Que Surgen De Actividades De Extracci�n,group_fin_1_4_stk_cor,1,account.data_account_type_current_assets,chart_template_niif_solidario,
,,130595,bdgtry_sol_130595,niif_sol_130595,130595,Otros Bienes No Transformados Por La Entidad - Para Comercializar,group_fin_1_4_stk_cor,1,account.data_account_type_current_assets,chart_template_niif_solidario,
,,130599,bdgtry_sol_130599,niif_sol_130599,130599,Deterioro Y/O Rebajas En Bienes No Transformados Por La Entidad (Cr),group_fin_1_4_stk_cor,1,account.data_account_type_current_assets,chart_template_niif_solidario,
bdgtry_sol_1310,1310 - Bienes Transformados Por La Entidad Y Productos Resultantes Del Procesamiento Tras La Cosecha O Recolecci�n,131000,bdgtry_sol_1310,niif_sol_1310,1310,Bienes Transformados Por La Entidad Y Productos Resultantes Del Procesamiento Tras La Cosecha O Recolecci�n,,0,account.data_account_off_sheet,chart_template_niif_solidario,
,,131005,bdgtry_sol_131005,niif_sol_131005,131005,Materias Primas,group_fin_1_4_stk_cor,1,account.data_account_type_current_assets,chart_template_niif_solidario,
,,131010,bdgtry_sol_131010,niif_sol_131010,131010,Productos En Proceso,group_fin_1_4_stk_cor,1,account.data_account_type_current_assets,chart_template_niif_solidario,
,,131015,bdgtry_sol_131015,niif_sol_131015,131015,Productos Terminados,group_fin_1_4_stk_cor,1,account.data_account_type_current_assets,chart_template_niif_solidario,
,,131020,bdgtry_sol_131020,niif_sol_131020,131020,Productos Agr�colas,group_fin_1_4_stk_cor,1,account.data_account_type_current_assets,chart_template_niif_solidario,
,,131025,bdgtry_sol_131025,niif_sol_131025,131025,Productos Pecuarios,group_fin_1_4_stk_cor,1,account.data_account_type_current_assets,chart_template_niif_solidario,
,,131030,bdgtry_sol_131030,niif_sol_131030,131030,Obras De Construcci�n En Curso,group_fin_1_4_stk_cor,1,account.data_account_type_current_assets,chart_template_niif_solidario,
,,131040,bdgtry_sol_131040,niif_sol_131040,131040,Otros Inventarios,group_fin_1_4_stk_cor,1,account.data_account_type_current_assets,chart_template_niif_solidario,
,,131095,bdgtry_sol_131095,niif_sol_131095,131095,Otros - Bienes Transformados Por La Entidad (Cr),group_fin_1_4_stk_cor,1,account.data_account_type_current_assets,chart_template_niif_solidario,
,,131099,bdgtry_sol_131099,niif_sol_131099,131099,Deterioro - Bienes Transformados Por La Entidad (Cr),group_fin_1_4_stk_cor,1,account.data_account_type_current_assets,chart_template_niif_solidario,
bdgtry_sol_1315,1315 - Prestadores De Servicios,131500,bdgtry_sol_1315,niif_sol_1315,1315,Prestadores De Servicios,,0,account.data_account_off_sheet,chart_template_niif_solidario,
,,131501,bdgtry_sol_131501,niif_sol_131501,131501,Servicios De Consultor�a,group_fin_1_4_stk_cor,1,account.data_account_type_current_assets,chart_template_niif_solidario,
,,131502,bdgtry_sol_131502,niif_sol_131502,131502,Servicios De Mantenimiento Y Reparaci�n,group_fin_1_4_stk_cor,1,account.data_account_type_current_assets,chart_template_niif_solidario,
,,131503,bdgtry_sol_131503,niif_sol_131503,131503,Otros Inventarios De Prestadores De Servicios,group_fin_1_4_stk_cor,1,account.data_account_type_current_assets,chart_template_niif_solidario,
,,131595,bdgtry_sol_131595,niif_sol_131595,131595,Otros Prestadores De Servicios (Cr),group_fin_1_4_stk_cor,1,account.data_account_type_current_assets,chart_template_niif_solidario,
,,131599,bdgtry_sol_131599,niif_sol_131599,131599,Deterioro Prestadores De Servicios (Cr),group_fin_1_4_stk_cor,1,account.data_account_type_current_assets,chart_template_niif_solidario,
bdgtry_sol_14,14 - Cartera De Cr�ditos,140000,bdgtry_sol_14,niif_sol_14,14,Cartera De Cr�ditos,,0,account.data_account_off_sheet,chart_template_niif_solidario,
bdgtry_sol_1404,1404 - Cr�ditos De Vivienda - Con Libranza,140400,bdgtry_sol_1404,niif_sol_1404,1404,Cr�ditos De Vivienda - Con Libranza,,0,account.data_account_off_sheet,chart_template_niif_solidario,
,,140405,bdgtry_sol_140405,niif_sol_140405,140405,Categor�a A Riesgo Normal,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,140410,bdgtry_sol_140410,niif_sol_140410,140410,Categor�a B Riesgo Aceptable,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,140415,bdgtry_sol_140415,niif_sol_140415,140415,Categor�a C Riesgo Apreciable,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,140420,bdgtry_sol_140420,niif_sol_140420,140420,Categor�a D Riesgo Significativo,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,140425,bdgtry_sol_140425,niif_sol_140425,140425,Categor�a E Riesgo De Incobrabilidad,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
bdgtry_sol_1405,1405 - Cr�ditos De Vivienda - Sin Libranza,140500,bdgtry_sol_1405,niif_sol_1405,1405,Cr�ditos De Vivienda - Sin Libranza,,0,account.data_account_off_sheet,chart_template_niif_solidario,
,,140505,bdgtry_sol_140505,niif_sol_140505,140505,Categor�a A Riesgo Normal,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,140510,bdgtry_sol_140510,niif_sol_140510,140510,Categor�a B Riesgo Aceptable,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,140515,bdgtry_sol_140515,niif_sol_140515,140515,Categor�a C Riesgo Apreciable,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,140520,bdgtry_sol_140520,niif_sol_140520,140520,Categor�a D Riesgo Significativo,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,140525,bdgtry_sol_140525,niif_sol_140525,140525,Categor�a E Riesgo De Incobrabilidad,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
bdgtry_sol_1406,1406 - Intereses Cr�ditos De Vivienda,140600,bdgtry_sol_1406,niif_sol_1406,1406,Intereses Cr�ditos De Vivienda,,0,account.data_account_off_sheet,chart_template_niif_solidario,
,,140605,bdgtry_sol_140605,niif_sol_140605,140605,Categor�a A Riesgo Normal,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,140610,bdgtry_sol_140610,niif_sol_140610,140610,Categor�a B Riesgo Aceptable,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,140615,bdgtry_sol_140615,niif_sol_140615,140615,Categor�a C Riesgo Apreciable,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,140620,bdgtry_sol_140620,niif_sol_140620,140620,Categor�a D Riesgo Significativo,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,140625,bdgtry_sol_140625,niif_sol_140625,140625,Categor�a E Riesgo De Incobrabilidad,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
bdgtry_sol_1407,1407 - Pagos Por Cuenta De Asociados - Cr�ditos Vivienda,140700,bdgtry_sol_1407,niif_sol_1407,1407,Pagos Por Cuenta De Asociados - Cr�ditos Vivienda,,0,account.data_account_off_sheet,chart_template_niif_solidario,
,,140705,bdgtry_sol_140705,niif_sol_140705,140705,Categor�a A Riesgo Normal,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,140710,bdgtry_sol_140710,niif_sol_140710,140710,Categor�a B Riesgo Aceptable,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,140715,bdgtry_sol_140715,niif_sol_140715,140715,Categor�a C Riesgo Apreciable,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,140720,bdgtry_sol_140720,niif_sol_140720,140720,Categor�a D Riesgo Significativo,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,140725,bdgtry_sol_140725,niif_sol_140725,140725,Categor�a E Riesgo De Incobrabilidad,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
bdgtry_sol_1408,1408 - Deterioro Cr�ditos De Vivienda (Cr),140800,bdgtry_sol_1408,niif_sol_1408,1408,Deterioro Cr�ditos De Vivienda (Cr),,0,account.data_account_off_sheet,chart_template_niif_solidario,
,,140805,bdgtry_sol_140805,niif_sol_140805,140805,Categor�a A Riesgo Normal,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,140810,bdgtry_sol_140810,niif_sol_140810,140810,Categor�a B Riesgo Aceptable,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,140815,bdgtry_sol_140815,niif_sol_140815,140815,Categor�a C Riesgo Apreciable,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,140820,bdgtry_sol_140820,niif_sol_140820,140820,Categor�a D Riesgo Significativo,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,140825,bdgtry_sol_140825,niif_sol_140825,140825,Categor�a E Riesgo De Incobrabilidad,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
bdgtry_sol_1409,1409 - Deterioro Intereses Cr�ditos De Vivienda (Cr),140900,bdgtry_sol_1409,niif_sol_1409,1409,Deterioro Intereses Cr�ditos De Vivienda (Cr),,0,account.data_account_off_sheet,chart_template_niif_solidario,
,,140905,bdgtry_sol_140905,niif_sol_140905,140905,Categor�a A Riesgo Normal,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,140910,bdgtry_sol_140910,niif_sol_140910,140910,Categor�a B Riesgo Aceptable,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,140915,bdgtry_sol_140915,niif_sol_140915,140915,Categor�a C Riesgo Apreciable,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,140920,bdgtry_sol_140920,niif_sol_140920,140920,Categor�a D Riesgo Significativo,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,140925,bdgtry_sol_140925,niif_sol_140925,140925,Categor�a E Riesgo De Incobrabilidad,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
bdgtry_sol_1410,1410 - Deterioro Pago Por Cuenta De Asociados - Cr�ditos De Vivienda (Cr),141000,bdgtry_sol_1410,niif_sol_1410,1410,Deterioro Pago Por Cuenta De Asociados - Cr�ditos De Vivienda (Cr),,0,account.data_account_off_sheet,chart_template_niif_solidario,
,,141005,bdgtry_sol_141005,niif_sol_141005,141005,Categor�a A Riesgo Normal,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,141010,bdgtry_sol_141010,niif_sol_141010,141010,Categor�a B Riesgo Aceptable,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,141015,bdgtry_sol_141015,niif_sol_141015,141015,Categor�a C Riesgo Apreciable,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,141020,bdgtry_sol_141020,niif_sol_141020,141020,Categor�a D Riesgo Significativo,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,141025,bdgtry_sol_141025,niif_sol_141025,141025,Categor�a E Riesgo De Incobrabilidad,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
bdgtry_sol_1411,"1411 - Cr�ditos De Consumo, Garant�a Admisible - Con Libranza",141100,bdgtry_sol_1411,niif_sol_1411,1411,"Cr�ditos De Consumo, Garant�a Admisible - Con Libranza",,0,account.data_account_off_sheet,chart_template_niif_solidario,
,,141105,bdgtry_sol_141105,niif_sol_141105,141105,Categor�a A Riesgo Normal,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,141110,bdgtry_sol_141110,niif_sol_141110,141110,Categor�a B Riesgo Aceptable,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,141115,bdgtry_sol_141115,niif_sol_141115,141115,Categor�a C Riesgo Apreciable,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,141120,bdgtry_sol_141120,niif_sol_141120,141120,Categor�a D Riesgo Significativo,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,141125,bdgtry_sol_141125,niif_sol_141125,141125,Categor�a E Riesgo De Incobrabilidad,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
bdgtry_sol_1412,"1412 - Cr�ditos De Consumo, Garant�a Admisible - Sin Libranza",141200,bdgtry_sol_1412,niif_sol_1412,1412,"Cr�ditos De Consumo, Garant�a Admisible - Sin Libranza",,0,account.data_account_off_sheet,chart_template_niif_solidario,
,,141205,bdgtry_sol_141205,niif_sol_141205,141205,Categor�a A Riesgo Normal,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,141210,bdgtry_sol_141210,niif_sol_141210,141210,Categor�a B Riesgo Aceptable,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,141215,bdgtry_sol_141215,niif_sol_141215,141215,Categor�a C Riesgo Apreciable,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,141220,bdgtry_sol_141220,niif_sol_141220,141220,Categor�a D Riesgo Significativo,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,141225,bdgtry_sol_141225,niif_sol_141225,141225,Categor�a E Riesgo De Incobrabilidad,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
bdgtry_sol_1441,"1441 - Cr�ditos De Consumo, Otras Garant�as - Con Libranza",144100,bdgtry_sol_1441,niif_sol_1441,1441,"Cr�ditos De Consumo, Otras Garant�as - Con Libranza",,0,account.data_account_off_sheet,chart_template_niif_solidario,
,,144105,bdgtry_sol_144105,niif_sol_144105,144105,Categor�a A Riesgo Normal,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,144110,bdgtry_sol_144110,niif_sol_144110,144110,Categor�a B Riesgo Aceptable,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,144115,bdgtry_sol_144115,niif_sol_144115,144115,Categor�a C Riesgo Apreciable,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,144120,bdgtry_sol_144120,niif_sol_144120,144120,Categor�a D Riesgo Significativo,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,144125,bdgtry_sol_144125,niif_sol_144125,144125,Categor�a E Riesgo De Incobrabilidad,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
bdgtry_sol_1442,"1442 - Cr�ditos De Consumo, Otras Garant�as - Sin Libranza",144200,bdgtry_sol_1442,niif_sol_1442,1442,"Cr�ditos De Consumo, Otras Garant�as - Sin Libranza",,0,account.data_account_off_sheet,chart_template_niif_solidario,
,,144205,bdgtry_sol_144205,niif_sol_144205,144205,Categor�a A Riesgo Normal,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,144210,bdgtry_sol_144210,niif_sol_144210,144210,Categor�a B Riesgo Aceptable,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,144215,bdgtry_sol_144215,niif_sol_144215,144215,Categor�a C Riesgo Apreciable,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,144220,bdgtry_sol_144220,niif_sol_144220,144220,Categor�a D Riesgo Significativo,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,144225,bdgtry_sol_144225,niif_sol_144225,144225,Categor�a E Riesgo De Incobrabilidad,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
bdgtry_sol_1443,1443 - Intereses Cr�ditos De Consumo,144300,bdgtry_sol_1443,niif_sol_1443,1443,Intereses Cr�ditos De Consumo,,0,account.data_account_off_sheet,chart_template_niif_solidario,
,,144305,bdgtry_sol_144305,niif_sol_144305,144305,Categor�a A Riesgo Normal,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,144310,bdgtry_sol_144310,niif_sol_144310,144310,Categor�a B Riesgo Aceptable,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,144315,bdgtry_sol_144315,niif_sol_144315,144315,Categor�a C Riesgo Apreciable,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,144320,bdgtry_sol_144320,niif_sol_144320,144320,Categor�a D Riesgo Significativo,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,144325,bdgtry_sol_144325,niif_sol_144325,144325,Categor�a E Riesgo De Incobrabilidad,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
bdgtry_sol_1444,1444 - Pagos Por Cuenta De Asociados - Cr�ditos Consumo,144400,bdgtry_sol_1444,niif_sol_1444,1444,Pagos Por Cuenta De Asociados - Cr�ditos Consumo,,0,account.data_account_off_sheet,chart_template_niif_solidario,
,,144405,bdgtry_sol_144405,niif_sol_144405,144405,Categor�a A Riesgo Normal,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,144410,bdgtry_sol_144410,niif_sol_144410,144410,Categor�a B Riesgo Aceptable,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,144415,bdgtry_sol_144415,niif_sol_144415,144415,Categor�a C Riesgo Apreciable,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,144420,bdgtry_sol_144420,niif_sol_144420,144420,Categor�a D Riesgo Significativo,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,144425,bdgtry_sol_144425,niif_sol_144425,144425,Categor�a E Riesgo De Incobrabilidad,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
bdgtry_sol_1445,1445 - Deterioro Cr�ditos De Consumo (Cr),144500,bdgtry_sol_1445,niif_sol_1445,1445,Deterioro Cr�ditos De Consumo (Cr),,0,account.data_account_off_sheet,chart_template_niif_solidario,
,,144505,bdgtry_sol_144505,niif_sol_144505,144505,Categor�a A Riesgo Normal Garant�a Admisible,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,144510,bdgtry_sol_144510,niif_sol_144510,144510,Categor�a A Riesgo Normal Otras Garant�as,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,144515,bdgtry_sol_144515,niif_sol_144515,144515,Categor�a B Riesgo Aceptable Garant�a Admisible,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,144520,bdgtry_sol_144520,niif_sol_144520,144520,Categor�a B Riesgo Aceptable Otras Garant�as,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,144525,bdgtry_sol_144525,niif_sol_144525,144525,Categor�a C Riesgo Apreciable Garant�a Admisible,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,144530,bdgtry_sol_144530,niif_sol_144530,144530,Categor�a C Riesgo Apreciable Otras Garant�as,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,144535,bdgtry_sol_144535,niif_sol_144535,144535,Categor�a D Riesgo Significativo Garant�a Admisible,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,144540,bdgtry_sol_144540,niif_sol_144540,144540,Categor�a D Riesgo Significativo Otras Garant�as,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,144545,bdgtry_sol_144545,niif_sol_144545,144545,Categor�a E Riesgo De Incobrabilidad Garant�a Admisible,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,144550,bdgtry_sol_144550,niif_sol_144550,144550,Categor�a E Riesgo De Incobrabilidad Otras Garant�as,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
bdgtry_sol_1446,1446 - Deterioro Intereses Cr�ditos De Consumo (Cr),144600,bdgtry_sol_1446,niif_sol_1446,1446,Deterioro Intereses Cr�ditos De Consumo (Cr),,0,account.data_account_off_sheet,chart_template_niif_solidario,
,,144605,bdgtry_sol_144605,niif_sol_144605,144605,Categor�a A Riesgo Normal,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,144610,bdgtry_sol_144610,niif_sol_144610,144610,Categor�a B Riesgo Aceptable,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,144615,bdgtry_sol_144615,niif_sol_144615,144615,Categor�a C Riesgo Apreciable,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,144620,bdgtry_sol_144620,niif_sol_144620,144620,Categor�a D Riesgo Significativo,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,144625,bdgtry_sol_144625,niif_sol_144625,144625,Categor�a E Riesgo De Incobrabilidad,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
bdgtry_sol_1447,1447 - Deterioro Pago Por Cuenta De Asociados - Cr�ditos De Consumo (Cr),144700,bdgtry_sol_1447,niif_sol_1447,1447,Deterioro Pago Por Cuenta De Asociados - Cr�ditos De Consumo (Cr),,0,account.data_account_off_sheet,chart_template_niif_solidario,
,,144705,bdgtry_sol_144705,niif_sol_144705,144705,Categor�a A Riesgo Normal,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,144710,bdgtry_sol_144710,niif_sol_144710,144710,Categor�a B Riesgo Aceptable,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,144715,bdgtry_sol_144715,niif_sol_144715,144715,Categor�a C Riesgo Apreciable,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,144720,bdgtry_sol_144720,niif_sol_144720,144720,Categor�a D Riesgo Significativo,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,144725,bdgtry_sol_144725,niif_sol_144725,144725,Categor�a E Riesgo De Incobrabilidad,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
bdgtry_sol_1448,1448 - Microcr�dito Inmobiliario,144800,bdgtry_sol_1448,niif_sol_1448,1448,Microcr�dito Inmobiliario,,0,account.data_account_off_sheet,chart_template_niif_solidario,
,,144805,bdgtry_sol_144805,niif_sol_144805,144805,Categor�a A Riesgo Normal,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,144810,bdgtry_sol_144810,niif_sol_144810,144810,Categor�a B Riesgo Aceptable,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,144815,bdgtry_sol_144815,niif_sol_144815,144815,Categor�a C Riesgo Apreciable,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,144820,bdgtry_sol_144820,niif_sol_144820,144820,Categor�a D Riesgo Significativo,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
,,144825,bdgtry_sol_144825,niif_sol_144825,144825,Categor�a E Riesgo De Incobrabilidad,group_fin_1_3_cta_cob,1,account.data_account_type_current_assets,chart_template_niif_solidario,aat_1008_1315_N
bdgtry_sol_1449,1449 - Intereses Microcr�dito Inmobiliario,144900,bdgtry_sol_1449,niif_sol_1449,1449,Intereses Microcr�dito Inmobiliario,,0,account.data_account_off_sheet,chart_template_niif_solidario,
