id,name,description,chart_template_id:id,type_tax_use,amount,sequence,price_include,tax_group_id:id,invoice_repartition_line_ids/id,invoice_repartition_line_ids/repartition_type,invoice_repartition_line_ids/factor_percent,invoice_repartition_line_ids/account_id:id,refund_repartition_line_ids/id,refund_repartition_line_ids/repartition_type,refund_repartition_line_ids/factor_percent,refund_repartition_line_ids/account_id:id
,,,,,,,,,tax_tem_com_tax_rtefte_2lt,tax,100,puc_com_236525,tax_tem_com_tax_rtefte_2lt_rfnd,tax,100,puc_com_236525
tax_tem_com_aurte_2_5gt_bs,AuRte 2.5%\,AuRte2.5%\,chart_template_comercial,sale,2.5,166,FALSE,tax_group_rtefte_08,tax_tem_com_base_aurte_2_5gt_bs,base,,,tax_tem_com_base_aurte_2_5gt_bs_rfnd,base,,
,,,,,,,,,tax_tem_com_tax_aurte_2_5gt_bs,tax,100,puc_com_236575,tax_tem_com_tax_aurte_2_5gt_bs_rfnd,tax,100,puc_com_236575
tax_tem_com_rtefte_2_5gt,RteFte 2.5%,RteFte2.5%,chart_template_comercial,sale,-2.5,167,FALSE,tax_group_rtefte_08,tax_tem_com_base_rtefte_2_5gt,base,,,tax_tem_com_base_rtefte_2_5gt_rfnd,base,,
,,,,,,,,,tax_tem_com_tax_rtefte_2_5gt,tax,100,puc_com_236540,tax_tem_com_tax_rtefte_2_5gt_rfnd,tax,100,puc_com_236540
tax_tem_com_aurte_2_5gt_sl,AuRte 2.5%/,AuRte2.5%/,chart_template_comercial,sale,-2.5,168,FALSE,tax_group_rtefte_08,tax_tem_com_base_aurte_2_5gt_sl,base,,,tax_tem_com_base_aurte_2_5gt_sl_rfnd,base,,
,,,,,,,,,tax_tem_com_tax_aurte_2_5gt_sl,tax,100,puc_com_135515,tax_tem_com_tax_aurte_2_5gt_sl_rfnd,tax,100,puc_com_135515
tax_tem_com_rtefte_2_5lt,RteFte 2.5%<,RteFte2.5%,chart_template_comercial,purchase,-2.5,169,FALSE,tax_group_rtefte_08,tax_tem_com_base_rtefte_2_5lt,base,,,tax_tem_com_base_rtefte_2_5lt_rfnd,base,,
,,,,,,,,,tax_tem_com_tax_rtefte_2_5lt,tax,100,puc_com_236540,tax_tem_com_tax_rtefte_2_5lt_rfnd,tax,100,puc_com_236540
tax_tem_com_aurte_3gt_bs,AuRte 3%\,AuRte3%\,chart_template_comercial,sale,3,170,FALSE,tax_group_rtefte_08,tax_tem_com_base_aurte_3gt_bs,base,,,tax_tem_com_base_aurte_3gt_bs_rfnd,base,,
,,,,,,,,,tax_tem_com_tax_aurte_3gt_bs,tax,100,puc_com_236575,tax_tem_com_tax_aurte_3gt_bs_rfnd,tax,100,puc_com_236575
tax_tem_com_rtefte_3gt,RteFte 3%,RteFte3%,chart_template_comercial,sale,-3,171,FALSE,tax_group_rtefte_08,tax_tem_com_base_rtefte_3gt,base,,,tax_tem_com_base_rtefte_3gt_rfnd,base,,
,,,,,,,,,tax_tem_com_tax_rtefte_3gt,tax,100,puc_com_236540,tax_tem_com_tax_rtefte_3gt_rfnd,tax,100,puc_com_236540
tax_tem_com_aurte_3gt_sl,AuRte 3%/,AuRte3%/,chart_template_comercial,sale,-3,172,FALSE,tax_group_rtefte_08,tax_tem_com_base_aurte_3gt_sl,base,,,tax_tem_com_base_aurte_3gt_sl_rfnd,base,,
,,,,,,,,,tax_tem_com_tax_aurte_3gt_sl,tax,100,puc_com_135515,tax_tem_com_tax_aurte_3gt_sl_rfnd,tax,100,puc_com_135515
tax_tem_com_rtefte_3lt,RteFte 3%<,RteFte3%,chart_template_comercial,purchase,-3,173,FALSE,tax_group_rtefte_08,tax_tem_com_base_rtefte_3lt,base,,,tax_tem_com_base_rtefte_3lt_rfnd,base,,
,,,,,,,,,tax_tem_com_tax_rtefte_3lt,tax,100,puc_com_236525,tax_tem_com_tax_rtefte_3lt_rfnd,tax,100,puc_com_236525
tax_tem_com_aurte_3_5gt_bs,AuRte 3.5%\,AuRte3.5%\,chart_template_comercial,sale,3.5,174,FALSE,tax_group_rtefte_08,tax_tem_com_base_aurte_3_5gt_bs,base,,,tax_tem_com_base_aurte_3_5gt_bs_rfnd,base,,
,,,,,,,,,tax_tem_com_tax_aurte_3_5gt_bs,tax,100,puc_com_236575,tax_tem_com_tax_aurte_3_5gt_bs_rfnd,tax,100,puc_com_236575
tax_tem_com_rtefte_3_5gt,RteFte 3.5%,RteFte3.5%,chart_template_comercial,sale,-3.5,175,FALSE,tax_group_rtefte_08,tax_tem_com_base_rtefte_3_5gt,base,,,tax_tem_com_base_rtefte_3_5gt_rfnd,base,,
,,,,,,,,,tax_tem_com_tax_rtefte_3_5gt,tax,100,puc_com_236540,tax_tem_com_tax_rtefte_3_5gt_rfnd,tax,100,puc_com_236540
tax_tem_com_aurte_3_5gt_sl,AuRte 3.5%/,AuRte3.5%/,chart_template_comercial,sale,-3.5,176,FALSE,tax_group_rtefte_08,tax_tem_com_base_aurte_3_5gt_sl,base,,,tax_tem_com_base_aurte_3_5gt_sl_rfnd,base,,
,,,,,,,,,tax_tem_com_tax_aurte_3_5gt_sl,tax,100,puc_com_135515,tax_tem_com_tax_aurte_3_5gt_sl_rfnd,tax,100,puc_com_135515
tax_tem_com_rtefte_3_5lt,RteFte 3.5%<,RteFte3.5%,chart_template_comercial,purchase,-3.5,177,FALSE,tax_group_rtefte_08,tax_tem_com_base_rtefte_3_5lt,base,,,tax_tem_com_base_rtefte_3_5lt_rfnd,base,,
,,,,,,,,,tax_tem_com_tax_rtefte_3_5lt,tax,100,puc_com_236525,tax_tem_com_tax_rtefte_3_5lt_rfnd,tax,100,puc_com_236525
tax_tem_com_aurte_4gt_bs,AuRte 4%\,AuRte4%\,chart_template_comercial,sale,4,178,FALSE,tax_group_rtefte_08,tax_tem_com_base_aurte_4gt_bs,base,,,tax_tem_com_base_aurte_4gt_bs_rfnd,base,,
,,,,,,,,,tax_tem_com_tax_aurte_4gt_bs,tax,100,puc_com_236575,tax_tem_com_tax_aurte_4gt_bs_rfnd,tax,100,puc_com_236575
tax_tem_com_rtefte_4gt,RteFte 4%,RteFte4%,chart_template_comercial,sale,-4,179,FALSE,tax_group_rtefte_08,tax_tem_com_base_rtefte_4gt,base,,,tax_tem_com_base_rtefte_4gt_rfnd,base,,
,,,,,,,,,tax_tem_com_tax_rtefte_4gt,tax,100,puc_com_236540,tax_tem_com_tax_rtefte_4gt_rfnd,tax,100,puc_com_236540
tax_tem_com_aurte_4gt_sl,AuRte 4%/,AuRte4%/,chart_template_comercial,sale,-4,180,FALSE,tax_group_rtefte_08,tax_tem_com_base_aurte_4gt_sl,base,,,tax_tem_com_base_aurte_4gt_sl_rfnd,base,,
,,,,,,,,,tax_tem_com_tax_aurte_4gt_sl,tax,100,puc_com_135515,tax_tem_com_tax_aurte_4gt_sl_rfnd,tax,100,puc_com_135515
tax_tem_com_rtefte_4lt,RteFte 4%<,RteFte4%,chart_template_comercial,purchase,-4,181,FALSE,tax_group_rtefte_08,tax_tem_com_base_rtefte_4lt,base,,,tax_tem_com_base_rtefte_4lt_rfnd,base,,
,,,,,,,,,tax_tem_com_tax_rtefte_4lt,tax,100,puc_com_236525,tax_tem_com_tax_rtefte_4lt_rfnd,tax,100,puc_com_236525
tax_tem_com_aurte_6gt_bs,AuRte 6%\,AuRte6%\,chart_template_comercial,sale,6,182,FALSE,tax_group_rtefte_08,tax_tem_com_base_aurte_6gt_bs,base,,,tax_tem_com_base_aurte_6gt_bs_rfnd,base,,
,,,,,,,,,tax_tem_com_tax_aurte_6gt_bs,tax,100,puc_com_236575,tax_tem_com_tax_aurte_6gt_bs_rfnd,tax,100,puc_com_236575
tax_tem_com_rtefte_6gt,RteFte 6%,RteFte6%,chart_template_comercial,sale,-6,183,FALSE,tax_group_rtefte_08,tax_tem_com_base_rtefte_6gt,base,,,tax_tem_com_base_rtefte_6gt_rfnd,base,,
,,,,,,,,,tax_tem_com_tax_rtefte_6gt,tax,100,puc_com_236540,tax_tem_com_tax_rtefte_6gt_rfnd,tax,100,puc_com_236540
tax_tem_com_aurte_6gt_sl,AuRte 6%/,AuRte6%/,chart_template_comercial,sale,-6,184,FALSE,tax_group_rtefte_08,tax_tem_com_base_aurte_6gt_sl,base,,,tax_tem_com_base_aurte_6gt_sl_rfnd,base,,
,,,,,,,,,tax_tem_com_tax_aurte_6gt_sl,tax,100,puc_com_135515,tax_tem_com_tax_aurte_6gt_sl_rfnd,tax,100,puc_com_135515
tax_tem_com_rtefte_6lt,RteFte 6%<,RteFte6%,chart_template_comercial,purchase,-6,185,FALSE,tax_group_rtefte_08,tax_tem_com_base_rtefte_6lt,base,,,tax_tem_com_base_rtefte_6lt_rfnd,base,,
,,,,,,,,,tax_tem_com_tax_rtefte_6lt,tax,100,puc_com_236525,tax_tem_com_tax_rtefte_6lt_rfnd,tax,100,puc_com_236525
tax_tem_com_aurte_7gt_bs,AuRte 7%\,AuRte7%\,chart_template_comercial,sale,7,186,FALSE,tax_group_rtefte_08,tax_tem_com_base_aurte_7gt_bs,base,,,tax_tem_com_base_aurte_7gt_bs_rfnd,base,,
,,,,,,,,,tax_tem_com_tax_aurte_7gt_bs,tax,100,puc_com_236575,tax_tem_com_tax_aurte_7gt_bs_rfnd,tax,100,puc_com_236575
tax_tem_com_rtefte_7gt,RteFte 7%,RteFte7%,chart_template_comercial,sale,-7,187,FALSE,tax_group_rtefte_08,tax_tem_com_base_rtefte_7gt,base,,,tax_tem_com_base_rtefte_7gt_rfnd,base,,
,,,,,,,,,tax_tem_com_tax_rtefte_7gt,tax,100,puc_com_236540,tax_tem_com_tax_rtefte_7gt_rfnd,tax,100,puc_com_236540
tax_tem_com_aurte_7gt_sl,AuRte 7%/,AuRte7%/,chart_template_comercial,sale,-7,188,FALSE,tax_group_rtefte_08,tax_tem_com_base_aurte_7gt_sl,base,,,tax_tem_com_base_aurte_7gt_sl_rfnd,base,,
,,,,,,,,,tax_tem_com_tax_aurte_7gt_sl,tax,100,puc_com_135515,tax_tem_com_tax_aurte_7gt_sl_rfnd,tax,100,puc_com_135515
tax_tem_com_rtefte_7lt,RteFte 7%<,RteFte7%,chart_template_comercial,purchase,-7,189,FALSE,tax_group_rtefte_08,tax_tem_com_base_rtefte_7lt,base,,,tax_tem_com_base_rtefte_7lt_rfnd,base,,
,,,,,,,,,tax_tem_com_tax_rtefte_7lt,tax,100,puc_com_236540,tax_tem_com_tax_rtefte_7lt_rfnd,tax,100,puc_com_236540
tax_tem_com_aurte_10gt_bs,AuRte 10%\,AuRte10%\,chart_template_comercial,sale,10,190,FALSE,tax_group_rtefte_08,tax_tem_com_base_aurte_10gt_bs,base,,,tax_tem_com_base_aurte_10gt_bs_rfnd,base,,
,,,,,,,,,tax_tem_com_tax_aurte_10gt_bs,tax,100,puc_com_236575,tax_tem_com_tax_aurte_10gt_bs_rfnd,tax,100,puc_com_236575
tax_tem_com_rtefte_10gt,RteFte 10%,RteFte10%,chart_template_comercial,sale,-10,191,FALSE,tax_group_rtefte_08,tax_tem_com_base_rtefte_10gt,base,,,tax_tem_com_base_rtefte_10gt_rfnd,base,,
,,,,,,,,,tax_tem_com_tax_rtefte_10gt,tax,100,puc_com_236540,tax_tem_com_tax_rtefte_10gt_rfnd,tax,100,puc_com_236540
tax_tem_com_aurte_10gt_sl,AuRte 10%/,AuRte10%/,chart_template_comercial,sale,-10,192,FALSE,tax_group_rtefte_08,tax_tem_com_base_aurte_10gt_sl,base,,,tax_tem_com_base_aurte_10gt_sl_rfnd,base,,
,,,,,,,,,tax_tem_com_tax_aurte_10gt_sl,tax,100,puc_com_135515,tax_tem_com_tax_aurte_10gt_sl_rfnd,tax,100,puc_com_135515
tax_tem_com_rtefte_10lt,RteFte 10%<,RteFte10%,chart_template_comercial,purchase,-10,193,FALSE,tax_group_rtefte_08,tax_tem_com_base_rtefte_10lt,base,,,tax_tem_com_base_rtefte_10lt_rfnd,base,,
,,,,,,,,,tax_tem_com_tax_rtefte_10lt,tax,100,puc_com_236515,tax_tem_com_tax_rtefte_10lt_rfnd,tax,100,puc_com_236515
tax_tem_com_aurte_11gt_bs,AuRte 11%\,AuRte11%\,chart_template_comercial,sale,11,194,FALSE,tax_group_rtefte_08,tax_tem_com_base_aurte_11gt_bs,base,,,tax_tem_com_base_aurte_11gt_bs_rfnd,base,,
,,,,,,,,,tax_tem_com_tax_aurte_11gt_bs,tax,100,puc_com_236575,tax_tem_com_tax_aurte_11gt_bs_rfnd,tax,100,puc_com_236575
tax_tem_com_rtefte_11gt,RteFte 11%,RteFte11%,chart_template_comercial,sale,-11,195,FALSE,tax_group_rtefte_08,tax_tem_com_base_rtefte_11gt,base,,,tax_tem_com_base_rtefte_11gt_rfnd,base,,
,,,,,,,,,tax_tem_com_tax_rtefte_11gt,tax,100,puc_com_236540,tax_tem_com_tax_rtefte_11gt_rfnd,tax,100,puc_com_236540
tax_tem_com_aurte_11gt_sl,AuRte 11%/,AuRte11%/,chart_template_comercial,sale,-11,196,FALSE,tax_group_rtefte_08,tax_tem_com_base_aurte_11gt_sl,base,,,tax_tem_com_base_aurte_11gt_sl_rfnd,base,,
,,,,,,,,,tax_tem_com_tax_aurte_11gt_sl,tax,100,puc_com_135515,tax_tem_com_tax_aurte_11gt_sl_rfnd,tax,100,puc_com_135515
tax_tem_com_rtefte_11lt,RteFte 11%<,RteFte11%,chart_template_comercial,purchase,-11,197,FALSE,tax_group_rtefte_08,tax_tem_com_base_rtefte_11lt,base,,,tax_tem_com_base_rtefte_11lt_rfnd,base,,
,,,,,,,,,tax_tem_com_tax_rtefte_11lt,tax,100,puc_com_236515,tax_tem_com_tax_rtefte_11lt_rfnd,tax,100,puc_com_236515
tax_tem_com_aurte_16gt_bs,AuRte 16%\,AuRte16%\,chart_template_comercial,sale,16,198,FALSE,tax_group_rtefte_08,tax_tem_com_base_aurte_16gt_bs,base,,,tax_tem_com_base_aurte_16gt_bs_rfnd,base,,
,,,,,,,,,tax_tem_com_tax_aurte_16gt_bs,tax,100,puc_com_236575,tax_tem_com_tax_aurte_16gt_bs_rfnd,tax,100,puc_com_236575
tax_tem_com_rtefte_16gt,RteFte 16%,RteFte16%,chart_template_comercial,sale,-16,199,FALSE,tax_group_rtefte_08,tax_tem_com_base_rtefte_16gt,base,,,tax_tem_com_base_rtefte_16gt_rfnd,base,,
,,,,,,,,,tax_tem_com_tax_rtefte_16gt,tax,100,puc_com_236540,tax_tem_com_tax_rtefte_16gt_rfnd,tax,100,puc_com_236540
tax_tem_com_aurte_16gt_sl,AuRte 16%/,AuRte16%/,chart_template_comercial,sale,-16,200,FALSE,tax_group_rtefte_08,tax_tem_com_base_aurte_16gt_sl,base,,,tax_tem_com_base_aurte_16gt_sl_rfnd,base,,
,,,,,,,,,tax_tem_com_tax_aurte_16gt_sl,tax,100,puc_com_135515,tax_tem_com_tax_aurte_16gt_sl_rfnd,tax,100,puc_com_135515
tax_tem_com_rtefte_16lt,RteFte 16%<,RteFte16%,chart_template_comercial,purchase,-16,201,FALSE,tax_group_rtefte_08,tax_tem_com_base_rtefte_16lt,base,,,tax_tem_com_base_rtefte_16lt_rfnd,base,,
,,,,,,,,,tax_tem_com_tax_rtefte_16lt,tax,100,puc_com_236540,tax_tem_com_tax_rtefte_16lt_rfnd,tax,100,puc_com_236540
tax_tem_com_rtefte_19gt_bs,RteFte 19%\,RteFte19%,chart_template_comercial,sale,19,202,FALSE,tax_group_rtefte_08,tax_tem_com_base_rtefte_19gt_bs,base,,,tax_tem_com_base_rtefte_19gt_bs_rfnd,base,,
,,,,,,,,,tax_tem_com_tax_rtefte_19gt_bs,tax,100,puc_com_236540,tax_tem_com_tax_rtefte_19gt_bs_rfnd,tax,100,puc_com_236540
tax_tem_com_rtefte_19gt,RteFte 19%,RteFte19%,chart_template_comercial,sale,-19,203,FALSE,tax_group_rtefte_08,tax_tem_com_base_rtefte_19gt,base,,,tax_tem_com_base_rtefte_19gt_rfnd,base,,
,,,,,,,,,tax_tem_com_tax_rtefte_19gt,tax,100,puc_com_236540,tax_tem_com_tax_rtefte_19gt_rfnd,tax,100,puc_com_236540
tax_tem_com_aurte_19gt_sl,AuRte 19%/,AuRte19%/,chart_template_comercial,sale,-19,204,FALSE,tax_group_rtefte_08,tax_tem_com_base_aurte_19gt_sl,base,,,tax_tem_com_base_aurte_19gt_sl_rfnd,base,,
,,,,,,,,,tax_tem_com_tax_aurte_19gt_sl,tax,100,puc_com_135515,tax_tem_com_tax_aurte_19gt_sl_rfnd,tax,100,puc_com_135515
tax_tem_com_rtefte_19lt,RteFte 19%<,RteFte19%,chart_template_comercial,purchase,-19,205,FALSE,tax_group_rtefte_08,tax_tem_com_base_rtefte_19lt,base,,,tax_tem_com_base_rtefte_19lt_rfnd,base,,
,,,,,,,,,tax_tem_com_tax_rtefte_19lt,tax,100,puc_com_236540,tax_tem_com_tax_rtefte_19lt_rfnd,tax,100,puc_com_236540
tax_tem_com_aurte_33gt_bs,AuRte 33%\,AuRte33%\,chart_template_comercial,sale,33,206,FALSE,tax_group_rtefte_08,tax_tem_com_base_aurte_33gt_bs,base,,,tax_tem_com_base_aurte_33gt_bs_rfnd,base,,
,,,,,,,,,tax_tem_com_tax_aurte_33gt_bs,tax,100,puc_com_236575,tax_tem_com_tax_aurte_33gt_bs_rfnd,tax,100,puc_com_236575
tax_tem_com_rtefte_33gt,RteFte 33%,RteFte33%,chart_template_comercial,sale,-33,207,FALSE,tax_group_rtefte_08,tax_tem_com_base_rtefte_33gt,base,,,tax_tem_com_base_rtefte_33gt_rfnd,base,,
,,,,,,,,,tax_tem_com_tax_rtefte_33gt,tax,100,puc_com_135515,tax_tem_com_tax_rtefte_33gt_rfnd,tax,100,puc_com_135515
tax_tem_com_aurte_33gt_sl,AuRte 33%/,AuRte33%/,chart_template_comercial,sale,-33,208,FALSE,tax_group_rtefte_08,tax_tem_com_base_aurte_33gt_sl,base,,,tax_tem_com_base_aurte_33gt_sl_rfnd,base,,
,,,,,,,,,tax_tem_com_tax_aurte_33gt_sl,tax,100,puc_com_135515,tax_tem_com_tax_aurte_33gt_sl_rfnd,tax,100,puc_com_135515
tax_tem_com_rtefte_33lt,RteFte 33%<,RteFte33%,chart_template_comercial,purchase,-33,209,FALSE,tax_group_rtefte_08,tax_tem_com_base_rtefte_33lt,base,,,tax_tem_com_base_rtefte_33lt_rfnd,base,,
,,,,,,,,,tax_tem_com_tax_rtefte_33lt,tax,100,puc_com_236550,tax_tem_com_tax_rtefte_33lt_rfnd,tax,100,puc_com_236550
tax_tem_niif_fin_cree_4gt_bs,Cree 4‰\,Cree4‰\,chart_template_niif_financiero,sale,0.4,1,FALSE,tax_group_otro_zz,tax_tem_niif_fin_base_fin_cree_4gt_bs,base,,,tax_tem_niif_sol_base_sol_cree_4gt_bs_rfnd,base,,
,,,,,,,,,tax_tem_niif_fin_tax_fin_cree_4gt_bs,tax,100,niif_fin_250505,tax_tem_niif_sol_tax_sol_cree_4gt_bs_rfnd,tax,100,niif_fin_250505
tax_tem_niif_fin_cree_4gt,Cree 4‰,Cree4‰,chart_template_niif_financiero,sale,0.4,2,FALSE,tax_group_otro_zz,tax_tem_niif_fin_base_fin_cree_4gt,base,,,tax_tem_niif_sol_base_sol_cree_4gt_rfnd,base,,
,,,,,,,,,tax_tem_niif_fin_tax_fin_cree_4gt,tax,100,niif_fin_250505,tax_tem_niif_sol_tax_sol_cree_4gt_rfnd,tax,100,niif_fin_250505
tax_tem_niif_fin_cree_4gt_sl,Cree 4‰/,Cree4‰/,chart_template_niif_financiero,sale,-0.4,3,FALSE,tax_group_otro_zz,tax_tem_niif_fin_base_fin_cree_4gt_sl,base,,,tax_tem_niif_sol_base_sol_cree_4gt_sl_rfnd,base,,
,,,,,,,,,tax_tem_niif_fin_tax_fin_cree_4gt_sl,tax,100,niif_fin_191005,tax_tem_niif_sol_tax_sol_cree_4gt_sl_rfnd,tax,100,niif_fin_191005
tax_tem_niif_fin_gmf_4gt_bs,Gmf 4‰\,Gmf4‰\,chart_template_niif_financiero,sale,-0.4,4,FALSE,tax_group_otro_zz,tax_tem_niif_fin_base_fin_gmf_4gt_bs,base,,,tax_tem_niif_sol_base_sol_gmf_4gt_bs_rfnd,base,,
,,,,,,,,,tax_tem_niif_fin_tax_fin_gmf_4gt_bs,tax,100,niif_fin_250505,tax_tem_niif_sol_tax_sol_gmf_4gt_bs_rfnd,tax,100,niif_fin_250505
tax_tem_niif_fin_gmf_4gt,Gmf 4‰,Gmf4‰,chart_template_niif_financiero,sale,0.4,5,FALSE,tax_group_otro_zz,tax_tem_niif_fin_base_fin_gmf_4gt,base,,,tax_tem_niif_sol_base_sol_gmf_4gt_rfnd,base,,
,,,,,,,,,tax_tem_niif_fin_tax_fin_gmf_4gt,tax,100,niif_fin_250505,tax_tem_niif_sol_tax_sol_gmf_4gt_rfnd,tax,100,niif_fin_250505
tax_tem_niif_fin_gmf_4gt_sl,Gmf 4‰/,Gmf4‰/,chart_template_niif_financiero,sale,0.4,6,FALSE,tax_group_otro_zz,tax_tem_niif_fin_base_fin_gmf_4gt_sl,base,,,tax_tem_niif_sol_base_sol_gmf_4gt_sl_rfnd,base,,
,,,,,,,,,tax_tem_niif_fin_tax_fin_gmf_4gt_sl,tax,100,niif_fin_191005,tax_tem_niif_sol_tax_sol_gmf_4gt_sl_rfnd,tax,100,niif_fin_191005
tax_tem_niif_fin_aurta_3gt_bs,AuRta 3‰\,AuRta3‰\,chart_template_niif_financiero,sale,0.3,7,FALSE,tax_group_rterta_06,tax_tem_niif_fin_base_fin_aurta_3gt_bs,base,,,tax_tem_niif_sol_base_sol_aurta_3gt_bs_rfnd,base,,
,,,,,,,,,tax_tem_niif_fin_tax_fin_aurta_3gt_bs,tax,100,niif_fin_250305,tax_tem_niif_sol_tax_sol_aurta_3gt_bs_rfnd,tax,100,niif_fin_250305
tax_tem_niif_fin_rterta_3gt,RteRta 3‰,RteRta3‰,chart_template_niif_financiero,sale,0.4,8,FALSE,tax_group_rterta_06,tax_tem_niif_fin_base_fin_rterta_3gt,base,,,tax_tem_niif_sol_base_sol_rterta_3gt_rfnd,base,,
,,,,,,,,,tax_tem_niif_fin_tax_fin_rterta_3gt,tax,100,niif_fin_250310,tax_tem_niif_sol_tax_sol_rterta_3gt_rfnd,tax,100,niif_fin_250310
tax_tem_niif_fin_aurta_3gt_sl,AuRta 3‰/,AuRta3‰/,chart_template_niif_financiero,sale,-0.3,9,FALSE,tax_group_rterta_06,tax_tem_niif_fin_base_fin_aurta_3gt_sl,base,,,tax_tem_niif_sol_base_sol_aurta_3gt_sl_rfnd,base,,
,,,,,,,,,tax_tem_niif_fin_tax_fin_aurta_3gt_sl,tax,100,niif_fin_191005,tax_tem_niif_sol_tax_sol_aurta_3gt_sl_rfnd,tax,100,niif_fin_191005
tax_tem_niif_fin_aurta_4gt_bs,AuRta 4‰\,AuRta4‰\,chart_template_niif_financiero,sale,0.4,10,FALSE,tax_group_rterta_06,tax_tem_niif_fin_base_fin_aurta_4gt_bs,base,,,tax_tem_niif_sol_base_sol_aurta_4gt_bs_rfnd,base,,
,,,,,,,,,tax_tem_niif_fin_tax_fin_aurta_4gt_bs,tax,100,niif_fin_250305,tax_tem_niif_sol_tax_sol_aurta_4gt_bs_rfnd,tax,100,niif_fin_250305
tax_tem_niif_fin_rterta_4gt,RteRta 4‰,RteRta4‰,chart_template_niif_financiero,sale,0.4,11,FALSE,tax_group_rterta_06,tax_tem_niif_fin_base_fin_rterta_4gt,base,,,tax_tem_niif_sol_base_sol_rterta_4gt_rfnd,base,,
,,,,,,,,,tax_tem_niif_fin_tax_fin_rterta_4gt,tax,100,niif_fin_250310,tax_tem_niif_sol_tax_sol_rterta_4gt_rfnd,tax,100,niif_fin_250310
tax_tem_niif_fin_aurta_4gt_sl,AuRta 4‰/,AuRta4‰/,chart_template_niif_financiero,sale,-0.4,12,FALSE,tax_group_rterta_06,tax_tem_niif_fin_base_fin_aurta_4gt_sl,base,,,tax_tem_niif_sol_base_sol_aurta_4gt_sl_rfnd,base,,
,,,,,,,,,tax_tem_niif_fin_tax_fin_aurta_4gt_sl,tax,100,niif_fin_191005,tax_tem_niif_sol_tax_sol_aurta_4gt_sl_rfnd,tax,100,niif_fin_191005
tax_tem_niif_fin_aurta_6gt_bs,AuRta 6‰\,AuRta6‰\,chart_template_niif_financiero,sale,0.6,13,FALSE,tax_group_rterta_06,tax_tem_niif_fin_base_fin_aurta_6gt_bs,base,,,tax_tem_niif_sol_base_sol_aurta_6gt_bs_rfnd,base,,
,,,,,,,,,tax_tem_niif_fin_tax_fin_aurta_6gt_bs,tax,100,niif_fin_250305,tax_tem_niif_sol_tax_sol_aurta_6gt_bs_rfnd,tax,100,niif_fin_250305
tax_tem_niif_fin_rterta_6gt,RteRta 6‰,RteRta6‰,chart_template_niif_financiero,sale,0.4,14,FALSE,tax_group_rterta_06,tax_tem_niif_fin_base_fin_rterta_6gt,base,,,tax_tem_niif_sol_base_sol_rterta_6gt_rfnd,base,,
,,,,,,,,,tax_tem_niif_fin_tax_fin_rterta_6gt,tax,100,niif_fin_250310,tax_tem_niif_sol_tax_sol_rterta_6gt_rfnd,tax,100,niif_fin_250310
tax_tem_niif_fin_aurta_6gt_sl,AuRta 6‰/,AuRta6‰/,chart_template_niif_financiero,sale,-0.6,15,FALSE,tax_group_rterta_06,tax_tem_niif_fin_base_fin_aurta_6gt_sl,base,,,tax_tem_niif_sol_base_sol_aurta_6gt_sl_rfnd,base,,
,,,,,,,,,tax_tem_niif_fin_tax_fin_aurta_6gt_sl,tax,100,niif_fin_191005,tax_tem_niif_sol_tax_sol_aurta_6gt_sl_rfnd,tax,100,niif_fin_191005
tax_tem_niif_fin_impco_4gt,Consumo 4%,Consumo4%,chart_template_niif_financiero,sale,4,16,FALSE,tax_group_ic_02,tax_tem_niif_fin_base_fin_impco_4gt,base,,,tax_tem_niif_sol_base_sol_impco_4gt_rfnd,base,,
,,,,,,,,,tax_tem_niif_fin_tax_fin_impco_4gt,tax,100,niif_fin_550535,tax_tem_niif_sol_tax_sol_impco_4gt_rfnd,tax,100,niif_fin_550535
tax_tem_niif_fin_impco_4lt,Consumo 4%<,Consumo4%,chart_template_niif_financiero,purchase,4,17,FALSE,tax_group_ic_02,tax_tem_niif_fin_base_fin_impco_4lt,base,,,tax_tem_niif_sol_base_sol_impco_4lt_rfnd,base,,
,,,,,,,,,tax_tem_niif_fin_tax_fin_impco_4lt,tax,100,niif_fin_550535,tax_tem_niif_sol_tax_sol_impco_4lt_rfnd,tax,100,niif_fin_550535
tax_tem_niif_fin_impco_4gt_inc,[Consumo 4%],[Consumo4%],chart_template_niif_financiero,sale,4,18,TRUE,tax_group_ic_02,tax_tem_niif_fin_base_fin_impco_4gt_inc,base,,,tax_tem_niif_sol_base_sol_impco_4gt_inc_rfnd,base,,
,,,,,,,,,tax_tem_niif_fin_tax_fin_impco_4gt_inc,tax,100,niif_fin_550535,tax_tem_niif_sol_tax_sol_impco_4gt_inc_rfnd,tax,100,niif_fin_550535
tax_tem_niif_fin_impco_4lt_inc,[Consumo 4%]<,[Consumo4%],chart_template_niif_financiero,purchase,4,19,TRUE,tax_group_ic_02,tax_tem_niif_fin_base_fin_impco_4lt_inc,base,,,tax_tem_niif_sol_base_sol_impco_4lt_inc_rfnd,base,,
,,,,,,,,,tax_tem_niif_fin_tax_fin_impco_4lt_inc,tax,100,niif_fin_550535,tax_tem_niif_sol_tax_sol_impco_4lt_inc_rfnd,tax,100,niif_fin_550535
