id,invoice_tax_id:id,repartition_type,factor_percent,account_id:id,refund_tax_id:id
tax_tem_com_tax_rteica_10gt_rfnd,,tax,100,puc_com_236710,tax_tem_com_rteica_10gt
tax_tem_com_base_rteica_10lt,tax_tem_com_rteica_10lt,base,,,
tax_tem_com_tax_rteica_10lt,tax_tem_com_rteica_10lt,tax,100,puc_com_236805,
tax_tem_com_base_rteica_10lt_rfnd,,base,,,tax_tem_com_rteica_10lt
tax_tem_com_tax_rteica_10lt_rfnd,,tax,100,puc_com_236805,tax_tem_com_rteica_10lt
tax_tem_com_base_rteica_11_04gt,tax_tem_com_rteica_11_04gt,base,,,
tax_tem_com_tax_rteica_11_04gt,tax_tem_com_rteica_11_04gt,tax,100,puc_com_236705,
tax_tem_com_base_rteica_11_04gt_rfnd,,base,,,tax_tem_com_rteica_11_04gt
tax_tem_com_tax_rteica_11_04gt_rfnd,,tax,100,puc_com_236705,tax_tem_com_rteica_11_04gt
tax_tem_com_base_rteica_11_04lt,tax_tem_com_rteica_11_04lt,base,,,
tax_tem_com_tax_rteica_11_04lt,tax_tem_com_rteica_11_04lt,tax,100,puc_com_236805,
tax_tem_com_base_rteica_11_04lt_rfnd,,base,,,tax_tem_com_rteica_11_04lt
tax_tem_com_tax_rteica_11_04lt_rfnd,,tax,100,puc_com_236805,tax_tem_com_rteica_11_04lt
tax_tem_com_base_rteica_11gt,tax_tem_com_rteica_11gt,base,,,
tax_tem_com_tax_rteica_11gt,tax_tem_com_rteica_11gt,tax,100,puc_com_236705,
tax_tem_com_base_rteica_11gt_rfnd,,base,,,tax_tem_com_rteica_11gt
tax_tem_com_tax_rteica_11gt_rfnd,,tax,100,puc_com_236705,tax_tem_com_rteica_11gt
tax_tem_com_base_rteica_11lt,tax_tem_com_rteica_11lt,base,,,
tax_tem_com_tax_rteica_11lt,tax_tem_com_rteica_11lt,tax,100,puc_com_236805,
tax_tem_com_base_rteica_11lt_rfnd,,base,,,tax_tem_com_rteica_11lt
tax_tem_com_tax_rteica_11lt_rfnd,,tax,100,puc_com_236805,tax_tem_com_rteica_11lt
tax_tem_com_base_rteica_13_8gt,tax_tem_com_rteica_13_8gt,base,,,
tax_tem_com_tax_rteica_13_8gt,tax_tem_com_rteica_13_8gt,tax,100,puc_com_236705,
tax_tem_com_base_rteica_13_8gt_rfnd,,base,,,tax_tem_com_rteica_13_8gt
tax_tem_com_tax_rteica_13_8gt_rfnd,,tax,100,puc_com_236705,tax_tem_com_rteica_13_8gt
tax_tem_com_base_rteica_13_8lt,tax_tem_com_rteica_13_8lt,base,,,
tax_tem_com_tax_rteica_13_8lt,tax_tem_com_rteica_13_8lt,tax,100,puc_com_236805,
tax_tem_com_base_rteica_13_8lt_rfnd,,base,,,tax_tem_com_rteica_13_8lt
tax_tem_com_tax_rteica_13_8lt_rfnd,,tax,100,puc_com_236805,tax_tem_com_rteica_13_8lt
tax_tem_com_base_rteica_2_5gt,tax_tem_com_rteica_2_5gt,base,,,
tax_tem_com_tax_rteica_2_5gt,tax_tem_com_rteica_2_5gt,tax,100,puc_com_236705,
tax_tem_com_base_rteica_2_5gt_rfnd,,base,,,tax_tem_com_rteica_2_5gt
tax_tem_com_tax_rteica_2_5gt_rfnd,,tax,100,puc_com_236705,tax_tem_com_rteica_2_5gt
tax_tem_com_base_rteica_2_5lt,tax_tem_com_rteica_2_5lt,base,,,
tax_tem_com_tax_rteica_2_5lt,tax_tem_com_rteica_2_5lt,tax,100,puc_com_236805,
tax_tem_com_base_rteica_2_5lt_rfnd,,base,,,tax_tem_com_rteica_2_5lt
tax_tem_com_tax_rteica_2_5lt_rfnd,,tax,100,puc_com_236805,tax_tem_com_rteica_2_5lt
tax_tem_com_base_rteica_2gt,tax_tem_com_rteica_2gt,base,,,
tax_tem_com_tax_rteica_2gt,tax_tem_com_rteica_2gt,tax,100,puc_com_236705,
tax_tem_com_base_rteica_2gt_rfnd,,base,,,tax_tem_com_rteica_2gt
tax_tem_com_tax_rteica_2gt_rfnd,,tax,100,puc_com_236705,tax_tem_com_rteica_2gt
tax_tem_com_base_rteica_2lt,tax_tem_com_rteica_2lt,base,,,
tax_tem_com_tax_rteica_2lt,tax_tem_com_rteica_2lt,tax,100,puc_com_236805,
tax_tem_com_base_rteica_2lt_rfnd,,base,,,tax_tem_com_rteica_2lt
tax_tem_com_tax_rteica_2lt_rfnd,,tax,100,puc_com_236805,tax_tem_com_rteica_2lt
tax_tem_com_base_rteica_3gt,tax_tem_com_rteica_3gt,base,,,
tax_tem_com_tax_rteica_3gt,tax_tem_com_rteica_3gt,tax,100,puc_com_236705,
tax_tem_com_base_rteica_3gt_rfnd,,base,,,tax_tem_com_rteica_3gt
tax_tem_com_tax_rteica_3gt_rfnd,,tax,100,puc_com_236705,tax_tem_com_rteica_3gt
tax_tem_com_base_rteica_3lt,tax_tem_com_rteica_3lt,base,,,
tax_tem_com_tax_rteica_3lt,tax_tem_com_rteica_3lt,tax,100,puc_com_236805,
tax_tem_com_base_rteica_3lt_rfnd,,base,,,tax_tem_com_rteica_3lt
tax_tem_com_tax_rteica_3lt_rfnd,,tax,100,puc_com_236805,tax_tem_com_rteica_3lt
tax_tem_com_base_rteica_4_14gt,tax_tem_com_rteica_4_14gt,base,,,
tax_tem_com_tax_rteica_4_14gt,tax_tem_com_rteica_4_14gt,tax,100,puc_com_236705,
tax_tem_com_base_rteica_4_14gt_rfnd,,base,,,tax_tem_com_rteica_4_14gt
tax_tem_com_tax_rteica_4_14gt_rfnd,,tax,100,puc_com_236705,tax_tem_com_rteica_4_14gt
tax_tem_com_base_rteica_4_14lt,tax_tem_com_rteica_4_14lt,base,,,
tax_tem_com_tax_rteica_4_14lt,tax_tem_com_rteica_4_14lt,tax,100,puc_com_236805,
tax_tem_com_base_rteica_4_14lt_rfnd,,base,,,tax_tem_com_rteica_4_14lt
tax_tem_com_tax_rteica_4_14lt_rfnd,,tax,100,puc_com_236805,tax_tem_com_rteica_4_14lt
tax_tem_com_base_rteica_5_4gt,tax_tem_com_rteica_5_4gt,base,,,
tax_tem_com_tax_rteica_5_4gt,tax_tem_com_rteica_5_4gt,tax,100,puc_com_236710,
tax_tem_com_base_rteica_5_4gt_rfnd,,base,,,tax_tem_com_rteica_5_4gt
tax_tem_com_tax_rteica_5_4gt_rfnd,,tax,100,puc_com_236710,tax_tem_com_rteica_5_4gt
tax_tem_com_base_rteica_5_4lt,tax_tem_com_rteica_5_4lt,base,,,
tax_tem_com_tax_rteica_5_4lt,tax_tem_com_rteica_5_4lt,tax,100,puc_com_236805,
tax_tem_com_base_rteica_5_4lt_rfnd,,base,,,tax_tem_com_rteica_5_4lt
tax_tem_com_tax_rteica_5_4lt_rfnd,,tax,100,puc_com_236805,tax_tem_com_rteica_5_4lt
tax_tem_com_base_rteica_5gt,tax_tem_com_rteica_5gt,base,,,
tax_tem_com_tax_rteica_5gt,tax_tem_com_rteica_5gt,tax,100,puc_com_236710,
tax_tem_com_base_rteica_5gt_rfnd,,base,,,tax_tem_com_rteica_5gt
tax_tem_com_tax_rteica_5gt_rfnd,,tax,100,puc_com_236710,tax_tem_com_rteica_5gt
tax_tem_com_base_rteica_5lt,tax_tem_com_rteica_5lt,base,,,
tax_tem_com_tax_rteica_5lt,tax_tem_com_rteica_5lt,tax,100,puc_com_236805,
tax_tem_com_base_rteica_5lt_rfnd,,base,,,tax_tem_com_rteica_5lt
tax_tem_com_tax_rteica_5lt_rfnd,,tax,100,puc_com_236805,tax_tem_com_rteica_5lt
tax_tem_com_base_rteica_6_9gt,tax_tem_com_rteica_6_9gt,base,,,
tax_tem_com_tax_rteica_6_9gt,tax_tem_com_rteica_6_9gt,tax,100,puc_com_236705,
tax_tem_com_base_rteica_6_9gt_rfnd,,base,,,tax_tem_com_rteica_6_9gt
tax_tem_com_tax_rteica_6_9gt_rfnd,,tax,100,puc_com_236705,tax_tem_com_rteica_6_9gt
tax_tem_com_base_rteica_6_9lt,tax_tem_com_rteica_6_9lt,base,,,
tax_tem_com_tax_rteica_6_9lt,tax_tem_com_rteica_6_9lt,tax,100,puc_com_236805,
tax_tem_com_base_rteica_6_9lt_rfnd,,base,,,tax_tem_com_rteica_6_9lt
tax_tem_com_tax_rteica_6_9lt_rfnd,,tax,100,puc_com_236805,tax_tem_com_rteica_6_9lt
tax_tem_com_base_rteica_6gt,tax_tem_com_rteica_6gt,base,,,
tax_tem_com_tax_rteica_6gt,tax_tem_com_rteica_6gt,tax,100,puc_com_236705,
tax_tem_com_base_rteica_6gt_rfnd,,base,,,tax_tem_com_rteica_6gt
tax_tem_com_tax_rteica_6gt_rfnd,,tax,100,puc_com_236705,tax_tem_com_rteica_6gt
tax_tem_com_base_rteica_6lt,tax_tem_com_rteica_6lt,base,,,
tax_tem_com_tax_rteica_6lt,tax_tem_com_rteica_6lt,tax,100,puc_com_236805,
tax_tem_com_base_rteica_6lt_rfnd,,base,,,tax_tem_com_rteica_6lt
tax_tem_com_tax_rteica_6lt_rfnd,,tax,100,puc_com_236805,tax_tem_com_rteica_6lt
tax_tem_com_base_rteica_7gt,tax_tem_com_rteica_7gt,base,,,
tax_tem_com_tax_rteica_7gt,tax_tem_com_rteica_7gt,tax,100,puc_com_236705,
tax_tem_com_base_rteica_7gt_rfnd,,base,,,tax_tem_com_rteica_7gt
tax_tem_com_tax_rteica_7gt_rfnd,,tax,100,puc_com_236705,tax_tem_com_rteica_7gt
tax_tem_com_base_rteica_7lt,tax_tem_com_rteica_7lt,base,,,
tax_tem_com_tax_rteica_7lt,tax_tem_com_rteica_7lt,tax,100,puc_com_236805,
tax_tem_com_base_rteica_7lt_rfnd,,base,,,tax_tem_com_rteica_7lt
tax_tem_com_tax_rteica_7lt_rfnd,,tax,100,puc_com_236805,tax_tem_com_rteica_7lt
tax_tem_com_base_rteica_8gt,tax_tem_com_rteica_8gt,base,,,
tax_tem_com_tax_rteica_8gt,tax_tem_com_rteica_8gt,tax,100,puc_com_236705,
tax_tem_com_base_rteica_8gt_rfnd,,base,,,tax_tem_com_rteica_8gt
tax_tem_com_tax_rteica_8gt_rfnd,,tax,100,puc_com_236705,tax_tem_com_rteica_8gt
tax_tem_com_base_rteica_8lt,tax_tem_com_rteica_8lt,base,,,
tax_tem_com_tax_rteica_8lt,tax_tem_com_rteica_8lt,tax,100,puc_com_236805,
tax_tem_com_base_rteica_8lt_rfnd,,base,,,tax_tem_com_rteica_8lt
tax_tem_com_tax_rteica_8lt_rfnd,,tax,100,puc_com_236805,tax_tem_com_rteica_8lt
tax_tem_com_base_rteica_9_66gt,tax_tem_com_rteica_9_66gt,base,,,
tax_tem_com_tax_rteica_9_66gt,tax_tem_com_rteica_9_66gt,tax,100,puc_com_236705,
tax_tem_com_base_rteica_9_66gt_rfnd,,base,,,tax_tem_com_rteica_9_66gt
tax_tem_com_tax_rteica_9_66gt_rfnd,,tax,100,puc_com_236705,tax_tem_com_rteica_9_66gt
tax_tem_com_base_rteica_9_66lt,tax_tem_com_rteica_9_66lt,base,,,
tax_tem_com_tax_rteica_9_66lt,tax_tem_com_rteica_9_66lt,tax,100,puc_com_236805,
tax_tem_com_base_rteica_9_66lt_rfnd,,base,,,tax_tem_com_rteica_9_66lt
tax_tem_com_tax_rteica_9_66lt_rfnd,,tax,100,puc_com_236805,tax_tem_com_rteica_9_66lt
tax_tem_com_base_rteiva_0_75gt,tax_tem_com_rteiva_0_75gt,base,,,
tax_tem_com_tax_rteiva_0_75gt,tax_tem_com_rteiva_0_75gt,tax,100,puc_com_135517,
tax_tem_com_base_rteiva_0_75gt_rfnd,,base,,,tax_tem_com_rteiva_0_75gt
tax_tem_com_tax_rteiva_0_75gt_rfnd,,tax,100,puc_com_135517,tax_tem_com_rteiva_0_75gt
tax_tem_com_base_rteiva_0_75lt,tax_tem_com_rteiva_0_75lt,base,,,
tax_tem_com_tax_rteiva_0_75lt,tax_tem_com_rteiva_0_75lt,tax,100,puc_com_135517,
tax_tem_com_base_rteiva_0_75lt_rfnd,,base,,,tax_tem_com_rteiva_0_75lt
tax_tem_com_tax_rteiva_0_75lt_rfnd,,tax,100,puc_com_135517,tax_tem_com_rteiva_0_75lt
tax_tem_com_base_rteiva_16gt,tax_tem_com_rteiva_16gt,base,,,
tax_tem_com_tax_rteiva_16gt,tax_tem_com_rteiva_16gt,tax,100,puc_com_135517,
tax_tem_com_base_rteiva_16gt_rfnd,,base,,,tax_tem_com_rteiva_16gt
tax_tem_com_tax_rteiva_16gt_rfnd,,tax,100,puc_com_135517,tax_tem_com_rteiva_16gt
tax_tem_com_base_rteiva_16lt,tax_tem_com_rteiva_16lt,base,,,
tax_tem_com_tax_rteiva_16lt,tax_tem_com_rteiva_16lt,tax,100,puc_com_135517,
tax_tem_com_base_rteiva_16lt_rfnd,,base,,,tax_tem_com_rteiva_16lt
tax_tem_com_tax_rteiva_16lt_rfnd,,tax,100,puc_com_135517,tax_tem_com_rteiva_16lt
tax_tem_com_base_rteiva_19gt,tax_tem_com_rteiva_19gt,base,,,
tax_tem_com_tax_rteiva_19gt,tax_tem_com_rteiva_19gt,tax,100,puc_com_135517,
tax_tem_com_base_rteiva_19gt_rfnd,,base,,,tax_tem_com_rteiva_19gt
tax_tem_com_tax_rteiva_19gt_rfnd,,tax,100,puc_com_135517,tax_tem_com_rteiva_19gt
tax_tem_com_base_rteiva_19lt,tax_tem_com_rteiva_19lt,base,,,
tax_tem_com_tax_rteiva_19lt,tax_tem_com_rteiva_19lt,tax,100,puc_com_135517,
tax_tem_com_base_rteiva_19lt_rfnd,,base,,,tax_tem_com_rteiva_19lt
tax_tem_com_tax_rteiva_19lt_rfnd,,tax,100,puc_com_135517,tax_tem_com_rteiva_19lt
tax_tem_com_base_rteiva_2_4gt,tax_tem_com_rteiva_2_4gt,base,,,
tax_tem_com_tax_rteiva_2_4gt,tax_tem_com_rteiva_2_4gt,tax,100,puc_com_135517,
tax_tem_com_base_rteiva_2_4gt_rfnd,,base,,,tax_tem_com_rteiva_2_4gt
tax_tem_com_tax_rteiva_2_4gt_rfnd,,tax,100,puc_com_135517,tax_tem_com_rteiva_2_4gt
tax_tem_com_base_rteiva_2_4lt,tax_tem_com_rteiva_2_4lt,base,,,
tax_tem_com_tax_rteiva_2_4lt,tax_tem_com_rteiva_2_4lt,tax,100,puc_com_135517,
tax_tem_com_base_rteiva_2_4lt_rfnd,,base,,,tax_tem_com_rteiva_2_4lt
tax_tem_com_tax_rteiva_2_4lt_rfnd,,tax,100,puc_com_135517,tax_tem_com_rteiva_2_4lt
tax_tem_com_base_rteiva_2_5gt,tax_tem_com_rteiva_2_5gt,base,,,
tax_tem_com_tax_rteiva_2_5gt,tax_tem_com_rteiva_2_5gt,tax,100,puc_com_135517,
tax_tem_com_base_rteiva_2_5gt_rfnd,,base,,,tax_tem_com_rteiva_2_5gt
tax_tem_com_tax_rteiva_2_5gt_rfnd,,tax,100,puc_com_135517,tax_tem_com_rteiva_2_5gt
tax_tem_com_base_rteiva_2_5lt,tax_tem_com_rteiva_2_5lt,base,,,
tax_tem_com_tax_rteiva_2_5lt,tax_tem_com_rteiva_2_5lt,tax,100,puc_com_135517,
tax_tem_com_base_rteiva_2_5lt_rfnd,,base,,,tax_tem_com_rteiva_2_5lt
tax_tem_com_tax_rteiva_2_5lt_rfnd,,tax,100,puc_com_135517,tax_tem_com_rteiva_2_5lt
tax_tem_com_base_rteiva_2_85gt,tax_tem_com_rteiva_2_85gt,base,,,
tax_tem_com_tax_rteiva_2_85gt,tax_tem_com_rteiva_2_85gt,tax,100,puc_com_135517,
tax_tem_com_base_rteiva_2_85gt_rfnd,,base,,,tax_tem_com_rteiva_2_85gt
tax_tem_com_tax_rteiva_2_85gt_rfnd,,tax,100,puc_com_135517,tax_tem_com_rteiva_2_85gt
tax_tem_com_base_rteiva_2_85lt,tax_tem_com_rteiva_2_85lt,base,,,
tax_tem_com_tax_rteiva_2_85lt,tax_tem_com_rteiva_2_85lt,tax,100,puc_com_135517,
tax_tem_com_base_rteiva_2_85lt_rfnd,,base,,,tax_tem_com_rteiva_2_85lt
tax_tem_com_tax_rteiva_2_85lt_rfnd,,tax,100,puc_com_135517,tax_tem_com_rteiva_2_85lt
tax_tem_com_base_rteiva_5gt,tax_tem_com_rteiva_5gt,base,,,
tax_tem_com_tax_rteiva_5gt,tax_tem_com_rteiva_5gt,tax,100,puc_com_135517,
tax_tem_com_base_rteiva_5gt_rfnd,,base,,,tax_tem_com_rteiva_5gt
tax_tem_com_tax_rteiva_5gt_rfnd,,tax,100,puc_com_135517,tax_tem_com_rteiva_5gt
tax_tem_com_base_rteiva_5lt,tax_tem_com_rteiva_5lt,base,,,
tax_tem_com_tax_rteiva_5lt,tax_tem_com_rteiva_5lt,tax,100,puc_com_135517,
tax_tem_com_base_rteiva_5lt_rfnd,,base,,,tax_tem_com_rteiva_5lt
tax_tem_com_tax_rteiva_5lt_rfnd,,tax,100,puc_com_135517,tax_tem_com_rteiva_5lt
tax_tem_com_base_rteiva_8gt,tax_tem_com_rteiva_8gt,base,,,
tax_tem_com_tax_rteiva_8gt,tax_tem_com_rteiva_8gt,tax,100,puc_com_135517,
tax_tem_com_base_rteiva_8gt_rfnd,,base,,,tax_tem_com_rteiva_8gt
tax_tem_com_tax_rteiva_8gt_rfnd,,tax,100,puc_com_135517,tax_tem_com_rteiva_8gt
tax_tem_com_base_rteiva_8lt,tax_tem_com_rteiva_8lt,base,,,
tax_tem_com_tax_rteiva_8lt,tax_tem_com_rteiva_8lt,tax,100,puc_com_135517,
tax_tem_com_base_rteiva_8lt_rfnd,,base,,,tax_tem_com_rteiva_8lt
tax_tem_com_tax_rteiva_8lt_rfnd,,tax,100,puc_com_135517,tax_tem_com_rteiva_8lt
tax_tem_com_base_rteiva_9_5gt,tax_tem_com_rteiva_9_5gt,base,,,
tax_tem_com_tax_rteiva_9_5gt,tax_tem_com_rteiva_9_5gt,tax,100,puc_com_135517,
tax_tem_com_base_rteiva_9_5gt_rfnd,,base,,,tax_tem_com_rteiva_9_5gt
tax_tem_com_tax_rteiva_9_5gt_rfnd,,tax,100,puc_com_135517,tax_tem_com_rteiva_9_5gt
tax_tem_com_base_rteiva_9_5lt,tax_tem_com_rteiva_9_5lt,base,,,
tax_tem_com_tax_rteiva_9_5lt,tax_tem_com_rteiva_9_5lt,tax,100,puc_com_135517,
tax_tem_com_base_rteiva_9_5lt_rfnd,,base,,,tax_tem_com_rteiva_9_5lt
tax_tem_com_tax_rteiva_9_5lt_rfnd,,tax,100,puc_com_135517,tax_tem_com_rteiva_9_5lt
tax_tem_com_base_rterta_3gt,tax_tem_com_rterta_3gt,base,,,
tax_tem_com_tax_rterta_3gt,tax_tem_com_rterta_3gt,tax,100,puc_com_236570,
tax_tem_com_base_rterta_3gt_rfnd,,base,,,tax_tem_com_rterta_3gt
tax_tem_com_tax_rterta_3gt_rfnd,,tax,100,puc_com_236570,tax_tem_com_rterta_3gt
tax_tem_com_base_rterta_4gt,tax_tem_com_rterta_4gt,base,,,
tax_tem_com_tax_rterta_4gt,tax_tem_com_rterta_4gt,tax,100,puc_com_236570,
tax_tem_com_base_rterta_4gt_rfnd,,base,,,tax_tem_com_rterta_4gt
tax_tem_com_tax_rterta_4gt_rfnd,,tax,100,puc_com_236570,tax_tem_com_rterta_4gt
tax_tem_com_base_rterta_6gt,tax_tem_com_rterta_6gt,base,,,
tax_tem_com_tax_rterta_6gt,tax_tem_com_rterta_6gt,tax,100,puc_com_236570,
tax_tem_com_base_rterta_6gt_rfnd,,base,,,tax_tem_com_rterta_6gt
tax_tem_com_tax_rterta_6gt_rfnd,,tax,100,puc_com_236570,tax_tem_com_rterta_6gt
tax_tem_niif_fin_base_aurta_3gt_bs,tax_tem_niif_fin_aurta_3gt_bs,base,,,
tax_tem_niif_fin_tax_aurta_3gt_bs,tax_tem_niif_fin_aurta_3gt_bs,tax,100,niif_fin_250305,
tax_tem_niif_fin_base_aurta_3gt_bs_rfnd,,base,,,tax_tem_niif_fin_aurta_3gt_bs
tax_tem_niif_fin_tax_aurta_3gt_bs_rfnd,,tax,100,niif_fin_250305,tax_tem_niif_fin_aurta_3gt_bs
tax_tem_niif_fin_base_aurta_3gt_sl,tax_tem_niif_fin_aurta_3gt_sl,base,,,
tax_tem_niif_fin_tax_aurta_3gt_sl,tax_tem_niif_fin_aurta_3gt_sl,tax,100,niif_fin_191005,
tax_tem_niif_fin_base_aurta_3gt_sl_rfnd,,base,,,tax_tem_niif_fin_aurta_3gt_sl
tax_tem_niif_fin_tax_aurta_3gt_sl_rfnd,,tax,100,niif_fin_191005,tax_tem_niif_fin_aurta_3gt_sl
tax_tem_niif_fin_base_aurta_4gt_bs,tax_tem_niif_fin_aurta_4gt_bs,base,,,
tax_tem_niif_fin_tax_aurta_4gt_bs,tax_tem_niif_fin_aurta_4gt_bs,tax,100,niif_fin_250305,
tax_tem_niif_fin_base_aurta_4gt_bs_rfnd,,base,,,tax_tem_niif_fin_aurta_4gt_bs
tax_tem_niif_fin_tax_aurta_4gt_bs_rfnd,,tax,100,niif_fin_250305,tax_tem_niif_fin_aurta_4gt_bs
tax_tem_niif_fin_base_aurta_4gt_sl,tax_tem_niif_fin_aurta_4gt_sl,base,,,
tax_tem_niif_fin_tax_aurta_4gt_sl,tax_tem_niif_fin_aurta_4gt_sl,tax,100,niif_fin_191005,
tax_tem_niif_fin_base_aurta_4gt_sl_rfnd,,base,,,tax_tem_niif_fin_aurta_4gt_sl
tax_tem_niif_fin_tax_aurta_4gt_sl_rfnd,,tax,100,niif_fin_191005,tax_tem_niif_fin_aurta_4gt_sl
tax_tem_niif_fin_base_aurta_6gt_bs,tax_tem_niif_fin_aurta_6gt_bs,base,,,
tax_tem_niif_fin_tax_aurta_6gt_bs,tax_tem_niif_fin_aurta_6gt_bs,tax,100,niif_fin_250305,
tax_tem_niif_fin_base_aurta_6gt_bs_rfnd,,base,,,tax_tem_niif_fin_aurta_6gt_bs
tax_tem_niif_fin_tax_aurta_6gt_bs_rfnd,,tax,100,niif_fin_250305,tax_tem_niif_fin_aurta_6gt_bs
tax_tem_niif_fin_base_aurta_6gt_sl,tax_tem_niif_fin_aurta_6gt_sl,base,,,
tax_tem_niif_fin_tax_aurta_6gt_sl,tax_tem_niif_fin_aurta_6gt_sl,tax,100,niif_fin_191005,
tax_tem_niif_fin_base_aurta_6gt_sl_rfnd,,base,,,tax_tem_niif_fin_aurta_6gt_sl
tax_tem_niif_fin_tax_aurta_6gt_sl_rfnd,,tax,100,niif_fin_191005,tax_tem_niif_fin_aurta_6gt_sl
tax_tem_niif_fin_base_aurte_1_5gt_bs,tax_tem_niif_fin_aurte_1_5gt_bs,base,,,
tax_tem_niif_fin_tax_aurte_1_5gt_bs,tax_tem_niif_fin_aurte_1_5gt_bs,tax,100,niif_fin_191005,
tax_tem_niif_fin_base_aurte_1_5gt_bs_rfnd,,base,,,tax_tem_niif_fin_aurte_1_5gt_bs
tax_tem_niif_fin_tax_aurte_1_5gt_bs_rfnd,,tax,100,niif_fin_191005,tax_tem_niif_fin_aurte_1_5gt_bs
tax_tem_niif_fin_base_aurte_1_5gt_sl,tax_tem_niif_fin_aurte_1_5gt_sl,base,,,
tax_tem_niif_fin_tax_aurte_1_5gt_sl,tax_tem_niif_fin_aurte_1_5gt_sl,tax,100,niif_fin_250305,
tax_tem_niif_fin_base_aurte_1_5gt_sl_rfnd,,base,,,tax_tem_niif_fin_aurte_1_5gt_sl
tax_tem_niif_fin_tax_aurte_1_5gt_sl_rfnd,,tax,100,niif_fin_250305,tax_tem_niif_fin_aurte_1_5gt_sl
tax_tem_niif_fin_base_aurte_10gt_bs,tax_tem_niif_fin_aurte_10gt_bs,base,,,
tax_tem_niif_fin_tax_aurte_10gt_bs,tax_tem_niif_fin_aurte_10gt_bs,tax,100,niif_fin_191005,
tax_tem_niif_fin_base_aurte_10gt_bs_rfnd,,base,,,tax_tem_niif_fin_aurte_10gt_bs
tax_tem_niif_fin_tax_aurte_10gt_bs_rfnd,,tax,100,niif_fin_191005,tax_tem_niif_fin_aurte_10gt_bs
tax_tem_niif_fin_base_aurte_10gt_sl,tax_tem_niif_fin_aurte_10gt_sl,base,,,
tax_tem_niif_fin_tax_aurte_10gt_sl,tax_tem_niif_fin_aurte_10gt_sl,tax,100,niif_fin_250305,
tax_tem_niif_fin_base_aurte_10gt_sl_rfnd,,base,,,tax_tem_niif_fin_aurte_10gt_sl
tax_tem_niif_fin_tax_aurte_10gt_sl_rfnd,,tax,100,niif_fin_250305,tax_tem_niif_fin_aurte_10gt_sl
tax_tem_niif_fin_base_aurte_11gt_bs,tax_tem_niif_fin_aurte_11gt_bs,base,,,
tax_tem_niif_fin_tax_aurte_11gt_bs,tax_tem_niif_fin_aurte_11gt_bs,tax,100,niif_fin_191005,
tax_tem_niif_fin_base_aurte_11gt_bs_rfnd,,base,,,tax_tem_niif_fin_aurte_11gt_bs
tax_tem_niif_fin_tax_aurte_11gt_bs_rfnd,,tax,100,niif_fin_191005,tax_tem_niif_fin_aurte_11gt_bs
tax_tem_niif_fin_base_aurte_11gt_sl,tax_tem_niif_fin_aurte_11gt_sl,base,,,
tax_tem_niif_fin_tax_aurte_11gt_sl,tax_tem_niif_fin_aurte_11gt_sl,tax,100,niif_fin_250305,
tax_tem_niif_fin_base_aurte_11gt_sl_rfnd,,base,,,tax_tem_niif_fin_aurte_11gt_sl
tax_tem_niif_fin_tax_aurte_11gt_sl_rfnd,,tax,100,niif_fin_250305,tax_tem_niif_fin_aurte_11gt_sl
tax_tem_niif_fin_base_aurte_16gt_bs,tax_tem_niif_fin_aurte_16gt_bs,base,,,
tax_tem_niif_fin_tax_aurte_16gt_bs,tax_tem_niif_fin_aurte_16gt_bs,tax,100,niif_fin_191005,
tax_tem_niif_fin_base_aurte_16gt_bs_rfnd,,base,,,tax_tem_niif_fin_aurte_16gt_bs
tax_tem_niif_fin_tax_aurte_16gt_bs_rfnd,,tax,100,niif_fin_191005,tax_tem_niif_fin_aurte_16gt_bs
tax_tem_niif_fin_base_aurte_16gt_sl,tax_tem_niif_fin_aurte_16gt_sl,base,,,
tax_tem_niif_fin_tax_aurte_16gt_sl,tax_tem_niif_fin_aurte_16gt_sl,tax,100,niif_fin_250305,
tax_tem_niif_fin_base_aurte_16gt_sl_rfnd,,base,,,tax_tem_niif_fin_aurte_16gt_sl
tax_tem_niif_fin_tax_aurte_16gt_sl_rfnd,,tax,100,niif_fin_250305,tax_tem_niif_fin_aurte_16gt_sl
tax_tem_niif_fin_base_aurte_19gt_sl,tax_tem_niif_fin_aurte_19gt_sl,base,,,
tax_tem_niif_fin_tax_aurte_19gt_sl,tax_tem_niif_fin_aurte_19gt_sl,tax,100,niif_fin_250305,
tax_tem_niif_fin_base_aurte_19gt_sl_rfnd,,base,,,tax_tem_niif_fin_aurte_19gt_sl
tax_tem_niif_fin_tax_aurte_19gt_sl_rfnd,,tax,100,niif_fin_250305,tax_tem_niif_fin_aurte_19gt_sl
tax_tem_niif_fin_base_aurte_1gt_bs,tax_tem_niif_fin_aurte_1gt_bs,base,,,
tax_tem_niif_fin_tax_aurte_1gt_bs,tax_tem_niif_fin_aurte_1gt_bs,tax,100,niif_fin_191005,
tax_tem_niif_fin_base_aurte_1gt_bs_rfnd,,base,,,tax_tem_niif_fin_aurte_1gt_bs
tax_tem_niif_fin_tax_aurte_1gt_bs_rfnd,,tax,100,niif_fin_191005,tax_tem_niif_fin_aurte_1gt_bs
tax_tem_niif_fin_base_aurte_1gt_sl,tax_tem_niif_fin_aurte_1gt_sl,base,,,
tax_tem_niif_fin_tax_aurte_1gt_sl,tax_tem_niif_fin_aurte_1gt_sl,tax,100,niif_fin_250305,
